|6.6.6
mars_bf97_2.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           Pl             O              Opx            Cpx            Sp             Gt             Wad            Ring           ca-pv          Wus            Pv            
  8901.00        1311.81        16.4110        100.000        36.6696        7.93092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        1312.61        16.3900        100.000        36.6985        7.99816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        1313.41        16.3690        100.000        36.7274        8.06543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        1314.22        16.3480        100.000        36.7564        8.13272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        1315.02        16.3270        100.000        36.7853        8.20003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        1315.82        16.3061        100.000        36.8143        8.26737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        1316.62        16.2851        100.000        36.8433        8.33472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        1317.42        16.2641        100.000        36.8723        8.40210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        1318.22        16.2606        100.000        36.8761        8.41248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        1319.02        16.2602        100.000        36.8754        8.41253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        1319.82        16.2598        100.000        36.8746        8.41257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        1320.62        16.2594        100.000        36.8739        8.41262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        1321.42        16.1148        100.000        38.3359        10.8645       0.528457                 NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        1322.22        16.1146        100.000        38.3352        10.8645       0.528475                 NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        1323.02        16.1143        100.000        38.3345        10.8646       0.528493                 NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        1323.82        16.1140        100.000        38.3339        10.8647       0.528512                 NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        1324.62        16.0905        100.000        38.3837        10.9721       0.535247                 NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        1325.42        16.0622        100.000        38.4437        11.1009       0.543327                 NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        1326.22        16.0433        100.000        38.5224        11.2492       0.564718                 NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        1327.02        16.0058        100.000        38.5639        11.3589       0.559502                 NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        1327.81        15.9776        100.000        38.6240        11.4880       0.567597                 NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        1328.61        15.9494        100.000        38.6842        11.6172       0.575698                 NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        1329.41        15.9211        100.000        38.7445        11.7464       0.583804                 NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        1330.21        15.9284        100.000        38.9631        12.0848       0.679969                 NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        1331.01        15.8647        100.000        38.8651        12.0052       0.600033                 NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        1331.81        15.8365        100.000        38.9255        12.1347       0.608155                 NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        1332.60        15.9581        100.000        39.1293        12.3155       0.768812                 NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        1333.40        15.9579        100.000        39.1287        12.3156       0.768838                 NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        1334.20        15.7519        100.000        39.1070        12.5236       0.632553                 NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        1335.00        15.7237        100.000        39.1676        12.6534       0.640697                 NaN            NaN            NaN            NaN            NaN            NaN
  11901.0        1335.79        15.6956        100.000        39.2282        12.7833       0.648846                 NaN            NaN            NaN            NaN            NaN            NaN
  12001.0        1336.59        15.6674        100.000        39.2889        12.9133       0.657000                 NaN            NaN            NaN            NaN            NaN            NaN
  12101.0        1337.39        15.6392        100.000        39.3497        13.0433       0.665160                 NaN            NaN            NaN            NaN            NaN            NaN
  12201.0        1338.18        15.6602        100.000        39.6048        13.4242       0.784567                 NaN            NaN            NaN            NaN            NaN            NaN
  12301.0        1338.98        15.5828        100.000        39.4713        13.3037       0.681495                 NaN            NaN            NaN            NaN            NaN            NaN
  12401.0        1339.78        15.5547        100.000        39.5322        13.4339       0.689671                 NaN            NaN            NaN            NaN            NaN            NaN
  12501.0        1340.57        15.5364        100.000        39.6131        13.5850       0.712078                 NaN            NaN            NaN            NaN            NaN            NaN
  12601.0        1341.37        15.4983        100.000        39.6542        13.6947       0.706038                 NaN            NaN            NaN            NaN            NaN            NaN
  12701.0        1342.17        15.4702        100.000        39.7152        13.8253       0.714229                 NaN            NaN            NaN            NaN            NaN            NaN
  12801.0        1342.96        15.4420        100.000        39.7763        13.9559       0.722426                 NaN            NaN            NaN            NaN            NaN            NaN
  12901.0        1343.76        15.4138        100.000        39.8375        14.0865       0.730629                 NaN            NaN            NaN            NaN            NaN            NaN
  13001.0        1344.55        15.3857        100.000        39.8986        14.2173       0.738836                 NaN            NaN            NaN            NaN            NaN            NaN
  13101.0        1345.35        15.3575        100.000        39.9599        14.3481       0.747049                 NaN            NaN            NaN            NaN            NaN            NaN
  13201.0        1346.14        15.3294        100.000        40.0212        14.4791       0.755268                 NaN            NaN            NaN            NaN            NaN            NaN
  13301.0        1346.94        15.3012        100.000        40.0825        14.6101       0.763491                 NaN            NaN            NaN            NaN            NaN            NaN
  13401.0        1347.73        15.2950        100.000        40.1881        14.7869       0.803249                 NaN            NaN            NaN            NaN            NaN            NaN
  13501.0        1348.53        15.2570        100.000        40.2296        14.8974       0.797271                 NaN            NaN            NaN            NaN            NaN            NaN
  13601.0        1349.32        15.2107        100.000        40.2803        15.0321       0.789981                 NaN            NaN            NaN            NaN            NaN            NaN
  13701.0        1350.12        15.2107        100.000        40.2799        15.0321       0.790006                 NaN            NaN            NaN            NaN            NaN            NaN
  13801.0        1350.91        15.2108        100.000        40.2794        15.0322       0.790030                 NaN            NaN            NaN            NaN            NaN            NaN
  13901.0        1351.71        15.2108        100.000        40.2790        15.0323       0.790055                 NaN            NaN            NaN            NaN            NaN            NaN
  14001.0        1352.50        15.2109        100.000        40.2785        15.0323       0.790079                 NaN            NaN            NaN            NaN            NaN            NaN
  14101.0        1353.29        15.9666        100.000        39.8189        15.9666        1.75391        1.37590                 NaN            NaN            NaN            NaN            NaN
  14201.0        1354.09        15.9666        100.000        39.8185        15.9666        1.75396        1.37593                 NaN            NaN            NaN            NaN            NaN
  14301.0        1354.88        15.9667        100.000        39.8181        15.9667        1.75400        1.37597                 NaN            NaN            NaN            NaN            NaN
  14401.0        1355.67        15.9668        100.000        39.8177        15.9668        1.75405        1.37600                 NaN            NaN            NaN            NaN            NaN
  14501.0        1356.47        15.9669        100.000        39.8173        15.9669        1.75410        1.37604                 NaN            NaN            NaN            NaN            NaN
  14601.0        1357.26        15.9670        100.000        39.8169        15.9670        1.75414        1.37607                 NaN            NaN            NaN            NaN            NaN
  14701.0        1358.05        15.9671        100.000        39.8164        15.9671        1.75419        1.37611                 NaN            NaN            NaN            NaN            NaN
  14801.0        1358.85        15.9671        100.000        39.8160        15.9671        1.75424        1.37614                 NaN            NaN            NaN            NaN            NaN
  14901.0        1359.64        17.1597        100.000        39.3162        17.1597        3.17146        3.17146                 NaN            NaN            NaN            NaN            NaN
  15001.0        1360.43        17.1598        100.000        39.3158        17.1598        3.17154        3.17154                 NaN            NaN            NaN            NaN            NaN
  15101.0        1361.22        17.1599        100.000        39.3154        17.1599        3.17162        3.17162                 NaN            NaN            NaN            NaN            NaN
  15201.0        1362.01        17.1600        100.000        39.3151        17.1600        3.17169        3.17169                 NaN            NaN            NaN            NaN            NaN
  15301.0        1362.81        17.1957        100.000        39.3129        17.1957        3.21053        3.21053                 NaN            NaN            NaN            NaN            NaN
  15401.0        1363.60        17.2429        100.000        39.3100        17.2429        3.26180        3.26180                 NaN            NaN            NaN            NaN            NaN
  15501.0        1364.39        17.2701        100.000        39.3084        17.2701        3.28843        3.28843                 NaN            NaN            NaN            NaN            NaN
  15601.0        1365.18        17.3100        100.000        39.3060        17.3100        3.33077        3.33077                 NaN            NaN            NaN            NaN            NaN
  15701.0        1365.97        17.3844        100.000        39.3016        17.3844        3.41567        3.41567                 NaN            NaN            NaN            NaN            NaN
  15801.0        1366.76        17.4316        100.000        39.2988        17.4316        3.46698        3.46698                 NaN            NaN            NaN            NaN            NaN
  15901.0        1367.55        17.4788        100.000        39.2960        17.4788        3.51829        3.51829                 NaN            NaN            NaN            NaN            NaN
  16001.0        1368.34        17.5260        100.000        39.2933        17.5260        3.56960        3.56960                 NaN            NaN            NaN            NaN            NaN
  16101.0        1369.13        17.5493        100.000        39.2919        17.5493        3.59143        3.59143                 NaN            NaN            NaN            NaN            NaN
  16201.0        1369.92        17.5940        100.000        39.2892        17.5940        3.63969        3.63969                 NaN            NaN            NaN            NaN            NaN
  16301.0        1370.71        17.6387        100.000        39.2866        17.6387        3.68796        3.68796                 NaN            NaN            NaN            NaN            NaN
  16401.0        1371.50        17.5293        100.000        39.2928        17.5293        3.54817        3.54817                 NaN            NaN            NaN            NaN            NaN
  16501.0        1372.29        17.6996        100.000        39.2830        17.6996        3.74912        3.74912                 NaN            NaN            NaN            NaN            NaN
  16601.0        1373.08        17.7096        100.000        39.2824        17.7096        3.75448        3.75448                 NaN            NaN            NaN            NaN            NaN
  16701.0        1373.87        17.7495        100.000        39.2800        17.7495        3.79688        3.79688                 NaN            NaN            NaN            NaN            NaN
  16801.0        1374.66        17.7895        100.000        39.2777        17.7895        3.83928        3.83928                 NaN            NaN            NaN            NaN            NaN
  16901.0        1375.45        17.8295        100.000        39.2753        17.8295        3.88168        3.88168                 NaN            NaN            NaN            NaN            NaN
  17001.0        1376.23        17.8695        100.000        39.2730        17.8695        3.92409        3.92409                 NaN            NaN            NaN            NaN            NaN
  17101.0        1377.02        17.9095        100.000        39.2706        17.9095        3.96651        3.96651                 NaN            NaN            NaN            NaN            NaN
  17201.0        1377.81        17.9495        100.000        39.2683        17.9495        4.00893        4.00893                 NaN            NaN            NaN            NaN            NaN
  17301.0        1378.60        18.0245        100.000        39.2639        18.0245        4.09459        4.09459                 NaN            NaN            NaN            NaN            NaN
  17401.0        1379.39        18.0627        100.000        39.2617        18.0627        4.13478        4.13478                 NaN            NaN            NaN            NaN            NaN
  17501.0        1380.17        18.1009        100.000        39.2595        18.1009        4.17498        4.17498                 NaN            NaN            NaN            NaN            NaN
  17601.0        1380.96        18.1123        100.000        39.2588        18.1123        4.18209        4.18209                 NaN            NaN            NaN            NaN            NaN
  17701.0        1381.75        18.1523        100.000        39.2565        18.1523        4.22459        4.22459                 NaN            NaN            NaN            NaN            NaN
  17801.0        1382.53        18.1924        100.000        39.2542        18.1924        4.26709        4.26709                 NaN            NaN            NaN            NaN            NaN
  17901.0        1383.32        18.2325        100.000        39.2518        18.2325        4.30960        4.30960                 NaN            NaN            NaN            NaN            NaN
  18001.0        1384.11        18.2725        100.000        39.2495        18.2725        4.35211        4.35211                 NaN            NaN            NaN            NaN            NaN
  18101.0        1384.89        18.3301        100.000        39.2462        18.3301        4.41626        4.41626                 NaN            NaN            NaN            NaN            NaN
  18201.0        1385.68        18.3684        100.000        39.2440        18.3684        4.45649        4.45649                 NaN            NaN            NaN            NaN            NaN
  18301.0        1386.46        18.4066        100.000        39.2418        18.4066        4.49672        4.49672                 NaN            NaN            NaN            NaN            NaN
  18401.0        1387.25        18.4448        100.000        39.2396        18.4448        4.53696        4.53696                 NaN            NaN            NaN            NaN            NaN
  18501.0        1388.04        18.4830        100.000        39.2374        18.4830        4.57720        4.57720                 NaN            NaN            NaN            NaN            NaN
  18601.0        1388.82        18.5130        100.000        39.2357        18.5130        4.60726        4.60726                 NaN            NaN            NaN            NaN            NaN
  18701.0        1389.61        18.5531        100.000        39.2334        18.5531        4.64980        4.64980                 NaN            NaN            NaN            NaN            NaN
  18801.0        1390.39        18.5932        100.000        39.2311        18.5932        4.69235        4.69235                 NaN            NaN            NaN            NaN            NaN
  18901.0        1391.17        18.6360        100.000        39.2286        18.6360        4.73821        4.73821                 NaN            NaN            NaN            NaN            NaN
  19001.0        1391.96        18.6743        100.000        39.2265        18.6743        4.77847        4.77847                 NaN            NaN            NaN            NaN            NaN
  19101.0        1392.74        18.7125        100.000        39.2243        18.7125        4.81873        4.81873                 NaN            NaN            NaN            NaN            NaN
  19201.0        1393.53        18.7508        100.000        39.2221        18.7508        4.85900        4.85900                 NaN            NaN            NaN            NaN            NaN
  19301.0        1394.31        18.7706        100.000        39.2210        18.7706        4.87695        4.87695                 NaN            NaN            NaN            NaN            NaN
  19401.0        1395.09        18.7628        100.000        39.2209        18.7628        4.87156        4.87156                 NaN            NaN            NaN            NaN            NaN
  19501.0        1395.88        18.7629        100.000        39.2206        18.7629        4.87167        4.87167                 NaN            NaN            NaN            NaN            NaN
  19601.0        1396.66        18.8437        100.000        39.2168        18.8437        4.94742        4.94742                 NaN            NaN            NaN            NaN            NaN
  19701.0        1397.44        18.8089        100.000        39.2187        18.8089        4.89935        4.89935                 NaN            NaN            NaN            NaN            NaN
  19801.0        1398.22        18.8231        100.000        39.2178        18.8231        4.91051        4.91051                 NaN            NaN            NaN            NaN            NaN
  19901.0        1399.01        18.8373        100.000        39.2170        18.8373        4.92168        4.92168                 NaN            NaN            NaN            NaN            NaN
  20001.0        1399.79        18.8514        100.000        39.2162        18.8514        4.93286        4.93286                 NaN            NaN            NaN            NaN            NaN
  20101.0        1400.57        18.8656        100.000        39.2154        18.8656        4.94404        4.94404                 NaN            NaN            NaN            NaN            NaN
  20201.0        1401.35        18.8798        100.000        39.2146        18.8798        4.95523        4.95523                 NaN            NaN            NaN            NaN            NaN
  20301.0        1402.13        18.8940        100.000        39.2137        18.8940        4.96642        4.96642                 NaN            NaN            NaN            NaN            NaN
  20401.0        1402.91        18.9082        100.000        39.2129        18.9082        4.97761        4.97761                 NaN            NaN            NaN            NaN            NaN
  20501.0        1403.70        18.9224        100.000        39.2121        18.9224        4.98881        4.98881                 NaN            NaN            NaN            NaN            NaN
  20601.0        1404.48        18.9367        100.000        39.2113        18.9367        5.00001        5.00001                 NaN            NaN            NaN            NaN            NaN
  20701.0        1405.26        18.9509        100.000        39.2105        18.9509        5.01122        5.01122                 NaN            NaN            NaN            NaN            NaN
  20801.0        1406.04        18.9651        100.000        39.2096        18.9651        5.02243        5.02243                 NaN            NaN            NaN            NaN            NaN
  20901.0        1406.82        18.9793        100.000        39.2088        18.9793        5.03364        5.03364                 NaN            NaN            NaN            NaN            NaN
  21001.0        1407.60        19.0993        100.000        39.2022        19.0993        5.17266        5.17266                 NaN            NaN            NaN            NaN            NaN
  21101.0        1408.38        19.1189        100.000        39.2011        19.1189        5.19040        5.19040                 NaN            NaN            NaN            NaN            NaN
  21201.0        1409.16        19.1385        100.000        39.2000        19.1385        5.20815        5.20815                 NaN            NaN            NaN            NaN            NaN
  21301.0        1409.93        19.2801        100.000        39.1921        19.2801        5.37330        5.37330                 NaN            NaN            NaN            NaN            NaN
  21401.0        1410.71        19.3051        100.000        39.1907        19.3051        5.39757        5.39757                 NaN            NaN            NaN            NaN            NaN
  21501.0        1411.49        19.3302        100.000        39.1893        19.3302        5.42185        5.42185                 NaN            NaN            NaN            NaN            NaN
  21601.0        1412.27        19.3552        100.000        39.1879        19.3552        5.44613        5.44613                 NaN            NaN            NaN            NaN            NaN
  21701.0        1413.05        19.3802        100.000        39.1865        19.3802        5.47041        5.47041                 NaN            NaN            NaN            NaN            NaN
  21801.0        1413.83        19.4053        100.000        39.1852        19.4053        5.49470        5.49470                 NaN            NaN            NaN            NaN            NaN
  21901.0        1414.60        19.4303        100.000        39.1838        19.4303        5.51898        5.51898                 NaN            NaN            NaN            NaN            NaN
  22001.0        1415.38        19.4553        100.000        39.1824        19.4553        5.54327        5.54327                 NaN            NaN            NaN            NaN            NaN
  22101.0        1416.16        19.4804        100.000        39.1810        19.4804        5.56756        5.56756                 NaN            NaN            NaN            NaN            NaN
  22201.0        1416.93        19.5054        100.000        39.1796        19.5054        5.59185        5.59185                 NaN            NaN            NaN            NaN            NaN
  22301.0        1417.71        19.5305        100.000        39.1782        19.5305        5.61614        5.61614                 NaN            NaN            NaN            NaN            NaN
  22401.0        1418.49        19.5555        100.000        39.1769        19.5555        5.64044        5.64044                 NaN            NaN            NaN            NaN            NaN
  22501.0        1419.26        19.5806        100.000        39.1755        19.5806        5.66473        5.66473                 NaN            NaN            NaN            NaN            NaN
  22601.0        1420.04        19.6056        100.000        39.1741        19.6056        5.68903        5.68903                 NaN            NaN            NaN            NaN            NaN
  22701.0        1420.82        19.6307        100.000        39.1727        19.6307        5.71333        5.71333                 NaN            NaN            NaN            NaN            NaN
  22801.0        1421.59        19.6557        100.000        39.1714        19.6557        5.73763        5.73763                 NaN            NaN            NaN            NaN            NaN
