|6.6.6
mars1_1.tab                                                                                         
           1
P(bar)  
   234999.00000000000     
   234999.00000000000     
  173529599
           3
P(bar)         T(K)           rho,kg/m3     
  106819.        1899.87        3666.45     
  106842.        1899.96        3666.49     
  106866.        1900.06        3666.54     
  106889.        1900.15        3666.59     
  106913.        1900.25        3666.64     
  106936.        1900.34        3666.69     
  106960.        1900.44        3666.73     
  106983.        1900.53        3666.78     
  107007.        1900.63        3666.83     
  107030.        1900.72        3666.88     
  107054.        1900.82        3666.92     
  107077.        1900.91        3666.97     
  107101.        1901.01        3667.02     
  107124.        1901.10        3667.07     
  107148.        1901.20        3667.12     
  107171.        1901.29        3667.16     
  107195.        1901.39        3667.21     
  107218.        1901.48        3667.26     
  107242.        1901.58        3667.31     
  107265.        1901.67        3667.35     
  107289.        1901.77        3667.40     
  107312.        1901.86        3667.45     
  107336.        1901.96        3667.50     
  107359.        1902.05        3667.55     
  107383.        1902.15        3667.59     
  107406.        1902.24        3667.64     
  107430.        1902.33        3667.69     
  107453.        1902.43        3667.74     
  107477.        1902.52        3667.78     
  107500.        1902.62        3667.83     
  107524.        1902.71        3667.88     
  107547.        1902.81        3667.93     
  107571.        1902.90        3667.98     
  107594.        1902.99        3668.02     
  107618.        1903.09        3668.07     
  107641.        1903.18        3668.12     
  107665.        1903.28        3668.17     
  107688.        1903.37        3668.22     
  107712.        1903.46        3668.26     
  107735.        1903.56        3668.31     
  107759.        1903.65        3668.36     
  107782.        1903.75        3668.41     
  107806.        1903.84        3668.45     
  107829.        1903.93        3668.50     
  107853.        1904.03        3668.55     
  107876.        1904.12        3668.60     
  107900.        1904.22        3668.65     
  107923.        1904.31        3668.69     
  107947.        1904.40        3668.74     
  107970.        1904.50        3668.79     
  107994.        1904.59        3668.84     
  108017.        1904.68        3668.88     
  108041.        1904.78        3668.93     
  108064.        1904.87        3668.98     
  108088.        1904.96        3669.03     
  108111.        1905.06        3669.08     
  108135.        1905.15        3669.12     
  108158.        1905.24        3669.17     
  108182.        1905.34        3669.22     
  108205.        1905.43        3669.27     
  108229.        1905.52        3669.32     
  108252.        1905.62        3669.36     
  108276.        1905.71        3669.41     
  108299.        1905.80        3669.46     
  108323.        1905.90        3669.51     
  108346.        1905.99        3669.55     
  108370.        1906.08        3669.60     
  108393.        1906.17        3669.65     
  108417.        1906.27        3669.70     
  108440.        1906.36        3669.75     
  108464.        1906.45        3669.79     
  108487.        1906.55        3669.84     
  108511.        1906.64        3669.89     
  108534.        1906.73        3669.93     
  108558.        1906.82        3669.98     
  108581.        1906.92        3670.03     
  108605.        1907.01        3670.08     
  108628.        1907.10        3670.12     
  108652.        1907.19        3670.17     
  108675.        1907.29        3670.22     
  108699.        1907.38        3670.26     
  108722.        1907.47        3670.31     
  108746.        1907.56        3670.36     
  108769.        1907.66        3670.40     
  108793.        1907.75        3670.45     
  108816.        1907.84        3670.50     
  108840.        1907.93        3670.54     
  108863.        1908.03        3670.59     
  108887.        1908.12        3670.64     
  108910.        1908.21        3670.68     
  108934.        1908.30        3670.73     
  108957.        1908.39        3670.78     
  108981.        1908.49        3670.82     
  109004.        1908.58        3670.87     
  109028.        1908.67        3670.92     
  109051.        1908.76        3670.97     
  109075.        1908.85        3671.01     
  109098.        1908.95        3671.06     
  109122.        1909.04        3671.11     
  109145.        1909.13        3671.15     
  109169.        1909.22        3671.20     
  109192.        1909.31        3671.25     
  109216.        1909.40        3671.29     
  109239.        1909.50        3671.34     
  109263.        1909.59        3671.39     
  109286.        1909.68        3671.43     
  109310.        1909.77        3671.48     
  109333.        1909.86        3671.53     
  109357.        1909.95        3671.57     
  109380.        1910.04        3671.62     
  109404.        1910.14        3671.67     
  109427.        1910.23        3671.72     
  109451.        1910.32        3671.76     
  109474.        1910.41        3671.81     
  109498.        1910.50        3671.86     
  109521.        1910.59        3671.90     
  109545.        1910.68        3671.95     
  109568.        1910.77        3672.00     
  109592.        1910.86        3672.04     
  109615.        1910.96        3672.09     
  109639.        1911.05        3672.14     
  109662.        1911.14        3672.18     
  109686.        1911.23        3672.23     
  109710.        1911.32        3672.28     
  109733.        1911.41        3672.32     
  109757.        1911.50        3672.37     
  109780.        1911.59        3672.42     
  109804.        1911.68        3672.47     
  109827.        1911.77        3672.51     
  109851.        1911.86        3672.56     
  109874.        1911.95        3672.61     
  109898.        1912.04        3672.65     
  109921.        1912.13        3672.70     
  109945.        1912.23        3672.75     
  109968.        1912.32        3672.79     
  109992.        1912.41        3672.84     
  110015.        1912.50        3672.89     
  110039.        1912.59        3672.93     
  110062.        1912.68        3672.98     
  110086.        1912.77        3673.03     
  110109.        1912.86        3673.08     
  110133.        1912.95        3673.12     
  110156.        1913.04        3673.17     
  110180.        1913.13        3673.22     
  110203.        1913.22        3673.26     
  110227.        1913.31        3673.31     
  110250.        1913.40        3673.36     
  110274.        1913.49        3673.40     
  110297.        1913.58        3673.45     
  110321.        1913.67        3673.50     
  110344.        1913.76        3673.54     
  110368.        1913.85        3673.59     
  110391.        1913.94        3673.64     
  110415.        1914.03        3673.69     
  110438.        1914.12        3673.73     
  110462.        1914.21        3673.78     
  110485.        1914.30        3673.83     
  110509.        1914.38        3673.87     
  110532.        1914.47        3673.92     
  110556.        1914.56        3673.97     
  110579.        1914.65        3674.01     
  110603.        1914.74        3674.06     
  110626.        1914.83        3674.11     
  110650.        1914.92        3674.15     
  110673.        1915.01        3674.20     
  110697.        1915.10        3674.25     
  110720.        1915.19        3674.30     
  110744.        1915.28        3674.34     
  110767.        1915.37        3674.39     
  110791.        1915.46        3674.44     
  110814.        1915.55        3674.48     
  110838.        1915.63        3674.53     
  110861.        1915.72        3674.58     
  110885.        1915.81        3674.62     
  110908.        1915.90        3674.67     
  110932.        1915.99        3674.72     
  110955.        1916.08        3674.76     
  110979.        1916.17        3674.81     
  111002.        1916.26        3674.86     
  111026.        1916.35        3674.91     
  111049.        1916.43        3674.95     
  111073.        1916.52        3675.00     
  111096.        1916.61        3675.05     
  111120.        1916.70        3675.09     
  111143.        1916.79        3675.14     
  111167.        1916.88        3675.19     
  111190.        1916.97        3675.23     
  111214.        1917.05        3675.28     
  111237.        1917.14        3675.33     
  111261.        1917.23        3675.38     
  111284.        1917.32        3675.42     
  111308.        1917.41        3675.47     
  111331.        1917.50        3675.52     
  111355.        1917.58        3675.56     
  111378.        1917.67        3675.61     
  111402.        1917.76        3675.66     
  111425.        1917.85        3675.70     
  111449.        1917.94        3675.75     
  111472.        1918.02        3675.80     
  111496.        1918.11        3675.85     
  111519.        1918.20        3675.89     
  111543.        1918.29        3675.94     
  111566.        1918.38        3675.99     
  111590.        1918.46        3676.03     
  111613.        1918.55        3676.08     
  111637.        1918.64        3676.13     
  111660.        1918.73        3676.17     
  111684.        1918.81        3676.22     
  111707.        1918.90        3676.27     
  111731.        1918.99        3676.32     
  111754.        1919.08        3676.36     
  111778.        1919.17        3676.41     
  111801.        1919.25        3676.46     
  111825.        1919.34        3676.50     
  111848.        1919.43        3676.55     
  111872.        1919.51        3676.60     
  111895.        1919.60        3676.64     
  111919.        1919.69        3676.69     
  111942.        1919.78        3676.74     
  111966.        1919.86        3676.79     
  111989.        1919.95        3676.83     
  112013.        1920.04        3676.88     
  112036.        1920.13        3676.93     
  112060.        1920.21        3676.97     
  112083.        1920.30        3677.02     
  112107.        1920.39        3677.07     
  112130.        1920.47        3677.11     
  112154.        1920.56        3677.16     
  112177.        1920.65        3677.21     
  112201.        1920.73        3677.26     
  112224.        1920.82        3677.30     
  112248.        1920.91        3677.35     
  112271.        1920.99        3677.40     
  112295.        1921.08        3677.44     
  112318.        1921.17        3677.49     
  112342.        1921.25        3677.54     
  112365.        1921.34        3677.58     
  112389.        1921.43        3677.63     
  112412.        1921.51        3677.68     
  112436.        1921.60        3677.73     
  112459.        1921.69        3677.77     
  112483.        1921.77        3677.82     
  112506.        1921.86        3677.87     
  112530.        1921.95        3677.91     
  112553.        1922.03        3677.96     
  112577.        1922.12        3678.01     
  112600.        1922.20        3678.06     
  112624.        1922.29        3678.10     
  112647.        1922.38        3678.15     
  112671.        1922.46        3678.20     
  112694.        1922.55        3678.24     
  112718.        1922.64        3678.29     
  112741.        1922.72        3678.34     
  112765.        1922.81        3678.38     
  112788.        1922.89        3678.43     
  112812.        1922.98        3678.48     
  112835.        1923.06        3678.53     
  112859.        1923.15        3678.57     
  112882.        1923.24        3678.62     
  112906.        1923.32        3678.67     
  112929.        1923.41        3678.71     
  112953.        1923.49        3678.76     
  112976.        1923.58        3678.81     
  113000.        1923.66        3678.85     
  113023.        1923.75        3678.90     
  113047.        1923.84        3678.95     
  113070.        1923.92        3679.00     
  113094.        1924.01        3679.04     
  113117.        1924.09        3679.09     
  113141.        1924.18        3679.14     
  113164.        1924.26        3679.18     
  113188.        1924.35        3679.23     
  113211.        1924.43        3679.28     
  113235.        1924.52        3679.33     
  113258.        1924.60        3679.37     
  113282.        1924.69        3679.42     
  113305.        1924.77        3679.47     
  113329.        1924.86        3679.51     
  113352.        1924.94        3679.56     
  113376.        1925.03        3679.61     
  113399.        1925.11        3679.66     
  113423.        1925.20        3679.70     
  113446.        1925.28        3679.75     
  113470.        1925.37        3679.80     
  113493.        1925.45        3679.84     
  113517.        1925.54        3679.89     
  113540.        1925.62        3679.94     
  113564.        1925.71        3679.98     
  113587.        1925.79        3680.03     
  113611.        1925.88        3680.08     
  113634.        1925.96        3680.13     
  113658.        1926.04        3680.17     
  113681.        1926.13        3680.22     
  113705.        1926.21        3680.27     
  113728.        1926.30        3680.31     
  113752.        1926.38        3680.36     
  113775.        1926.47        3680.41     
  113799.        1926.55        3680.46     
  113822.        1926.64        3680.50     
  113846.        1926.72        3680.55     
  113869.        1926.80        3680.60     
  113893.        1926.89        3680.64     
  113916.        1926.97        3680.69     
  113940.        1927.06        3680.74     
  113963.        1927.14        3680.79     
  113987.        1927.22        3680.83     
  114010.        1927.31        3680.88     
  114034.        1927.39        3680.93     
  114057.        1927.48        3680.97     
  114081.        1927.56        3681.02     
  114104.        1927.64        3681.07     
  114128.        1927.73        3681.12     
  114151.        1927.81        3681.16     
  114175.        1927.89        3681.21     
  114198.        1927.98        3681.26     
  114222.        1928.06        3681.30     
  114245.        1928.14        3681.35     
  114269.        1928.23        3681.40     
  114292.        1928.31        3681.45     
  114316.        1928.40        3681.49     
  114339.        1928.48        3681.54     
  114363.        1928.56        3681.59     
  114386.        1928.65        3681.63     
  114410.        1928.73        3681.68     
  114433.        1928.81        3681.73     
  114457.        1928.90        3681.78     
  114480.        1928.98        3681.82     
  114504.        1929.06        3681.87     
  114527.        1929.14        3681.91     
  114551.        1929.23        3681.96     
  114574.        1929.31        3682.00     
  114598.        1929.39        3682.05     
  114621.        1929.48        3682.09     
  114645.        1929.56        3682.14     
  114668.        1929.64        3682.19     
  114692.        1929.73        3682.23     
  114715.        1929.81        3682.28     
  114739.        1929.89        3682.32     
  114762.        1929.97        3682.37     
  114786.        1930.06        3682.41     
  114809.        1930.14        3682.46     
  114833.        1930.22        3682.50     
  114856.        1930.30        3682.55     
  114880.        1930.39        3682.59     
  114904.        1930.47        3682.64     
  114927.        1930.55        3682.68     
  114951.        1930.63        3682.73     
  114974.        1930.72        3682.77     
  114998.        1930.80        3682.82     
  115021.        1930.88        3682.86     
  115045.        1930.96        3682.91     
  115068.        1931.05        3682.96     
  115092.        1931.13        3683.00     
  115115.        1931.21        3683.05     
  115139.        1931.29        3683.09     
  115162.        1931.37        3683.14     
  115186.        1931.46        3683.18     
  115209.        1931.54        3683.23     
  115233.        1931.62        3683.27     
  115256.        1931.70        3683.32     
  115280.        1931.78        3683.36     
  115303.        1931.87        3683.41     
  115327.        1931.95        3683.45     
  115350.        1932.03        3683.50     
  115374.        1932.11        3683.54     
  115397.        1932.19        3683.59     
  115421.        1932.27        3683.63     
  115444.        1932.36        3683.68     
  115468.        1932.44        3683.73     
  115491.        1932.52        3683.77     
  115515.        1932.60        3683.82     
  115538.        1932.68        3683.86     
  115562.        1932.76        3683.91     
  115585.        1932.84        3683.95     
  115609.        1932.93        3684.00     
  115632.        1933.01        3684.04     
  115656.        1933.09        3684.09     
  115679.        1933.17        3684.13     
  115703.        1933.25        3684.18     
  115726.        1933.33        3684.22     
  115750.        1933.41        3684.27     
  115773.        1933.49        3684.31     
  115797.        1933.58        3684.36     
  115820.        1933.66        3684.41     
  115844.        1933.74        3684.45     
  115867.        1933.82        3684.50     
  115891.        1933.90        3684.54     
  115914.        1933.98        3684.59     
  115938.        1934.06        3684.63     
  115961.        1934.14        3684.68     
  115985.        1934.22        3684.72     
  116008.        1934.30        3684.77     
  116032.        1934.38        3684.81     
  116055.        1934.46        3684.86     
  116079.        1934.55        3684.90     
  116102.        1934.63        3684.95     
  116126.        1934.71        3684.99     
  116149.        1934.79        3685.04     
  116173.        1934.87        3685.09     
  116196.        1934.95        3685.13     
  116220.        1935.03        3685.18     
  116243.        1935.11        3685.22     
  116267.        1935.19        3685.27     
  116290.        1935.27        3685.31     
  116314.        1935.35        3685.36     
  116337.        1935.43        3685.40     
  116361.        1935.51        3685.45     
  116384.        1935.59        3685.49     
  116408.        1935.67        3685.54     
  116431.        1935.75        3685.58     
  116455.        1935.83        3685.63     
  116478.        1935.91        3685.67     
  116502.        1935.99        3685.72     
  116525.        1936.07        3685.77     
  116549.        1936.15        3685.81     
  116572.        1936.23        3685.86     
  116596.        1936.31        3685.90     
  116619.        1936.39        3685.95     
  116643.        1936.47        3685.99     
  116666.        1936.55        3686.04     
  116690.        1936.63        3686.08     
  116713.        1936.71        3686.13     
  116737.        1936.79        3686.17     
  116760.        1936.87        3686.22     
  116784.        1936.95        3686.26     
  116807.        1937.03        3686.31     
  116831.        1937.10        3686.36     
  116854.        1937.18        3686.40     
  116878.        1937.26        3686.45     
  116901.        1937.34        3686.49     
  116925.        1937.42        3686.54     
  116948.        1937.50        3686.58     
  116972.        1937.58        3686.63     
  116995.        1937.66        3686.67     
  117019.        1937.74        3686.72     
  117042.        1937.82        3686.76     
  117066.        1937.90        3686.81     
  117089.        1937.98        3686.85     
  117113.        1938.05        3686.90     
  117136.        1938.13        3686.95     
  117160.        1938.21        3686.99     
  117183.        1938.29        3687.04     
  117207.        1938.37        3687.08     
  117230.        1938.45        3687.13     
  117254.        1938.53        3687.17     
  117277.        1938.61        3687.22     
  117301.        1938.68        3687.26     
  117324.        1938.76        3687.31     
  117348.        1938.84        3687.35     
  117371.        1938.92        3687.40     
  117395.        1939.00        3687.44     
  117418.        1939.08        3687.49     
  117442.        1939.15        3687.54     
  117465.        1939.23        3687.58     
  117489.        1939.31        3687.63     
  117512.        1939.39        3687.67     
  117536.        1939.47        3687.72     
  117559.        1939.55        3687.76     
  117583.        1939.62        3687.81     
  117606.        1939.70        3687.85     
  117630.        1939.78        3687.90     
  117653.        1939.86        3687.94     
  117677.        1939.94        3687.99     
  117700.        1940.01        3688.04     
  117724.        1940.09        3688.08     
  117747.        1940.17        3688.13     
  117771.        1940.25        3688.17     
  117794.        1940.33        3688.22     
  117818.        1940.40        3688.26     
  117841.        1940.48        3688.31     
  117865.        1940.56        3688.35     
  117888.        1940.64        3688.40     
  117912.        1940.71        3688.44     
  117935.        1940.79        3688.49     
  117959.        1940.87        3688.53     
  117982.        1940.95        3688.58     
  118006.        1941.02        3688.63     
  118029.        1941.10        3688.67     
  118053.        1941.18        3688.72     
  118076.        1941.26        3688.76     
  118100.        1941.33        3688.81     
  118123.        1941.41        3688.85     
  118147.        1941.49        3688.90     
  118170.        1941.57        3688.94     
  118194.        1941.64        3688.99     
  118217.        1941.72        3689.03     
  118241.        1941.80        3689.08     
  118264.        1941.87        3689.13     
  118288.        1941.95        3689.17     
  118311.        1942.03        3689.22     
  118335.        1942.11        3689.26     
  118358.        1942.18        3689.31     
  118382.        1942.26        3689.35     
  118405.        1942.34        3689.40     
  118429.        1942.41        3689.44     
  118452.        1942.49        3689.49     
  118476.        1942.57        3689.53     
  118499.        1942.64        3689.58     
  118523.        1942.72        3689.63     
  118546.        1942.80        3689.67     
  118570.        1942.87        3689.72     
  118593.        1942.95        3689.76     
  118617.        1943.03        3689.81     
  118640.        1943.10        3689.85     
  118664.        1943.18        3689.90     
  118687.        1943.26        3689.94     
  118711.        1943.33        3689.99     
  118734.        1943.41        3690.03     
  118758.        1943.48        3690.08     
  118781.        1943.56        3690.13     
  118805.        1943.64        3690.17     
  118828.        1943.71        3690.22     
  118852.        1943.79        3690.26     
  118875.        1943.86        3690.31     
  118899.        1943.94        3690.35     
  118922.        1944.02        3690.40     
  118946.        1944.09        3690.44     
  118969.        1944.17        3690.49     
  118993.        1944.24        3690.53     
  119016.        1944.32        3690.58     
  119040.        1944.40        3690.63     
  119063.        1944.47        3690.67     
  119087.        1944.55        3690.72     
  119110.        1944.62        3690.76     
  119134.        1944.70        3690.81     
  119157.        1944.77        3690.85     
  119181.        1944.85        3690.90     
  119204.        1944.93        3690.94     
  119228.        1945.00        3690.99     
  119251.        1945.08        3691.04     
  119275.        1945.15        3691.08     
  119298.        1945.23        3691.13     
  119322.        1945.30        3691.17     
  119345.        1945.38        3691.22     
  119369.        1945.45        3691.26     
  119392.        1945.53        3691.31     
  119416.        1945.60        3691.35     
  119439.        1945.68        3691.40     
  119463.        1945.75        3691.44     
  119486.        1945.83        3691.49     
  119510.        1945.90        3691.54     
  119533.        1945.98        3691.58     
  119557.        1946.05        3691.63     
  119580.        1946.13        3691.67     
  119604.        1946.20        3691.72     
  119627.        1946.28        3691.76     
  119651.        1946.35        3691.81     
  119674.        1946.43        3691.85     
  119698.        1946.50        3691.90     
  119721.        1946.58        3691.95     
  119745.        1946.65        3691.99     
  119768.        1946.73        3692.04     
  119792.        1946.80        3692.08     
  119815.        1946.88        3692.13     
  119839.        1946.95        3692.17     
  119862.        1947.03        3692.22     
  119886.        1947.10        3692.26     
  119909.        1947.17        3692.31     
  119933.        1947.25        3692.35     
  119956.        1947.32        3692.40     
  119980.        1947.40        3692.45     
  120003.        1947.47        3692.49     
  120027.        1947.55        3692.54     
  120050.        1947.62        3692.58     
  120074.        1947.69        3692.63     
  120097.        1947.77        3692.67     
  120121.        1947.84        3692.72     
  120145.        1947.92        3692.76     
  120168.        1947.99        3692.81     
  120192.        1948.06        3692.86     
  120215.        1948.14        3692.90     
  120239.        1948.21        3692.95     
  120262.        1948.29        3692.99     
  120286.        1948.36        3693.04     
  120309.        1948.43        3693.08     
  120333.        1948.51        3693.13     
  120356.        1948.58        3693.17     
  120380.        1948.65        3693.22     
  120403.        1948.73        3693.27     
  120427.        1948.80        3693.31     
  120450.        1948.88        3693.36     
  120474.        1948.95        3693.40     
  120497.        1949.02        3693.45     
  120521.        1949.10        3693.49     
  120544.        1949.17        3693.53     
  120568.        1949.24        3693.58     
  120591.        1949.32        3693.62     
  120615.        1949.39        3693.66     
  120638.        1949.46        3693.70     
  120662.        1949.54        3693.74     
  120685.        1949.61        3693.79     
  120709.        1949.68        3693.83     
  120732.        1949.75        3693.87     
  120756.        1949.83        3693.91     
  120779.        1949.90        3693.95     
  120803.        1949.97        3694.00     
  120826.        1950.05        3694.04     
  120850.        1950.12        3694.08     
  120873.        1950.19        3694.12     
  120897.        1950.26        3694.16     
  120920.        1950.34        3694.20     
  120944.        1950.41        3694.25     
  120967.        1950.48        3694.29     
  120991.        1950.56        3694.33     
  121014.        1950.63        3694.37     
  121038.        1950.70        3694.41     
  121061.        1950.77        3694.46     
  121085.        1950.85        3694.50     
  121108.        1950.92        3694.54     
  121132.        1950.99        3694.58     
  121155.        1951.06        3694.62     
  121179.        1951.14        3694.67     
  121202.        1951.21        3694.71     
  121226.        1951.28        3694.75     
  121249.        1951.35        3694.79     
  121273.        1951.42        3694.83     
  121296.        1951.50        3694.88     
  121320.        1951.57        3694.92     
  121343.        1951.64        3694.96     
  121367.        1951.71        3695.00     
  121390.        1951.78        3695.04     
  121414.        1951.86        3695.09     
  121437.        1951.93        3695.13     
  121461.        1952.00        3695.17     
  121484.        1952.07        3695.21     
  121508.        1952.14        3695.25     
  121531.        1952.22        3695.30     
  121555.        1952.29        3695.34     
  121578.        1952.36        3695.38     
  121602.        1952.43        3695.42     
  121625.        1952.50        3695.46     
  121649.        1952.57        3695.51     
  121672.        1952.65        3695.55     
  121696.        1952.72        3695.59     
  121719.        1952.79        3695.63     
  121743.        1952.86        3695.67     
  121766.        1952.93        3695.71     
  121790.        1953.00        3695.76     
  121813.        1953.07        3695.80     
  121837.        1953.15        3695.84     
  121860.        1953.22        3695.88     
  121884.        1953.29        3695.92     
  121907.        1953.36        3695.97     
  121931.        1953.43        3696.01     
  121954.        1953.50        3696.05     
  121978.        1953.57        3696.09     
  122001.        1953.64        3696.13     
  122025.        1953.71        3696.18     
  122048.        1953.79        3696.22     
  122072.        1953.86        3696.26     
  122095.        1953.93        3696.30     
  122119.        1954.00        3696.34     
  122142.        1954.07        3696.39     
  122166.        1954.14        3696.43     
  122189.        1954.21        3696.47     
  122213.        1954.28        3696.51     
  122236.        1954.35        3696.55     
  122260.        1954.42        3696.60     
  122283.        1954.49        3696.64     
  122307.        1954.56        3696.68     
  122330.        1954.63        3696.72     
  122354.        1954.70        3696.76     
  122377.        1954.77        3696.81     
  122401.        1954.84        3696.85     
  122424.        1954.92        3696.89     
  122448.        1954.99        3696.93     
  122471.        1955.06        3696.97     
  122495.        1955.13        3697.02     
  122518.        1955.20        3697.06     
  122542.        1955.27        3697.10     
  122565.        1955.34        3697.14     
  122589.        1955.41        3697.18     
  122612.        1955.48        3697.23     
  122636.        1955.55        3697.27     
  122659.        1955.62        3697.31     
  122683.        1955.69        3697.35     
  122706.        1955.76        3697.39     
  122730.        1955.83        3697.44     
  122753.        1955.90        3697.48     
  122777.        1955.97        3697.52     
  122800.        1956.04        3697.56     
  122824.        1956.11        3697.60     
  122847.        1956.17        3697.65     
  122871.        1956.24        3697.69     
  122894.        1956.31        3697.73     
  122918.        1956.38        3697.77     
  122941.        1956.45        3697.81     
  122965.        1956.52        3697.86     
  122988.        1956.59        3697.90     
  123012.        1956.66        3697.94     
  123035.        1956.73        3697.98     
  123059.        1956.80        3698.02     
  123082.        1956.87        3698.07     
  123106.        1956.94        3698.11     
  123129.        1957.01        3698.15     
  123153.        1957.08        3698.19     
  123176.        1957.15        3698.23     
  123200.        1957.21        3698.28     
  123223.        1957.28        3698.32     
  123247.        1957.35        3698.36     
  123270.        1957.42        3698.40     
  123294.        1957.49        3698.44     
  123317.        1957.56        3698.49     
  123341.        1957.63        3698.53     
  123364.        1957.70        3698.57     
  123388.        1957.77        3698.61     
  123411.        1957.83        3698.65     
  123435.        1957.90        3698.70     
  123458.        1957.97        3698.74     
  123482.        1958.04        3698.78     
  123505.        1958.11        3698.82     
  123529.        1958.18        3698.86     
  123552.        1958.25        3698.91     
  123576.        1958.31        3698.95     
  123599.        1958.38        3698.99     
  123623.        1958.45        3699.03     
  123646.        1958.52        3699.07     
  123670.        1958.59        3699.12     
  123693.        1958.66        3699.16     
  123717.        1958.73        3699.20     
  123740.        1958.79        3699.24     
  123764.        1958.86        3699.28     
  123787.        1958.93        3699.33     
  123811.        1959.00        3699.37     
  123834.        1959.07        3699.41     
  123858.        1959.13        3699.45     
  123881.        1959.20        3699.50     
  123905.        1959.27        3699.47     
  123928.        1959.34        3699.52     
  123952.        1959.41        3699.56     
  123975.        1959.47        3699.60     
  123999.        1959.54        3699.65     
  124022.        1959.61        3699.69     
  124046.        1959.68        3699.74     
  124069.        1959.74        3699.78     
  124093.        1959.81        3699.82     
  124116.        1959.88        3699.87     
  124140.        1959.95        3699.91     
  124163.        1960.01        3699.96     
  124187.        1960.08        3700.00     
  124210.        1960.15        3700.04     
  124234.        1960.22        3700.09     
  124257.        1960.28        3700.13     
  124281.        1960.35        3700.18     
  124304.        1960.42        3700.22     
  124328.        1960.49        3700.26     
  124351.        1960.55        3700.31     
  124375.        1960.62        3700.35     
  124398.        1960.69        3700.40     
  124422.        1960.75        3700.44     
  124445.        1960.82        3700.48     
  124469.        1960.89        3700.53     
  124492.        1960.96        3700.57     
  124516.        1961.02        3700.62     
  124539.        1961.09        3700.66     
  124563.        1961.16        3700.70     
  124586.        1961.22        3700.75     
  124610.        1961.29        3700.79     
  124633.        1961.36        3700.84     
  124657.        1961.42        3700.88     
  124680.        1961.49        3700.92     
  124704.        1961.56        3700.27     
  124727.        1961.62        3700.33     
  124751.        1961.69        3700.39     
  124774.        1961.76        3700.44     
  124798.        1961.82        3700.50     
  124821.        1961.89        3700.56     
  124845.        1961.96        3700.61     
  124868.        1962.02        3700.67     
  124892.        1962.09        3700.72     
  124915.        1962.16        3700.78     
  124939.        1962.22        3700.84     
  124962.        1962.29        3700.89     
  124986.        1962.35        3700.95     
  125009.        1962.42        3701.00     
  125033.        1962.49        3701.06     
  125056.        1962.55        3701.12     
  125080.        1962.62        3701.17     
  125103.        1962.68        3701.23     
  125127.        1962.75        3701.29     
  125150.        1962.82        3701.34     
  125174.        1962.88        3701.40     
  125197.        1962.95        3701.45     
  125221.        1963.01        3701.51     
  125244.        1963.08        3701.57     
  125268.        1963.15        3701.62     
  125291.        1963.21        3701.68     
  125315.        1963.28        3701.73     
  125339.        1963.34        3701.79     
  125362.        1963.41        3701.85     
  125386.        1963.47        3701.90     
  125409.        1963.54        3701.96     
  125433.        1963.60        3702.02     
  125456.        1963.67        3702.07     
  125480.        1963.74        3702.13     
  125503.        1963.80        3702.18     
  125527.        1963.87        3702.24     
  125550.        1963.93        3702.30     
  125574.        1964.00        3702.35     
  125597.        1964.06        3702.41     
  125621.        1964.13        3702.46     
  125644.        1964.19        3702.52     
  125668.        1964.26        3702.58     
  125691.        1964.32        3702.63     
  125715.        1964.39        3702.69     
  125738.        1964.45        3702.73     
  125762.        1964.52        3702.77     
  125785.        1964.58        3702.81     
  125809.        1964.65        3702.86     
  125832.        1964.71        3702.90     
  125856.        1964.78        3702.94     
  125879.        1964.84        3702.98     
  125903.        1964.91        3703.02     
  125926.        1964.97        3703.06     
  125950.        1965.04        3703.10     
  125973.        1965.10        3703.14     
  125997.        1965.16        3703.18     
  126020.        1965.23        3703.22     
  126044.        1965.29        3703.26     
  126067.        1965.36        3703.30     
  126091.        1965.42        3703.34     
  126114.        1965.49        3703.38     
  126138.        1965.55        3703.42     
  126161.        1965.62        3703.46     
  126185.        1965.68        3703.58     
  126208.        1965.74        3703.61     
  126232.        1965.81        3703.65     
  126255.        1965.87        3703.68     
  126279.        1965.94        3703.72     
  126302.        1966.00        3703.75     
  126326.        1966.07        3703.79     
  126349.        1966.13        3703.82     
  126373.        1966.19        3703.86     
  126396.        1966.26        3703.89     
  126420.        1966.32        3703.93     
  126443.        1966.38        3703.96     
  126467.        1966.45        3704.00     
  126490.        1966.51        3704.03     
  126514.        1966.58        3704.07     
  126537.        1966.64        3704.10     
  126561.        1966.70        3704.29     
  126584.        1966.77        3704.33     
  126608.        1966.83        3704.36     
  126631.        1966.89        3704.40     
  126655.        1966.96        3704.44     
  126678.        1967.02        3704.47     
  126702.        1967.08        3704.51     
  126725.        1967.15        3704.55     
  126749.        1967.21        3704.58     
  126772.        1967.27        3704.62     
  126796.        1967.34        3704.66     
  126819.        1967.40        3704.69     
  126843.        1967.46        3704.73     
  126866.        1967.53        3704.77     
  126890.        1967.59        3704.81     
  126913.        1967.65        3704.84     
  126937.        1967.72        3704.88     
  126960.        1967.78        3704.92     
  126984.        1967.84        3704.95     
  127007.        1967.91        3704.99     
  127031.        1967.97        3705.03     
  127054.        1968.03        3705.06     
  127078.        1968.09        3705.10     
  127101.        1968.16        3705.14     
  127125.        1968.22        3705.17     
  127148.        1968.28        3705.21     
  127172.        1968.35        3705.25     
  127195.        1968.41        3705.29     
  127219.        1968.47        3705.32     
