|6.6.6
mars1_1.tab                                                                                         
           1
P(bar)  
   234999.00000000000     
   234999.00000000000     
  173529599
           3
P(bar)         T(K)           rho,kg/m3     
  127242.        1968.53        3705.36     
  127266.        1968.60        3705.40     
  127289.        1968.66        3705.43     
  127313.        1968.72        3705.47     
  127336.        1968.78        3705.51     
  127360.        1968.85        3705.54     
  127383.        1968.91        3705.58     
  127407.        1968.97        3705.62     
  127430.        1969.03        3705.65     
  127454.        1969.10        3705.69     
  127477.        1969.16        3705.73     
  127501.        1969.22        3705.77     
  127524.        1969.28        3705.80     
  127548.        1969.34        3705.84     
  127571.        1969.41        3705.88     
  127595.        1969.47        3705.91     
  127618.        1969.53        3705.95     
  127642.        1969.59        3705.99     
  127665.        1969.65        3706.02     
  127689.        1969.72        3706.06     
  127712.        1969.78        3706.10     
  127736.        1969.84        3706.13     
  127759.        1969.90        3706.17     
  127783.        1969.96        3706.21     
  127806.        1970.02        3706.25     
  127830.        1970.09        3706.28     
  127853.        1970.15        3706.32     
  127877.        1970.21        3706.36     
  127900.        1970.27        3706.39     
  127924.        1970.33        3706.43     
  127947.        1970.39        3706.47     
  127971.        1970.45        3706.50     
  127994.        1970.52        3706.54     
  128018.        1970.58        3706.58     
  128041.        1970.64        3706.61     
  128065.        1970.70        3706.65     
  128088.        1970.76        3706.69     
  128112.        1970.82        3706.73     
  128135.        1970.88        3706.76     
  128159.        1970.94        3706.80     
  128182.        1971.01        3706.84     
  128206.        1971.07        3706.87     
  128229.        1971.13        3706.91     
  128253.        1971.19        3706.95     
  128276.        1971.25        3706.98     
  128300.        1971.31        3707.02     
  128323.        1971.37        3707.06     
  128347.        1971.43        3707.09     
  128370.        1971.49        3707.13     
  128394.        1971.55        3707.17     
  128417.        1971.61        3707.21     
  128441.        1971.68        3707.24     
  128464.        1971.74        3707.28     
  128488.        1971.80        3707.32     
  128511.        1971.86        3707.35     
  128535.        1971.92        3707.39     
  128558.        1971.98        3707.43     
  128582.        1972.04        3707.46     
  128605.        1972.10        3707.50     
  128629.        1972.16        3707.54     
  128652.        1972.22        3707.58     
  128676.        1972.28        3707.61     
  128699.        1972.34        3707.65     
  128723.        1972.40        3707.69     
  128746.        1972.46        3707.72     
  128770.        1972.52        3707.76     
  128793.        1972.58        3707.80     
  128817.        1972.64        3707.83     
  128840.        1972.70        3707.87     
  128864.        1972.76        3707.91     
  128887.        1972.82        3707.94     
  128911.        1972.88        3707.98     
  128934.        1972.94        3708.02     
  128958.        1973.00        3708.06     
  128981.        1973.06        3708.09     
  129005.        1973.12        3708.13     
  129028.        1973.18        3708.17     
  129052.        1973.24        3708.20     
  129075.        1973.30        3708.24     
  129099.        1973.36        3708.28     
  129122.        1973.42        3708.31     
  129146.        1973.48        3708.35     
  129169.        1973.54        3708.39     
  129193.        1973.60        3708.35     
  129216.        1973.66        3708.38     
  129240.        1973.72        3708.41     
  129263.        1973.78        3708.45     
  129287.        1973.83        3708.48     
  129310.        1973.89        3708.51     
  129334.        1973.95        3708.54     
  129357.        1974.01        3708.57     
  129381.        1974.07        3708.61     
  129404.        1974.13        3708.64     
  129428.        1974.19        3708.67     
  129451.        1974.25        3708.70     
  129475.        1974.31        3708.73     
  129498.        1974.37        3708.77     
  129522.        1974.43        3708.80     
  129545.        1974.48        3708.83     
  129569.        1974.54        3709.01     
  129592.        1974.60        3709.05     
  129616.        1974.66        3709.08     
  129639.        1974.72        3709.11     
  129663.        1974.78        3709.14     
  129686.        1974.84        3709.18     
  129710.        1974.90        3709.21     
  129733.        1974.95        3709.24     
  129757.        1975.01        3709.28     
  129780.        1975.07        3709.31     
  129804.        1975.13        3709.34     
  129827.        1975.19        3709.37     
  129851.        1975.25        3709.41     
  129874.        1975.31        3709.44     
  129898.        1975.36        3709.47     
  129921.        1975.42        3709.51     
  129945.        1975.48        3709.54     
  129968.        1975.54        3709.57     
  129992.        1975.60        3709.60     
  130015.        1975.65        3709.64     
  130039.        1975.71        3709.67     
  130062.        1975.77        3709.70     
  130086.        1975.83        3709.74     
  130109.        1975.89        3709.77     
  130133.        1975.95        3709.80     
  130156.        1976.00        3709.83     
  130180.        1976.06        3709.87     
  130203.        1976.12        3709.90     
  130227.        1976.18        3709.93     
  130250.        1976.23        3709.97     
  130274.        1976.29        3710.00     
  130297.        1976.35        3710.03     
