|6.6.6
mars_s99_2.tab                                                                                      
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          15
P(bar)         T(K)           Pl             O              Cpx            qtz            Opx            Gt             C2/c           Wad            Ring           st             Pv             Wus            ca-pv         
  50401.0        1623.54                 NaN   38.8046        19.9462                 NaN   41.0113       0.237939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50501.0        1624.22                 NaN   38.8050        19.9520                 NaN   40.9977       0.245259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50601.0        1624.89                 NaN   38.8055        19.9578                 NaN   40.9842       0.252579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50701.0        1625.57                 NaN   38.8059        19.9635                 NaN   40.9706       0.259900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50801.0        1626.25                 NaN   38.8064        19.9693                 NaN   40.9571       0.267221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  50901.0        1626.93                 NaN   38.8061        19.9617                 NaN   40.9869       0.245341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51001.0        1627.61                 NaN   38.8065        19.9671                 NaN   40.9746       0.251856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51101.0        1628.28                 NaN   38.8069        19.9725                 NaN   40.9622       0.258372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51201.0        1628.96                 NaN   38.8073        19.9779                 NaN   40.9499       0.264888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51301.0        1629.64                 NaN   38.8077        19.9833                 NaN   40.9375       0.271404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51401.0        1630.31                 NaN   38.8082        19.9887                 NaN   40.9252       0.277921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51501.0        1630.99                 NaN   38.8086        19.9942                 NaN   40.9128       0.284438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51601.0        1631.66                 NaN   38.8090        19.9996                 NaN   40.9005       0.290955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51701.0        1632.33                 NaN   38.8094        20.0050                 NaN   40.8881       0.297473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51801.0        1633.01                 NaN   38.8098        20.0104                 NaN   40.8758       0.303991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  51901.0        1633.68                 NaN   38.8102        20.0158                 NaN   40.8634       0.310510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52001.0        1634.35                 NaN   38.8107        20.0212                 NaN   40.8511       0.317029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52101.0        1635.03                 NaN   38.8129        20.0510                 NaN   40.7421       0.394000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52201.0        1635.70                 NaN   38.8133        20.0563                 NaN   40.7305       0.399935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52301.0        1636.37                 NaN   38.8137        20.0615                 NaN   40.7190       0.405870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52401.0        1637.04                 NaN   38.8134        20.0619                 NaN   40.7406       0.384238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52501.0        1637.71                 NaN   38.8138        20.0672                 NaN   40.7285       0.390544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52601.0        1638.38                 NaN   38.8142        20.0731                 NaN   40.7146       0.398160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52701.0        1639.05                 NaN   38.8146        20.0784                 NaN   40.7026       0.404454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52801.0        1639.72                 NaN   38.8150        20.0837                 NaN   40.6905       0.410749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  52901.0        1640.39                 NaN   38.8157        20.0921                 NaN   40.6650       0.427245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53001.0        1641.06                 NaN   38.8161        20.0974                 NaN   40.6531       0.433436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53101.0        1641.72                 NaN   38.8165        20.1026                 NaN   40.6412       0.439628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53201.0        1642.39                 NaN   38.8174        20.1143                 NaN   40.6016       0.466701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53301.0        1643.06                 NaN   38.8178        20.1196                 NaN   40.5903       0.472265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53401.0        1643.73                 NaN   38.8182        20.1249                 NaN   40.5791       0.477830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53501.0        1644.39                 NaN   38.8185        20.1303                 NaN   40.5678       0.483396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53601.0        1645.06                 NaN   38.8189        20.1356                 NaN   40.5565       0.488964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53701.0        1645.72                 NaN   38.8193        20.1409                 NaN   40.5453       0.494532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53801.0        1646.39                 NaN   38.8197        20.1462                 NaN   40.5340       0.500101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  53901.0        1647.05                 NaN   38.8201        20.1515                 NaN   40.5228       0.505671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54001.0        1647.72                 NaN   38.8204        20.1568                 NaN   40.5115       0.511243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54101.0        1648.38                 NaN   38.8212        20.1665                 NaN   40.4791       0.533134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54201.0        1649.04                 NaN   38.8216        20.1721                 NaN   40.4664       0.539798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54301.0        1649.70                 NaN   38.8220        20.1777                 NaN   40.4538       0.546463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54401.0        1650.37                 NaN   38.8224        20.1834                 NaN   40.4411       0.553129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54501.0        1651.03                 NaN   38.8228        20.1890                 NaN   40.4284       0.559794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54601.0        1651.69                 NaN   38.8232        20.1946                 NaN   40.4157       0.566461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54701.0        1652.35                 NaN   38.8236        20.2002                 NaN   40.4031       0.573127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54801.0        1653.01                 NaN   38.8240        20.2058                 NaN   40.3904       0.579794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  54901.0        1653.67                 NaN   38.8244        20.2114                 NaN   40.3777       0.586461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55001.0        1654.33                 NaN   38.8248        20.2170                 NaN   40.3651       0.593128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55101.0        1654.99                 NaN   38.8252        20.2226                 NaN   40.3524       0.599796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55201.0        1655.65                 NaN   38.8256        20.2282                 NaN   40.3397       0.606464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55301.0        1656.30                 NaN   38.8260        20.2338                 NaN   40.3270       0.613133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55401.0        1656.96                 NaN   38.8264        20.2394                 NaN   40.3144       0.619802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55501.0        1657.62                 NaN   38.8268        20.2450                 NaN   40.3017       0.626471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55601.0        1658.28                 NaN   38.8272        20.2506                 NaN   40.2890       0.633140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55701.0        1658.93                 NaN   38.8276        20.2562                 NaN   40.2764       0.639810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55801.0        1659.59                 NaN   38.8280        20.2618                 NaN   40.2637       0.646480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  55901.0        1660.24                 NaN   38.8284        20.2675                 NaN   40.2510       0.653151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56001.0        1660.90                 NaN   38.8288        20.2731                 NaN   40.2384       0.659822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56101.0        1661.55                 NaN   38.8291        20.2787                 NaN   40.2257       0.666493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56201.0        1662.21                 NaN   38.8295        20.2843                 NaN   40.2130       0.673165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56301.0        1662.86                 NaN   38.8299        20.2899                 NaN   40.2004       0.679837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56401.0        1663.51                 NaN   38.8303        20.2955                 NaN   40.1877       0.686509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56501.0        1664.16                 NaN   38.8307        20.3011                 NaN   40.1750       0.693181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56601.0        1664.82                 NaN   38.8311        20.3067                 NaN   40.1624       0.699854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56701.0        1665.47                 NaN   38.8315        20.3123                 NaN   40.1497       0.706528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56801.0        1666.12                 NaN   38.8319        20.3179                 NaN   40.1370       0.713201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  56901.0        1666.77                 NaN   38.8322        20.3235                 NaN   40.1244       0.719875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57001.0        1667.42                 NaN   38.8326        20.3291                 NaN   40.1117       0.726549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57101.0        1668.07                 NaN   38.8330        20.3347                 NaN   40.0991       0.733224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57201.0        1668.72                 NaN   38.8334        20.3403                 NaN   40.0864       0.739899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57301.0        1669.37                 NaN   38.8338        20.3459                 NaN   40.0737       0.746574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57401.0        1670.01                 NaN   38.8342        20.3515                 NaN   40.0611       0.753250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57501.0        1670.66                 NaN   38.8345        20.3571                 NaN   40.0484       0.759926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57601.0        1671.31                 NaN   38.8349        20.3627                 NaN   40.0358       0.766602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57701.0        1671.96                 NaN   38.8353        20.3683                 NaN   40.0233       0.773164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57801.0        1672.60                 NaN   38.8356        20.3731                 NaN   40.0129       0.778393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  57901.0        1673.25                 NaN   38.8360        20.3779                 NaN   40.0025       0.783622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58001.0        1673.89                 NaN   38.8363        20.3827                 NaN   39.9922       0.788852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58101.0        1674.54                 NaN   38.8367        20.3875                 NaN   39.9818       0.794081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58201.0        1675.18                 NaN   38.8370        20.3923                 NaN   39.9714       0.799311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58301.0        1675.83                 NaN   38.8374        20.3971                 NaN   39.9610       0.804541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58401.0        1676.47                 NaN   38.8377        20.4019                 NaN   39.9507       0.809772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58501.0        1677.11                 NaN   38.8380        20.4067                 NaN   39.9403       0.815002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58601.0        1677.76                 NaN   38.8384        20.4115                 NaN   39.9299       0.820233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58701.0        1678.40                 NaN   38.8387        20.4163                 NaN   39.9195       0.825465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58801.0        1679.04                 NaN   38.8391        20.4211                 NaN   39.9092       0.830696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  58901.0        1679.68                 NaN   38.8394        20.4259                 NaN   39.8988       0.835928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59001.0        1680.32                 NaN   38.8397        20.4307                 NaN   39.8884       0.841160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59101.0        1680.96                 NaN   38.8401        20.4355                 NaN   39.8781       0.846392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59201.0        1681.60                 NaN   38.8404        20.4403                 NaN   39.8677       0.851624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59301.0        1682.24                 NaN   38.8407        20.4451                 NaN   39.8573       0.856857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59401.0        1682.88                 NaN   38.8411        20.4499                 NaN   39.8470       0.862090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59501.0        1683.52                 NaN   38.8414        20.4547                 NaN   39.8366       0.867323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59601.0        1684.16                 NaN   38.8418        20.4595                 NaN   39.8262       0.872556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59701.0        1684.79                 NaN   38.8421        20.4643                 NaN   39.8159       0.877790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59801.0        1685.43                 NaN   38.8424        20.4691                 NaN   39.8055       0.883024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  59901.0        1686.07                 NaN   38.8428        20.4739                 NaN   39.7951       0.888258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60001.0        1686.70                 NaN   38.8431        20.4786                 NaN   39.7848       0.893492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60101.0        1687.34                 NaN   38.8434        20.4834                 NaN   39.7744       0.898727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60201.0        1687.97                 NaN   38.8437        20.4882                 NaN   39.7640       0.903962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60301.0        1688.61                 NaN   38.8441        20.4930                 NaN   39.7537       0.909197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60401.0        1689.24                 NaN   38.8444        20.4978                 NaN   39.7433       0.914432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60501.0        1689.88                 NaN   38.8447        20.5026                 NaN   39.7330       0.919668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60601.0        1690.51                 NaN   38.8451        20.5074                 NaN   39.7226       0.924904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60701.0        1691.14                 NaN   38.8454        20.5122                 NaN   39.7122       0.930140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60801.0        1691.77                 NaN   38.8457        20.5170                 NaN   39.7019       0.935376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  60901.0        1692.40                 NaN   38.8461        20.5218                 NaN   39.6915       0.940612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61001.0        1693.04                 NaN   38.8464        20.5266                 NaN   39.6812       0.945849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61101.0        1693.67                 NaN   38.8467        20.5314                 NaN   39.6708       0.951086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61201.0        1694.30                 NaN   38.8470        20.5362                 NaN   39.6604       0.956324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61301.0        1694.93                 NaN   38.8474        20.5410                 NaN   39.6501       0.961561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61401.0        1695.56                 NaN   38.8477        20.5458                 NaN   39.6397       0.966799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61501.0        1696.18                 NaN   38.8480        20.5506                 NaN   39.6294       0.972037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61601.0        1696.81                 NaN   38.8483        20.5554                 NaN   39.6190       0.977275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61701.0        1697.44                 NaN   38.8486        20.5602                 NaN   39.6087       0.982514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61801.0        1698.07                 NaN   38.8490        20.5650                 NaN   39.5983       0.987752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  61901.0        1698.69                 NaN   38.8493        20.5698                 NaN   39.5879       0.992991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62001.0        1699.32                 NaN   38.8496        20.5746                 NaN   39.5776       0.998230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62101.0        1699.95                 NaN   38.8499        20.5794                 NaN   39.5672        1.00347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62201.0        1700.57                 NaN   38.8503        20.5842                 NaN   39.5569        1.00871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62301.0        1701.20                 NaN   38.8506        20.5890                 NaN   39.5465        1.01395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62401.0        1701.82                 NaN   38.8509        20.5937                 NaN   39.5362        1.01919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62501.0        1702.44                 NaN   38.8512        20.5985                 NaN   39.5258        1.02443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62601.0        1703.07                 NaN   38.8515        20.6033                 NaN   39.5155        1.02967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62701.0        1703.69                 NaN   38.8518        20.6081                 NaN   39.5051        1.03491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62801.0        1704.31                 NaN   38.8522        20.6129                 NaN   39.4948        1.04015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  62901.0        1704.93                 NaN   38.8525        20.6177                 NaN   39.4844        1.04539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63001.0        1705.56                 NaN   38.8528        20.6225                 NaN   39.4741        1.05064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63101.0        1706.18                 NaN   38.8531        20.6273                 NaN   39.4637        1.05588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63201.0        1706.80                 NaN   38.8534        20.6321                 NaN   39.4534        1.06112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63301.0        1707.42                 NaN   38.8537        20.6369                 NaN   39.4430        1.06636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63401.0        1708.04                 NaN   38.8540        20.6417                 NaN   39.4327        1.07160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63501.0        1708.66                 NaN   38.8544        20.6465                 NaN   39.4223        1.07685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63601.0        1709.27                 NaN   38.8547        20.6513                 NaN   39.4120        1.08209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63701.0        1709.89                 NaN   38.8550        20.6560                 NaN   39.4016        1.08733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63801.0        1710.51                 NaN   38.8553        20.6608                 NaN   39.3913        1.09258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  63901.0        1711.13                 NaN   38.8556        20.6656                 NaN   39.3809        1.09782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64001.0        1711.74                 NaN   38.8559        20.6704                 NaN   39.3706        1.10306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64101.0        1712.36                 NaN   38.8562        20.6752                 NaN   39.3603        1.10831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64201.0        1712.97                 NaN   38.8565        20.6789                 NaN   39.3519        1.11267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64301.0        1713.59                 NaN   38.8568        20.6825                 NaN   39.3437        1.11701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64401.0        1714.20                 NaN   38.8571        20.6861                 NaN   39.3354        1.12134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64501.0        1714.82                 NaN   38.8574        20.6898                 NaN   39.3272        1.12568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64601.0        1715.43                 NaN   38.8577        20.6934                 NaN   39.3189        1.13002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64701.0        1716.04                 NaN   38.8579        20.6971                 NaN   39.3106        1.13436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64801.0        1716.66                 NaN   38.8582        20.7007                 NaN   39.3024        1.13870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  64901.0        1717.27                 NaN   38.8585        20.7043                 NaN   39.2941        1.14304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65001.0        1717.88                 NaN   38.8588        20.7080                 NaN   39.2859        1.14738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65101.0        1718.49                 NaN   38.8591        20.7116                 NaN   39.2776        1.15172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65201.0        1719.10                 NaN   38.8594        20.7152                 NaN   39.2694        1.15606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65301.0        1719.71                 NaN   38.8596        20.7189                 NaN   39.2611        1.16040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65401.0        1720.32                 NaN   38.8599        20.7225                 NaN   39.2528        1.16474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65501.0        1720.93                 NaN   38.8602        20.7261                 NaN   39.2446        1.16908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65601.0        1721.54                 NaN   38.8605        20.7298                 NaN   39.2363        1.17342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65701.0        1722.15                 NaN   38.8608        20.7334                 NaN   39.2281        1.17776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65801.0        1722.75                 NaN   38.8611        20.7370                 NaN   39.2198        1.18210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  65901.0        1723.36                 NaN   38.8613        20.7407                 NaN   39.2116        1.18644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66001.0        1723.97                 NaN   38.8616        20.7443                 NaN   39.2033        1.19079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66101.0        1724.57                 NaN   38.8619        20.7479                 NaN   39.1951        1.19513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66201.0        1725.18                 NaN   38.8622        20.7516                 NaN   39.1868        1.19947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66301.0        1725.78                 NaN   38.8624        20.7552                 NaN   39.1786        1.20381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66401.0        1726.39                 NaN   38.8627        20.7588                 NaN   39.1703        1.20815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66501.0        1726.99                 NaN   38.8630        20.7625                 NaN   39.1621        1.21250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66601.0        1727.59                 NaN   38.8633        20.7661                 NaN   39.1538        1.21684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66701.0        1728.20                 NaN   38.8636        20.7697                 NaN   39.1456        1.22118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66801.0        1728.80                 NaN   38.8638        20.7733                 NaN   39.1373        1.22552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  66901.0        1729.40                 NaN   38.8641        20.7770                 NaN   39.1291        1.22987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67001.0        1730.00                 NaN   38.8644        20.7806                 NaN   39.1208        1.23421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67101.0        1730.60                 NaN   38.8646        20.7842                 NaN   39.1126        1.23855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67201.0        1731.20                 NaN   38.8649        20.7879                 NaN   39.1043        1.24290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67301.0        1731.80                 NaN   38.8652        20.7915                 NaN   39.0961        1.24724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67401.0        1732.40                 NaN   38.8655        20.7951                 NaN   39.0878        1.25159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67501.0        1733.00                 NaN   38.8657        20.7988                 NaN   39.0796        1.25593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67601.0        1733.60                 NaN   38.8660        20.8024                 NaN   39.0713        1.26027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67701.0        1734.20                 NaN   38.8663        20.8060                 NaN   39.0631        1.26462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67801.0        1734.80                 NaN   38.8665        20.8097                 NaN   39.0548        1.26896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  67901.0        1735.39                 NaN   38.8668        20.8133                 NaN   39.0466        1.27331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68001.0        1735.99                 NaN   38.8671        20.8169                 NaN   39.0383        1.27765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68101.0        1736.58                 NaN   38.8674        20.8205                 NaN   39.0301        1.28200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68201.0        1737.18                 NaN   38.8676        20.8242                 NaN   39.0219        1.28634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68301.0        1737.77                 NaN   38.8679        20.8278                 NaN   39.0136        1.29069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68401.0        1738.37                 NaN   38.8682        20.8314                 NaN   39.0054        1.29504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68501.0        1738.96                 NaN   38.8684        20.8351                 NaN   38.9971        1.29938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68601.0        1739.56                 NaN   38.8687        20.8387                 NaN   38.9889        1.30373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68701.0        1740.15                 NaN   38.8690        20.8423                 NaN   38.9807        1.30807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68801.0        1740.74                 NaN   38.8692        20.8459                 NaN   38.9724        1.31242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  68901.0        1741.33                 NaN   38.8695        20.8496                 NaN   38.9642        1.31677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69001.0        1741.92                 NaN   38.8698        20.8532                 NaN   38.9559        1.32111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69101.0        1742.51                 NaN   38.8700        20.8568                 NaN   38.9477        1.32546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69201.0        1743.10                 NaN   38.8703        20.8605                 NaN   38.9395        1.32981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69301.0        1743.69                 NaN   38.8705        20.8641                 NaN   38.9312        1.33416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69401.0        1744.28                 NaN   38.8708        20.8677                 NaN   38.9230        1.33850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69501.0        1744.87                 NaN   38.8711        20.8713                 NaN   38.9147        1.34285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69601.0        1745.46                 NaN   38.8713        20.8750                 NaN   38.9065        1.34720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69701.0        1746.05                 NaN   38.8716        20.8786                 NaN   38.8983        1.35155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69801.0        1746.63                 NaN   38.8718        20.8822                 NaN   38.8900        1.35590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  69901.0        1747.22                 NaN   38.8721        20.8858                 NaN   38.8818        1.36024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  70001.0        1747.81                 NaN   38.8724        20.8895                 NaN   38.8736        1.36459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  70101.0        1748.39                 NaN   38.8726        20.8931                 NaN   38.8653        1.36894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
