|6.6.6
mars1_2.tab                                                                                         
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           3
P(bar)         T(K)           rho,kg/m3     
  145931.        2006.74        3790.70     
  145941.        2006.75        3790.73     
  145951.        2006.77        3790.77     
  145961.        2006.78        3790.80     
  145971.        2006.80        3790.84     
  145981.        2006.81        3790.87     
  145991.        2006.83        3790.91     
  146001.        2006.84        3790.94     
  146011.        2006.85        3790.97     
  146021.        2006.87        3791.01     
  146031.        2006.88        3791.04     
  146041.        2006.90        3791.08     
  146051.        2006.91        3791.11     
  146061.        2006.93        3791.14     
  146071.        2006.94        3791.18     
  146081.        2006.96        3791.21     
  146091.        2006.97        3791.25     
  146101.        2006.98        3791.28     
  146111.        2007.00        3791.32     
  146121.        2007.01        3791.35     
  146131.        2007.03        3791.38     
  146141.        2007.04        3791.42     
  146151.        2007.06        3791.45     
  146161.        2007.07        3791.49     
  146171.        2007.08        3791.52     
  146181.        2007.10        3791.55     
  146191.        2007.11        3791.59     
  146201.        2007.13        3791.62     
  146211.        2007.14        3791.66     
  146221.        2007.16        3791.69     
  146231.        2007.17        3791.73     
  146241.        2007.19        3791.76     
  146251.        2007.20        3791.79     
  146261.        2007.21        3791.83     
  146271.        2007.23        3791.86     
  146281.        2007.24        3791.90     
  146291.        2007.26        3791.93     
  146301.        2007.27        3791.96     
  146311.        2007.29        3792.00     
  146321.        2007.30        3792.03     
  146331.        2007.31        3792.07     
  146341.        2007.33        3792.10     
  146351.        2007.34        3792.14     
  146361.        2007.36        3792.17     
  146371.        2007.37        3792.20     
  146381.        2007.39        3792.24     
  146391.        2007.40        3792.27     
  146401.        2007.41        3792.31     
  146411.        2007.43        3792.34     
  146421.        2007.44        3792.37     
  146431.        2007.46        3792.41     
  146441.        2007.47        3792.44     
  146451.        2007.48        3792.48     
  146461.        2007.50        3792.51     
  146471.        2007.51        3792.55     
  146481.        2007.53        3792.58     
  146491.        2007.54        3792.61     
  146501.        2007.56        3792.65     
  146511.        2007.57        3792.68     
  146521.        2007.58        3792.72     
  146531.        2007.60        3792.75     
  146541.        2007.61        3792.79     
  146551.        2007.63        3792.82     
  146561.        2007.64        3792.85     
  146571.        2007.65        3792.89     
  146581.        2007.67        3792.92     
  146591.        2007.68        3792.96     
  146601.        2007.70        3792.99     
  146611.        2007.71        3793.02     
  146621.        2007.73        3793.06     
  146631.        2007.74        3793.09     
  146641.        2007.75        3793.13     
  146651.        2007.77        3793.16     
  146661.        2007.78        3793.20     
  146671.        2007.80        3793.23     
  146681.        2007.81        3793.26     
  146691.        2007.82        3793.30     
  146701.        2007.84        3793.33     
  146711.        2007.85        3793.37     
  146721.        2007.87        3793.40     
  146731.        2007.88        3793.43     
  146741.        2007.89        3793.47     
  146751.        2007.91        3793.50     
  146761.        2007.92        3793.54     
  146771.        2007.94        3793.57     
  146781.        2007.95        3793.61     
  146791.        2007.96        3793.64     
  146801.        2007.98        3793.67     
  146811.        2007.99        3793.71     
  146821.        2008.01        3793.74     
  146831.        2008.02        3793.78     
  146841.        2008.03        3793.81     
  146851.        2008.05        3793.84     
  146861.        2008.06        3793.88     
  146871.        2008.08        3793.91     
  146881.        2008.09        3793.95     
  146891.        2008.10        3793.98     
  146901.        2008.12        3794.02     
  146911.        2008.13        3794.05     
  146921.        2008.15        3794.08     
  146931.        2008.16        3794.12     
  146941.        2008.17        3794.15     
  146951.        2008.19        3794.19     
  146961.        2008.20        3794.22     
  146971.        2008.22        3794.25     
  146981.        2008.23        3794.29     
  146991.        2008.24        3794.32     
  147001.        2008.26        3794.36     
  147011.        2008.27        3794.39     
  147021.        2008.28        3794.43     
  147031.        2008.30        3794.46     
  147041.        2008.31        3794.49     
  147051.        2008.33        3794.53     
  147061.        2008.34        3794.56     
  147071.        2008.35        3794.60     
  147081.        2008.37        3794.63     
  147091.        2008.38        3794.66     
  147101.        2008.40        3794.70     
  147111.        2008.41        3794.73     
  147121.        2008.42        3794.77     
  147131.        2008.44        3794.80     
  147141.        2008.45        3794.84     
  147151.        2008.46        3794.87     
  147161.        2008.48        3794.90     
  147171.        2008.49        3794.94     
  147181.        2008.51        3794.97     
  147191.        2008.52        3795.01     
  147201.        2008.53        3795.04     
  147211.        2008.55        3795.07     
  147221.        2008.56        3795.11     
  147231.        2008.57        3795.14     
  147241.        2008.59        3795.18     
  147251.        2008.60        3795.21     
  147261.        2008.62        3795.25     
  147271.        2008.63        3795.28     
  147281.        2008.64        3795.31     
  147291.        2008.66        3795.35     
  147301.        2008.67        3795.38     
  147311.        2008.68        3795.42     
  147321.        2008.70        3795.45     
  147331.        2008.71        3795.49     
  147341.        2008.73        3795.52     
  147351.        2008.74        3795.55     
  147361.        2008.75        3795.59     
  147371.        2008.77        3795.62     
  147381.        2008.78        3795.66     
  147391.        2008.79        3795.69     
  147401.        2008.81        3795.72     
  147411.        2008.82        3795.76     
  147421.        2008.83        3795.79     
  147431.        2008.85        3795.83     
  147441.        2008.86        3795.86     
  147451.        2008.88        3795.90     
  147461.        2008.89        3795.93     
  147471.        2008.90        3795.96     
  147481.        2008.92        3796.00     
  147491.        2008.93        3796.03     
  147501.        2008.94        3796.07     
  147511.        2008.96        3796.10     
  147521.        2008.97        3796.13     
  147531.        2008.98        3796.17     
  147541.        2009.00        3796.20     
  147551.        2009.01        3796.24     
  147561.        2009.02        3796.27     
  147571.        2009.04        3796.31     
  147581.        2009.05        3796.34     
  147591.        2009.06        3795.95     
  147601.        2009.08        3795.98     
  147611.        2009.09        3796.02     
  147621.        2009.11        3796.05     
  147631.        2009.12        3796.09     
  147641.        2009.13        3796.12     
  147651.        2009.15        3796.16     
  147661.        2009.16        3796.20     
  147671.        2009.17        3796.23     
  147681.        2009.19        3796.27     
  147691.        2009.20        3796.30     
  147701.        2009.21        3796.34     
  147711.        2009.23        3796.37     
  147721.        2009.24        3796.41     
  147731.        2009.25        3796.44     
  147741.        2009.27        3796.48     
  147751.        2009.28        3796.52     
  147761.        2009.29        3796.55     
  147771.        2009.31        3796.59     
  147781.        2009.32        3796.62     
  147791.        2009.33        3796.66     
  147801.        2009.35        3796.69     
  147811.        2009.36        3796.73     
  147821.        2009.37        3796.76     
  147831.        2009.39        3796.80     
  147841.        2009.40        3796.84     
  147851.        2009.41        3796.87     
  147861.        2009.43        3796.91     
  147871.        2009.44        3796.94     
  147881.        2009.45        3796.98     
  147891.        2009.47        3797.01     
  147901.        2009.48        3797.05     
  147911.        2009.49        3797.08     
  147921.        2009.51        3797.12     
  147931.        2009.52        3797.16     
  147941.        2009.53        3797.19     
  147951.        2009.55        3797.23     
  147961.        2009.56        3797.26     
  147971.        2009.57        3797.30     
  147981.        2009.59        3797.33     
  147991.        2009.60        3797.37     
  148001.        2009.61        3797.40     
  148011.        2009.63        3797.44     
  148021.        2009.64        3797.48     
  148031.        2009.65        3797.51     
  148041.        2009.67        3797.55     
  148051.        2009.68        3797.58     
  148061.        2009.69        3797.62     
  148071.        2009.71        3797.65     
  148081.        2009.72        3797.69     
  148091.        2009.73        3797.72     
  148101.        2009.75        3797.76     
  148111.        2009.76        3797.80     
  148121.        2009.77        3797.83     
  148131.        2009.79        3797.87     
  148141.        2009.80        3797.90     
  148151.        2009.81        3797.94     
  148161.        2009.83        3797.97     
  148171.        2009.84        3798.01     
  148181.        2009.85        3798.05     
  148191.        2009.87        3798.08     
  148201.        2009.88        3798.12     
  148211.        2009.89        3798.15     
  148221.        2009.91        3798.19     
  148231.        2009.92        3798.22     
  148241.        2009.93        3798.26     
  148251.        2009.94        3798.29     
  148261.        2009.96        3798.33     
  148271.        2009.97        3798.37     
  148281.        2009.98        3798.40     
  148291.        2010.00        3798.44     
  148301.        2010.01        3798.47     
  148311.        2010.02        3798.51     
  148321.        2010.04        3798.54     
  148331.        2010.05        3798.58     
  148341.        2010.06        3798.61     
  148351.        2010.08        3798.65     
  148361.        2010.09        3798.69     
  148371.        2010.10        3798.72     
  148381.        2010.12        3798.76     
  148391.        2010.13        3798.79     
  148401.        2010.14        3798.83     
  148411.        2010.15        3798.86     
  148421.        2010.17        3798.90     
  148431.        2010.18        3798.93     
  148441.        2010.19        3798.97     
  148451.        2010.21        3799.01     
  148461.        2010.22        3799.04     
  148471.        2010.23        3799.08     
  148481.        2010.25        3799.11     
  148491.        2010.26        3799.15     
  148501.        2010.27        3799.18     
  148511.        2010.28        3799.22     
  148521.        2010.30        3799.25     
  148531.        2010.31        3799.29     
  148541.        2010.32        3799.33     
  148551.        2010.34        3799.36     
  148561.        2010.35        3799.40     
  148571.        2010.36        3799.43     
  148581.        2010.38        3799.47     
  148591.        2010.39        3799.50     
  148601.        2010.40        3799.54     
  148611.        2010.41        3799.57     
  148621.        2010.43        3799.61     
  148631.        2010.44        3799.65     
  148641.        2010.45        3799.68     
  148651.        2010.47        3799.72     
  148661.        2010.48        3799.75     
  148671.        2010.49        3799.79     
  148681.        2010.50        3799.82     
  148691.        2010.52        3799.86     
  148701.        2010.53        3799.89     
  148711.        2010.54        3799.93     
  148721.        2010.56        3799.97     
  148731.        2010.57        3800.00     
  148741.        2010.58        3800.04     
  148751.        2010.59        3800.07     
  148761.        2010.61        3800.11     
  148771.        2010.62        3800.14     
  148781.        2010.63        3800.18     
  148791.        2010.65        3800.22     
  148801.        2010.66        3800.25     
  148811.        2010.67        3800.29     
  148821.        2010.68        3800.32     
  148831.        2010.70        3800.36     
  148841.        2010.71        3800.39     
  148851.        2010.72        3800.43     
  148861.        2010.74        3800.46     
  148871.        2010.75        3800.50     
  148881.        2010.76        3800.54     
  148891.        2010.77        3800.57     
  148901.        2010.79        3800.61     
  148911.        2010.80        3800.64     
  148921.        2010.81        3800.68     
  148931.        2010.82        3800.71     
  148941.        2010.84        3800.75     
  148951.        2010.85        3800.78     
  148961.        2010.86        3800.82     
  148971.        2010.88        3800.86     
  148981.        2010.89        3800.89     
  148991.        2010.90        3800.93     
  149001.        2010.91        3800.96     
  149011.        2010.93        3801.00     
  149021.        2010.94        3801.03     
  149031.        2010.95        3801.07     
  149041.        2010.96        3801.10     
  149051.        2010.98        3801.14     
  149061.        2010.99        3801.18     
  149071.        2011.00        3801.21     
  149081.        2011.02        3801.25     
  149091.        2011.03        3801.28     
  149101.        2011.04        3801.32     
  149111.        2011.05        3801.35     
  149121.        2011.07        3801.39     
  149131.        2011.08        3801.42     
  149141.        2011.09        3801.46     
  149151.        2011.10        3801.50     
  149161.        2011.12        3801.53     
  149171.        2011.13        3801.57     
  149181.        2011.14        3801.60     
  149191.        2011.15        3801.64     
  149201.        2011.17        3801.67     
  149211.        2011.18        3801.71     
  149221.        2011.19        3801.74     
  149231.        2011.20        3801.78     
  149241.        2011.22        3801.82     
  149251.        2011.23        3801.85     
  149261.        2011.24        3801.89     
  149271.        2011.25        3801.92     
  149281.        2011.27        3801.96     
  149291.        2011.28        3801.99     
  149301.        2011.29        3802.03     
  149311.        2011.30        3802.06     
  149321.        2011.32        3802.10     
  149331.        2011.33        3802.14     
  149341.        2011.34        3802.17     
  149351.        2011.35        3802.21     
  149361.        2011.37        3802.24     
  149371.        2011.38        3802.28     
  149381.        2011.39        3802.31     
  149391.        2011.40        3802.35     
  149401.        2011.42        3802.39     
  149411.        2011.43        3802.42     
  149421.        2011.44        3802.46     
  149431.        2011.45        3802.49     
  149441.        2011.47        3802.53     
  149451.        2011.48        3802.56     
  149461.        2011.49        3802.60     
  149471.        2011.50        3802.63     
  149481.        2011.52        3802.67     
  149491.        2011.53        3802.71     
  149501.        2011.54        3802.74     
  149511.        2011.55        3802.78     
  149521.        2011.57        3802.81     
  149531.        2011.58        3802.85     
  149541.        2011.59        3802.88     
  149551.        2011.60        3802.92     
  149561.        2011.62        3802.95     
  149571.        2011.63        3802.99     
  149581.        2011.64        3803.03     
  149591.        2011.65        3803.06     
  149601.        2011.67        3803.10     
  149611.        2011.68        3803.13     
  149621.        2011.69        3803.17     
  149631.        2011.70        3803.20     
  149641.        2011.71        3803.24     
  149651.        2011.73        3803.27     
  149661.        2011.74        3803.31     
  149671.        2011.75        3803.35     
  149681.        2011.76        3803.38     
  149691.        2011.78        3803.42     
  149701.        2011.79        3803.45     
  149711.        2011.80        3803.49     
  149721.        2011.81        3803.52     
  149731.        2011.83        3803.56     
  149741.        2011.84        3803.59     
  149751.        2011.85        3803.63     
  149761.        2011.86        3803.67     
  149771.        2011.87        3803.70     
  149781.        2011.89        3803.74     
  149791.        2011.90        3803.77     
  149801.        2011.91        3803.81     
  149811.        2011.92        3803.84     
  149821.        2011.94        3803.88     
  149831.        2011.95        3803.91     
  149841.        2011.96        3803.95     
  149851.        2011.97        3803.99     
  149861.        2011.98        3804.02     
  149871.        2012.00        3804.06     
  149881.        2012.01        3804.09     
  149891.        2012.02        3804.13     
  149901.        2012.03        3804.16     
  149911.        2012.05        3804.20     
  149921.        2012.06        3804.23     
  149931.        2012.07        3804.27     
  149941.        2012.08        3804.31     
  149951.        2012.09        3804.34     
  149961.        2012.11        3804.38     
  149971.        2012.12        3804.41     
  149981.        2012.13        3804.45     
  149991.        2012.14        3804.48     
  150001.        2012.15        3804.52     
  150011.        2012.17        3804.55     
  150021.        2012.18        3804.59     
  150031.        2012.19        3804.63     
  150041.        2012.20        3804.66     
  150051.        2012.22        3804.78     
  150061.        2012.23        3804.81     
  150071.        2012.24        3804.85     
  150081.        2012.25        3804.88     
  150091.        2012.26        3804.92     
  150101.        2012.28        3804.95     
  150111.        2012.29        3804.98     
  150121.        2012.30        3805.02     
  150131.        2012.31        3805.05     
  150141.        2012.32        3805.09     
  150151.        2012.34        3805.12     
  150161.        2012.35        3805.16     
  150171.        2012.36        3805.19     
  150181.        2012.37        3805.22     
  150191.        2012.38        3805.26     
  150201.        2012.40        3805.29     
  150211.        2012.41        3805.33     
  150221.        2012.42        3805.36     
  150231.        2012.43        3805.39     
  150241.        2012.44        3805.43     
  150251.        2012.46        3805.46     
  150261.        2012.47        3805.50     
  150271.        2012.48        3805.53     
  150281.        2012.49        3805.57     
  150291.        2012.50        3805.60     
  150301.        2012.52        3805.63     
  150311.        2012.53        3805.67     
  150321.        2012.54        3805.70     
  150331.        2012.55        3805.74     
  150341.        2012.56        3805.77     
  150351.        2012.58        3805.80     
  150361.        2012.59        3805.84     
  150371.        2012.60        3805.87     
  150381.        2012.61        3805.91     
  150391.        2012.62        3805.94     
  150401.        2012.64        3805.98     
  150411.        2012.65        3806.01     
  150421.        2012.66        3806.04     
  150431.        2012.67        3806.08     
  150441.        2012.68        3806.11     
  150451.        2012.69        3806.15     
  150461.        2012.71        3806.18     
  150471.        2012.72        3806.21     
  150481.        2012.73        3806.25     
  150491.        2012.74        3806.28     
  150501.        2012.75        3806.32     
  150511.        2012.77        3806.35     
  150521.        2012.78        3806.39     
  150531.        2012.79        3806.42     
  150541.        2012.80        3806.45     
  150551.        2012.81        3806.49     
  150561.        2012.82        3806.52     
  150571.        2012.84        3806.56     
  150581.        2012.85        3806.59     
  150591.        2012.86        3806.62     
  150601.        2012.87        3806.66     
  150611.        2012.88        3806.69     
  150621.        2012.90        3806.73     
  150631.        2012.91        3806.76     
  150641.        2012.92        3806.80     
  150651.        2012.93        3806.82     
  150661.        2012.94        3806.84     
  150671.        2012.95        3806.86     
  150681.        2012.97        3806.88     
  150691.        2012.98        3806.90     
  150701.        2012.99        3806.92     
  150711.        2013.00        3806.94     
  150721.        2013.01        3806.96     
  150731.        2013.02        3806.98     
  150741.        2013.04        3807.01     
  150751.        2013.05        3807.03     
  150761.        2013.06        3807.05     
  150771.        2013.07        3807.07     
  150781.        2013.08        3807.09     
  150791.        2013.09        3807.11     
  150801.        2013.11        3807.13     
  150811.        2013.12        3807.15     
  150821.        2013.13        3807.17     
  150831.        2013.14        3807.19     
  150841.        2013.15        3807.22     
  150851.        2013.16        3807.24     
  150861.        2013.18        3807.26     
  150871.        2013.19        3807.28     
  150881.        2013.20        3807.30     
  150891.        2013.21        3807.32     
  150901.        2013.22        3807.34     
  150911.        2013.23        3807.36     
  150921.        2013.25        3807.38     
  150931.        2013.26        3807.40     
  150941.        2013.27        3807.42     
  150951.        2013.28        3807.45     
  150961.        2013.29        3807.47     
  150971.        2013.30        3807.49     
  150981.        2013.32        3807.51     
  150991.        2013.33        3807.53     
  151001.        2013.34        3807.55     
  151011.        2013.35        3807.57     
  151021.        2013.36        3807.97     
  151031.        2013.37        3807.99     
  151041.        2013.38        3808.01     
  151051.        2013.40        3808.03     
  151061.        2013.41        3808.06     
  151071.        2013.42        3808.08     
  151081.        2013.43        3808.10     
  151091.        2013.44        3808.12     
  151101.        2013.45        3808.14     
  151111.        2013.47        3808.16     
  151121.        2013.48        3808.18     
  151131.        2013.49        3808.20     
  151141.        2013.50        3808.22     
  151151.        2013.51        3808.24     
  151161.        2013.52        3808.26     
  151171.        2013.53        3808.29     
  151181.        2013.55        3808.31     
  151191.        2013.56        3808.33     
  151201.        2013.57        3808.35     
  151211.        2013.58        3808.37     
  151221.        2013.59        3808.39     
  151231.        2013.60        3808.41     
  151241.        2013.61        3808.43     
  151251.        2013.63        3808.45     
  151261.        2013.64        3808.47     
  151271.        2013.65        3808.50     
  151281.        2013.66        3808.52     
  151291.        2013.67        3808.54     
  151301.        2013.68        3808.56     
  151311.        2013.69        3808.58     
  151321.        2013.71        3808.60     
  151331.        2013.72        3808.62     
  151341.        2013.73        3808.64     
  151351.        2013.74        3808.66     
  151361.        2013.75        3808.68     
  151371.        2013.76        3808.70     
  151381.        2013.77        3808.73     
  151391.        2013.78        3808.75     
  151401.        2013.80        3808.77     
  151411.        2013.81        3808.79     
  151421.        2013.82        3808.81     
  151431.        2013.83        3808.83     
  151441.        2013.84        3808.85     
  151451.        2013.85        3808.87     
  151461.        2013.86        3808.89     
  151471.        2013.88        3808.91     
  151481.        2013.89        3808.94     
  151491.        2013.90        3808.96     
  151501.        2013.91        3808.98     
  151511.        2013.92        3809.00     
  151521.        2013.93        3809.02     
  151531.        2013.94        3809.04     
  151541.        2013.95        3809.06     
  151551.        2013.97        3809.08     
  151561.        2013.98        3809.10     
  151571.        2013.99        3809.12     
  151581.        2014.00        3809.15     
  151591.        2014.01        3809.17     
  151601.        2014.02        3809.19     
  151611.        2014.03        3809.21     
  151621.        2014.04        3809.23     
  151631.        2014.06        3809.25     
  151641.        2014.07        3809.27     
  151651.        2014.08        3809.29     
  151661.        2014.09        3809.31     
  151671.        2014.10        3809.33     
  151681.        2014.11        3809.36     
  151691.        2014.12        3809.38     
  151701.        2014.13        3809.40     
  151711.        2014.14        3809.42     
  151721.        2014.16        3809.44     
  151731.        2014.17        3809.46     
  151741.        2014.18        3809.48     
  151751.        2014.19        3809.50     
  151761.        2014.20        3809.52     
  151771.        2014.21        3809.55     
  151781.        2014.22        3809.57     
  151791.        2014.23        3809.59     
  151801.        2014.24        3809.61     
  151811.        2014.26        3809.63     
  151821.        2014.27        3809.65     
  151831.        2014.28        3809.67     
  151841.        2014.29        3809.69     
  151851.        2014.30        3809.71     
  151861.        2014.31        3809.73     
  151871.        2014.32        3809.76     
  151881.        2014.33        3809.78     
  151891.        2014.34        3809.80     
  151901.        2014.36        3809.82     
  151911.        2014.37        3809.84     
  151921.        2014.38        3809.86     
  151931.        2014.39        3809.88     
  151941.        2014.40        3809.90     
  151951.        2014.41        3809.92     
  151961.        2014.42        3809.94     
  151971.        2014.43        3809.97     
  151981.        2014.44        3809.99     
  151991.        2014.45        3810.01     
  152001.        2014.47        3810.03     
  152011.        2014.48        3810.05     
  152021.        2014.49        3810.07     
  152031.        2014.50        3810.09     
  152041.        2014.51        3810.11     
  152051.        2014.52        3810.13     
  152061.        2014.53        3810.15     
  152071.        2014.54        3810.18     
  152081.        2014.55        3810.20     
  152091.        2014.56        3810.22     
  152101.        2014.58        3810.24     
  152111.        2014.59        3810.26     
  152121.        2014.60        3810.28     
  152131.        2014.61        3810.30     
  152141.        2014.62        3810.32     
  152151.        2014.63        3810.34     
  152161.        2014.64        3810.37     
  152171.        2014.65        3810.39     
  152181.        2014.66        3810.41     
  152191.        2014.67        3810.43     
  152201.        2014.68        3810.45     
  152211.        2014.70        3810.47     
  152221.        2014.71        3810.49     
  152231.        2014.72        3810.51     
  152241.        2014.73        3810.53     
  152251.        2014.74        3810.55     
  152261.        2014.75        3810.58     
  152271.        2014.76        3810.60     
  152281.        2014.77        3810.62     
  152291.        2014.78        3810.64     
  152301.        2014.79        3810.66     
  152311.        2014.80        3810.68     
  152321.        2014.81        3810.70     
  152331.        2014.83        3810.72     
  152341.        2014.84        3810.74     
  152351.        2014.85        3810.76     
  152361.        2014.86        3810.79     
  152371.        2014.87        3810.81     
  152381.        2014.88        3810.83     
  152391.        2014.89        3810.85     
  152401.        2014.90        3810.87     
  152411.        2014.91        3810.89     
  152421.        2014.92        3810.91     
  152431.        2014.93        3810.93     
  152441.        2014.94        3810.95     
  152451.        2014.96        3810.97     
  152461.        2014.97        3811.00     
  152471.        2014.98        3811.02     
  152481.        2014.99        3811.04     
  152491.        2015.00        3811.06     
  152501.        2015.01        3811.08     
  152511.        2015.02        3811.10     
  152521.        2015.03        3811.12     
  152531.        2015.04        3811.14     
  152541.        2015.05        3811.16     
  152551.        2015.06        3811.19     
  152561.        2015.07        3811.21     
  152571.        2015.08        3811.23     
  152581.        2015.09        3811.25     
  152591.        2015.10        3811.27     
  152601.        2015.12        3811.29     
  152611.        2015.13        3811.31     
  152621.        2015.14        3811.33     
  152631.        2015.15        3811.35     
  152641.        2015.16        3811.37     
  152651.        2015.17        3811.40     
  152661.        2015.18        3811.42     
  152671.        2015.19        3811.44     
  152681.        2015.20        3811.46     
  152691.        2015.21        3811.48     
  152701.        2015.22        3811.50     
  152711.        2015.23        3811.52     
  152721.        2015.24        3811.54     
  152731.        2015.25        3811.56     
  152741.        2015.26        3811.58     
  152751.        2015.27        3811.61     
  152761.        2015.29        3811.63     
  152771.        2015.30        3811.65     
  152781.        2015.31        3811.67     
  152791.        2015.32        3811.69     
  152801.        2015.33        3811.71     
  152811.        2015.34        3811.73     
  152821.        2015.35        3811.75     
  152831.        2015.36        3811.77     
  152841.        2015.37        3811.80     
  152851.        2015.38        3811.82     
  152861.        2015.39        3811.84     
  152871.        2015.40        3811.86     
  152881.        2015.41        3811.88     
  152891.        2015.42        3811.90     
  152901.        2015.43        3811.92     
  152911.        2015.44        3811.94     
  152921.        2015.45        3811.96     
  152931.        2015.46        3811.98     
  152941.        2015.47        3812.01     
  152951.        2015.49        3812.03     
  152961.        2015.50        3812.05     
  152971.        2015.51        3812.07     
  152981.        2015.52        3812.09     
  152991.        2015.53        3812.11     
  153001.        2015.54        3812.13     
  153011.        2015.55        3812.15     
  153021.        2015.56        3812.17     
  153031.        2015.57        3812.19     
  153041.        2015.58        3812.22     
  153051.        2015.59        3812.24     
  153061.        2015.60        3812.26     
  153071.        2015.61        3812.28     
  153081.        2015.62        3812.30     
  153091.        2015.63        3812.32     
  153101.        2015.64        3812.34     
  153111.        2015.65        3812.36     
  153121.        2015.66        3812.38     
  153131.        2015.67        3812.41     
  153141.        2015.68        3812.43     
  153151.        2015.69        3812.45     
  153161.        2015.70        3812.47     
  153171.        2015.71        3812.49     
  153181.        2015.72        3812.51     
  153191.        2015.74        3812.53     
  153201.        2015.75        3812.55     
  153211.        2015.76        3812.57     
  153221.        2015.77        3812.59     
  153231.        2015.78        3812.62     
  153241.        2015.79        3812.64     
  153251.        2015.80        3812.66     
  153261.        2015.81        3812.68     
  153271.        2015.82        3812.70     
  153281.        2015.83        3812.72     
  153291.        2015.84        3812.74     
  153301.        2015.85        3812.76     
  153311.        2015.86        3812.78     
  153321.        2015.87        3812.80     
  153331.        2015.88        3812.83     
  153341.        2015.89        3812.85     
  153351.        2015.90        3812.87     
  153361.        2015.91        3812.89     
  153371.        2015.92        3812.91     
  153381.        2015.93        3812.93     
  153391.        2015.94        3812.95     
  153401.        2015.95        3812.97     
  153411.        2015.96        3812.99     
  153421.        2015.97        3813.02     
  153431.        2015.98        3813.04     
  153441.        2015.99        3813.06     
  153451.        2016.00        3813.08     
  153461.        2016.01        3813.10     
  153471.        2016.02        3813.12     
  153481.        2016.03        3813.14     
  153491.        2016.04        3813.16     
  153501.        2016.05        3813.18     
  153511.        2016.06        3813.20     
  153521.        2016.07        3813.23     
  153531.        2016.08        3813.25     
  153541.        2016.09        3813.27     
  153551.        2016.10        3813.29     
  153561.        2016.11        3813.31     
  153571.        2016.12        3813.33     
  153581.        2016.13        3813.35     
  153591.        2016.14        3813.37     
  153601.        2016.15        3813.39     
  153611.        2016.16        3813.41     
  153621.        2016.17        3813.44     
  153631.        2016.18        3813.46     
  153641.        2016.19        3813.48     
  153651.        2016.20        3813.50     
  153661.        2016.21        3813.52     
  153671.        2016.22        3813.54     
  153681.        2016.23        3813.56     
  153691.        2016.25        3813.58     
  153701.        2016.26        3813.60     
  153711.        2016.27        3813.62     
  153721.        2016.28        3813.65     
  153731.        2016.29        3813.67     
  153741.        2016.30        3813.69     
  153751.        2016.31        3813.71     
  153761.        2016.32        3813.73     
  153771.        2016.33        3813.75     
  153781.        2016.34        3813.77     
  153791.        2016.35        3813.79     
  153801.        2016.36        3813.80     
  153811.        2016.37        3813.82     
  153821.        2016.38        3813.84     
  153831.        2016.39        3813.86     
  153841.        2016.40        3813.89     
  153851.        2016.41        3813.91     
  153861.        2016.42        3813.93     
  153871.        2016.43        3813.95     
  153881.        2016.44        3813.97     
  153891.        2016.45        3813.99     
  153901.        2016.46        3814.01     
  153911.        2016.47        3814.03     
  153921.        2016.48        3814.05     
  153931.        2016.49        3814.07     
  153941.        2016.49        3814.09     
  153951.        2016.50        3814.12     
  153961.        2016.51        3814.14     
  153971.        2016.52        3814.16     
  153981.        2016.53        3814.18     
  153991.        2016.54        3814.20     
  154001.        2016.55        3814.22     
  154011.        2016.56        3814.24     
  154021.        2016.57        3814.26     
  154031.        2016.58        3815.28     
  154041.        2016.59        3815.30     
  154051.        2016.60        3815.32     
  154061.        2016.61        3815.34     
  154071.        2016.62        3815.36     
  154081.        2016.63        3815.38     
  154091.        2016.64        3815.40     
  154101.        2016.65        3815.42     
  154111.        2016.66        3815.45     
  154121.        2016.67        3815.47     
  154131.        2016.68        3815.49     
  154141.        2016.69        3815.51     
  154151.        2016.70        3815.53     
  154161.        2016.71        3815.55     
  154171.        2016.72        3815.57     
  154181.        2016.73        3815.59     
  154191.        2016.74        3815.61     
  154201.        2016.75        3815.63     
  154211.        2016.76        3815.66     
  154221.        2016.77        3815.68     
  154231.        2016.78        3815.70     
  154241.        2016.79        3815.72     
  154251.        2016.80        3815.74     
  154261.        2016.81        3815.76     
  154271.        2016.82        3815.78     
  154281.        2016.83        3815.80     
  154291.        2016.84        3815.82     
  154301.        2016.85        3815.84     
  154311.        2016.86        3815.86     
  154321.        2016.87        3815.89     
  154331.        2016.88        3815.91     
  154341.        2016.89        3815.93     
  154351.        2016.90        3815.95     
  154361.        2016.91        3815.97     
  154371.        2016.92        3815.99     
  154381.        2016.93        3816.01     
  154391.        2016.94        3816.03     
  154401.        2016.95        3816.05     
  154411.        2016.96        3816.08     
  154421.        2016.97        3816.12     
  154431.        2016.97        3816.17     
  154441.        2016.98        3816.21     
  154451.        2016.99        3816.25     
  154461.        2017.00        3816.29     
  154471.        2017.01        3816.34     
  154481.        2017.02        3816.38     
  154491.        2017.03        3816.42     
  154501.        2017.04        3816.46     
  154511.        2017.05        3816.51     
  154521.        2017.06        3816.55     
  154531.        2017.07        3816.59     
  154541.        2017.08        3816.63     
  154551.        2017.09        3816.68     
  154561.        2017.10        3816.72     
  154571.        2017.11        3816.76     
  154581.        2017.12        3816.80     
  154591.        2017.13        3816.85     
  154601.        2017.14        3816.89     
  154611.        2017.15        3816.93     
