|6.6.6
mars_ma79_ath_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  16601.0        1192.01        3491.44        7.96872        4.43862     
  16701.0        1195.33        3491.31        7.96779        4.43766     
  16801.0        1198.63        3491.19        7.96687        4.43671     
  16901.0        1201.91        3491.07        7.96596        4.43577     
  17001.0        1205.18        3490.73        7.96403        4.43416     
  17101.0        1208.43        3490.83        7.96414        4.43389     
  17201.0        1211.65        3490.62        7.96283        4.43275     
  17301.0        1214.86        3490.57        7.96225        4.43199     
  17401.0        1218.06        3490.45        7.96135        4.43107     
  17501.0        1221.23        3490.35        7.96056        4.43021     
  17601.0        1224.38        3490.21        7.95959        4.42925     
  17701.0        1227.52        3490.06        7.95850        4.42823     
  17801.0        1230.64        3489.94        7.95763        4.42732     
  17901.0        1233.74        3489.93        7.95720        4.42665     
  18001.0        1236.83        3489.82        7.95631        4.42573     
  18101.0        1239.89        3489.73        7.95556        4.42490     
  18201.0        1242.94        3489.48        7.95410        4.42371     
  18301.0        1245.97        3489.37        7.95324        4.42282     
  18401.0        1248.99        3489.26        7.95238        4.42194     
  18501.0        1251.98        3489.43        7.95280        4.42171     
  18601.0        1254.96        3489.35        7.95208        4.42090     
  18701.0        1257.93        3489.28        7.95137        4.42009     
  18801.0        1260.87        3489.20        7.95067        4.41930     
  18901.0        1263.80        3489.14        7.95001        4.41852     
  19001.0        1266.71        3489.06        7.94930        4.41772     
  19101.0        1269.61        3488.98        7.94859        4.41692     
  19201.0        1272.48        3488.88        7.94778        4.41607     
  19301.0        1275.34        3488.78        7.94693        4.41521     
  19401.0        1278.19        3488.67        7.94610        4.41435     
  19501.0        1281.02        3488.57        7.94528        4.41350     
  19601.0        1283.83        3488.62        7.94511        4.41300     
  19701.0        1286.63        3488.55        7.94445        4.41223     
  19801.0        1289.40        3488.35        7.94319        4.41117     
  19901.0        1292.17        3488.42        7.94312        4.41071     
  20001.0        1294.91        3488.35        7.94247        4.40996     
  20101.0        1297.65        3488.18        7.94131        4.40893     
  20201.0        1300.36        3488.25        7.94124        4.40849     
  20301.0        1303.06        3488.19        7.94062        4.40776     
  20401.0        1305.74        3488.13        7.93999        4.40703     
  20501.0        1308.41        3487.99        7.93903        4.40614     
  20601.0        1311.06        3487.94        7.93845        4.40544     
  20701.0        1313.70        3487.90        7.93789        4.40474     
  20801.0        1316.32        3487.96        7.93778        4.40427     
  20901.0        1318.93        3487.92        7.93724        4.40359     
  21001.0        1321.52        3487.87        7.93666        4.40288     
  21101.0        1324.09        3487.84        7.93614        4.40222     
  21201.0        1326.65        3487.81        7.93563        4.40156     
  21301.0        1329.20        3487.24        7.93274        4.39946     
  21401.0        1331.73        3487.74        7.93457        4.40022     
  21501.0        1334.24        3487.67        7.93391        4.39949     
  21601.0        1336.74        3487.23        7.93154        4.39772     
  21701.0        1339.23        3487.23        7.93115        4.39715     
