|6.6.6
mars_lf97_atl_2.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          27
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Wus            ca-pv          NaAl           Pv             Aki           
  9401.00        569.901                 NaN            NaN   50.9745                 NaN   9.75249        6.51923        5.06660                 NaN            NaN            NaN   27.6872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        572.696                 NaN            NaN   50.9749                 NaN   9.75252        6.51923        5.06668                 NaN            NaN            NaN   27.6867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        575.485                 NaN            NaN   50.9752                 NaN   9.75254        6.51924        5.06675                 NaN            NaN            NaN   27.6862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        578.269                 NaN            NaN   50.9756                 NaN   9.75257        6.51925        5.06683                 NaN            NaN            NaN   27.6858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        581.048                 NaN            NaN   50.9760                 NaN   9.75259        6.51926        5.06690                 NaN            NaN            NaN   27.6853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        583.822                 NaN            NaN   50.9763                 NaN   9.75262        6.51926        5.06698                 NaN            NaN            NaN   27.6848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        586.591                 NaN            NaN   50.9767                 NaN   9.75264        6.51927        5.06705                 NaN            NaN            NaN   27.6843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        589.355                 NaN            NaN   50.9771                 NaN   9.75266        6.51928        5.06713                 NaN            NaN            NaN   27.6839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        592.114                 NaN            NaN   50.9774                 NaN   9.75269        6.51929        5.06720                 NaN            NaN            NaN   27.6834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        594.868                 NaN            NaN   50.9778                 NaN   9.75271        6.51930        5.06728                 NaN            NaN            NaN   27.6829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        597.617                 NaN            NaN   50.9823                 NaN   9.87169        6.33614        5.00790                 NaN            NaN            NaN   27.8020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        600.360                 NaN            NaN   50.9826                 NaN   9.87171        6.33615        5.00798                 NaN            NaN            NaN   27.8015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        603.099                 NaN            NaN   50.9830                 NaN   9.87173        6.33616        5.00805                 NaN            NaN            NaN   27.8011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
