|6.6.6
mars_t13_2.tab                                                                                      
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          14
P(bar)         T(K)           Pl             O              Opx            Cpx            Sp             Gt             Wad            C2/c           Ring           ca-pv          Wus            Pv            
  109001.        1934.65                 NaN   56.9763        16.4782        13.8840                 NaN   12.6615                 NaN            NaN            NaN            NaN            NaN            NaN
  109101.        1935.02                 NaN   56.9773        16.4613        13.8743                 NaN   12.6871                 NaN            NaN            NaN            NaN            NaN            NaN
  109201.        1935.39                 NaN   56.9782        16.4444        13.8646                 NaN   12.7127                 NaN            NaN            NaN            NaN            NaN            NaN
  109301.        1935.75                 NaN   56.9792        16.4276        13.8550                 NaN   12.7383                 NaN            NaN            NaN            NaN            NaN            NaN
  109401.        1936.12                 NaN   56.9801        16.4107        13.8453                 NaN   12.7639                 NaN            NaN            NaN            NaN            NaN            NaN
  109501.        1936.49                 NaN   56.9811        16.3938        13.8356                 NaN   12.7895                 NaN            NaN            NaN            NaN            NaN            NaN
  109601.        1936.85                 NaN   56.9820        16.3769        13.8259                 NaN   12.8152                 NaN            NaN            NaN            NaN            NaN            NaN
  109701.        1937.22                 NaN   56.9829        16.3601        13.8162                 NaN   12.8408                 NaN            NaN            NaN            NaN            NaN            NaN
  109801.        1937.58                 NaN   56.9839        16.3432        13.8065                 NaN   12.8664                 NaN            NaN            NaN            NaN            NaN            NaN
  109901.        1937.95                 NaN   56.9848        16.3263        13.7969                 NaN   12.8920                 NaN            NaN            NaN            NaN            NaN            NaN
  110001.        1938.31                 NaN   56.9857        16.3094        13.7872                 NaN   12.9176                 NaN            NaN            NaN            NaN            NaN            NaN
  110101.        1938.68                 NaN   56.9867        16.2926        13.7775                 NaN   12.9433                 NaN            NaN            NaN            NaN            NaN            NaN
  110201.        1939.04                 NaN   56.9876        16.2757        13.7678                 NaN   12.9689                 NaN            NaN            NaN            NaN            NaN            NaN
  110301.        1939.40                 NaN   56.9886        16.2588        13.7581                 NaN   12.9945                 NaN            NaN            NaN            NaN            NaN            NaN
  110401.        1939.76                 NaN   56.9895        16.2419        13.7484                 NaN   13.0202                 NaN            NaN            NaN            NaN            NaN            NaN
  110501.        1940.12                 NaN   56.9904        16.2251        13.7387                 NaN   13.0458                 NaN            NaN            NaN            NaN            NaN            NaN
  110601.        1940.48                 NaN   56.9914        16.2082        13.7290                 NaN   13.0714                 NaN            NaN            NaN            NaN            NaN            NaN
  110701.        1940.84                 NaN   56.9923        16.1913        13.7193                 NaN   13.0970                 NaN            NaN            NaN            NaN            NaN            NaN
  110801.        1941.20                 NaN   56.9932        16.1744        13.7096                 NaN   13.1227                 NaN            NaN            NaN            NaN            NaN            NaN
  110901.        1941.56                 NaN   56.9942        16.1576        13.7000                 NaN   13.1483                 NaN            NaN            NaN            NaN            NaN            NaN
  111001.        1941.92                 NaN   56.9951        16.1407        13.6903                 NaN   13.1740                 NaN            NaN            NaN            NaN            NaN            NaN
  111101.        1942.28                 NaN   56.9960        16.1238        13.6806                 NaN   13.1996                 NaN            NaN            NaN            NaN            NaN            NaN
  111201.        1942.63                 NaN   56.9970        16.1069        13.6709                 NaN   13.2252                 NaN            NaN            NaN            NaN            NaN            NaN
  111301.        1942.99                 NaN   56.9979        16.0901        13.6612                 NaN   13.2509                 NaN            NaN            NaN            NaN            NaN            NaN
  111401.        1943.35                 NaN   56.9988        16.0732        13.6515                 NaN   13.2765                 NaN            NaN            NaN            NaN            NaN            NaN
  111501.        1943.70                 NaN   56.9997        16.0563        13.6418                 NaN   13.3022                 NaN            NaN            NaN            NaN            NaN            NaN
  111601.        1944.06                 NaN   57.0007        16.0394        13.6321                 NaN   13.3278                 NaN            NaN            NaN            NaN            NaN            NaN
  111701.        1944.41                 NaN   57.0016        16.0225        13.6224                 NaN   13.3535                 NaN            NaN            NaN            NaN            NaN            NaN
  111801.        1944.76                 NaN   57.0025        16.0057        13.6127                 NaN   13.3791                 NaN            NaN            NaN            NaN            NaN            NaN
  111901.        1945.12                 NaN   57.0035        15.9888        13.6030                 NaN   13.4048                 NaN            NaN            NaN            NaN            NaN            NaN
  112001.        1945.47                 NaN   57.0044        15.9719        13.5933                 NaN   13.4304                 NaN            NaN            NaN            NaN            NaN            NaN
  112101.        1945.82                 NaN   57.0053        15.9550        13.5836                 NaN   13.4561                 NaN            NaN            NaN            NaN            NaN            NaN
  112201.        1946.17                 NaN   57.0062        15.9381        13.5739                 NaN   13.4817                 NaN            NaN            NaN            NaN            NaN            NaN
  112301.        1946.52                 NaN   57.0072        15.9212        13.5642                 NaN   13.5074                 NaN            NaN            NaN            NaN            NaN            NaN
  112401.        1946.87                 NaN   57.0081        15.9044        13.5545                 NaN   13.5330                 NaN            NaN            NaN            NaN            NaN            NaN
  112501.        1947.22                 NaN   57.0090        15.8875        13.5448                 NaN   13.5587                 NaN            NaN            NaN            NaN            NaN            NaN
  112601.        1947.57                 NaN   57.0099        15.8706        13.5351                 NaN   13.5843                 NaN            NaN            NaN            NaN            NaN            NaN
  112701.        1947.92                 NaN   57.0109        15.8537        13.5254                 NaN   13.6100                 NaN            NaN            NaN            NaN            NaN            NaN
  112801.        1948.27                 NaN   57.0118        15.8368        13.5157                 NaN   13.6357                 NaN            NaN            NaN            NaN            NaN            NaN
  112901.        1948.62                 NaN   57.0127        15.8199        13.5060                 NaN   13.6613                 NaN            NaN            NaN            NaN            NaN            NaN
  113001.        1948.96                 NaN   57.0136        15.8031        13.4963                 NaN   13.6870                 NaN            NaN            NaN            NaN            NaN            NaN
  113101.        1949.31                 NaN   57.0145        15.7862        13.4866                 NaN   13.7127                 NaN            NaN            NaN            NaN            NaN            NaN
  113201.        1949.65                 NaN   57.0155        15.7693        13.4769                 NaN   13.7383                 NaN            NaN            NaN            NaN            NaN            NaN
  113301.        1950.00                 NaN   57.0164        15.7524        13.4672                 NaN   13.7640                 NaN            NaN            NaN            NaN            NaN            NaN
  113401.        1950.34                 NaN   57.0173        15.7355        13.4575                 NaN   13.7897                 NaN            NaN            NaN            NaN            NaN            NaN
  113501.        1950.69                 NaN   57.0182        15.7186        13.4478                 NaN   13.8153                 NaN            NaN            NaN            NaN            NaN            NaN
  113601.        1951.03                 NaN   57.0191        15.7017        13.4381                 NaN   13.8410                 NaN            NaN            NaN            NaN            NaN            NaN
  113701.        1951.37                 NaN   57.0201        15.6848        13.4284                 NaN   13.8667                 NaN            NaN            NaN            NaN            NaN            NaN
  113801.        1951.72                 NaN   57.0210        15.6680        13.4187                 NaN   13.8924                 NaN            NaN            NaN            NaN            NaN            NaN
  113901.        1952.06                 NaN   57.0219        15.6511        13.4090                 NaN   13.9180                 NaN            NaN            NaN            NaN            NaN            NaN
  114001.        1952.40                 NaN   57.0228        15.6342        13.3993                 NaN   13.9437                 NaN            NaN            NaN            NaN            NaN            NaN
  114101.        1952.74                 NaN   57.0237        15.6173        13.3896                 NaN   13.9694                 NaN            NaN            NaN            NaN            NaN            NaN
  114201.        1953.08                 NaN   57.0246        15.6004        13.3799                 NaN   13.9951                 NaN            NaN            NaN            NaN            NaN            NaN
  114301.        1953.42                 NaN   57.0256        15.5835        13.3702                 NaN   14.0208                 NaN            NaN            NaN            NaN            NaN            NaN
  114401.        1953.76                 NaN   57.0265        15.5666        13.3604                 NaN   14.0465                 NaN            NaN            NaN            NaN            NaN            NaN
  114501.        1954.10                 NaN   57.0274        15.5497        13.3507                 NaN   14.0721                 NaN            NaN            NaN            NaN            NaN            NaN
  114601.        1954.43                 NaN   57.0283        15.5328        13.3410                 NaN   14.0978                 NaN            NaN            NaN            NaN            NaN            NaN
  114701.        1954.77                 NaN   57.0292        15.5160        13.3313                 NaN   14.1235                 NaN            NaN            NaN            NaN            NaN            NaN
  114801.        1955.11                 NaN   57.0301        15.4991        13.3216                 NaN   14.1492                 NaN            NaN            NaN            NaN            NaN            NaN
  114901.        1955.44                 NaN   57.0310        15.4822        13.3119                 NaN   14.1749                 NaN            NaN            NaN            NaN            NaN            NaN
  115001.        1955.78                 NaN   57.0319        15.4653        13.3022                 NaN   14.2006                 NaN            NaN            NaN            NaN            NaN            NaN
  115101.        1956.11                 NaN   57.0329        15.4484        13.2925                 NaN   14.2263                 NaN            NaN            NaN            NaN            NaN            NaN
  115201.        1956.45                 NaN   57.0338        15.4315        13.2828                 NaN   14.2520                 NaN            NaN            NaN            NaN            NaN            NaN
  115301.        1956.78                 NaN   57.0347        15.4146        13.2731                 NaN   14.2777                 NaN            NaN            NaN            NaN            NaN            NaN
  115401.        1957.12                 NaN   57.0357        15.3957        13.2626                 NaN   14.3060                 NaN            NaN            NaN            NaN            NaN            NaN
  115501.        1957.45                 NaN   57.0372        15.3661        13.2485                 NaN   14.3482                 NaN            NaN            NaN            NaN            NaN            NaN
  115601.        1957.78                 NaN   57.0388        15.3365        13.2343                 NaN   14.3904                 NaN            NaN            NaN            NaN            NaN            NaN
  115701.        1958.11                 NaN   57.0404        15.3068        13.2202                 NaN   14.4326                 NaN            NaN            NaN            NaN            NaN            NaN
  115801.        1958.44                 NaN   57.0419        15.2772        13.2060                 NaN   14.4748                 NaN            NaN            NaN            NaN            NaN            NaN
  115901.        1958.77                 NaN   57.0435        15.2476        13.1919                 NaN   14.5171                 NaN            NaN            NaN            NaN            NaN            NaN
  116001.        1959.10                 NaN   57.0450        15.2180        13.1777                 NaN   14.5593                 NaN            NaN            NaN            NaN            NaN            NaN
  116101.        1959.43                 NaN   57.0466        15.1884        13.1636                 NaN   14.6015                 NaN            NaN            NaN            NaN            NaN            NaN
  116201.        1959.76                 NaN   57.0481        15.1587        13.1494                 NaN   14.6437                 NaN            NaN            NaN            NaN            NaN            NaN
  116301.        1960.09                 NaN   57.0497        15.1291        13.1352                 NaN   14.6860                 NaN            NaN            NaN            NaN            NaN            NaN
  116401.        1960.42                 NaN   57.0512        15.0995        13.1211                 NaN   14.7282                 NaN            NaN            NaN            NaN            NaN            NaN
  116501.        1960.75                 NaN   57.0528        15.0699        13.1069                 NaN   14.7705                 NaN            NaN            NaN            NaN            NaN            NaN
  116601.        1961.07                 NaN   57.0543        15.0402        13.0928                 NaN   14.8127                 NaN            NaN            NaN            NaN            NaN            NaN
  116701.        1961.40                 NaN   57.0559        15.0106        13.0786                 NaN   14.8549                 NaN            NaN            NaN            NaN            NaN            NaN
  116801.        1961.72                 NaN   57.0574        14.9810        13.0644                 NaN   14.8972                 NaN            NaN            NaN            NaN            NaN            NaN
  116901.        1962.05                 NaN   57.0590        14.9513        13.0503                 NaN   14.9394                 NaN            NaN            NaN            NaN            NaN            NaN
  117001.        1962.37                 NaN   57.0605        14.9217        13.0361                 NaN   14.9817                 NaN            NaN            NaN            NaN            NaN            NaN
  117101.        1962.70                 NaN   57.0620        14.8921        13.0219                 NaN   15.0240                 NaN            NaN            NaN            NaN            NaN            NaN
  117201.        1963.02                 NaN   57.0636        14.8624        13.0078                 NaN   15.0662                 NaN            NaN            NaN            NaN            NaN            NaN
  117301.        1963.34                 NaN   57.0651        14.8328        12.9936                 NaN   15.1085                 NaN            NaN            NaN            NaN            NaN            NaN
  117401.        1963.66                 NaN   57.0667        14.8031        12.9794                 NaN   15.1508                 NaN            NaN            NaN            NaN            NaN            NaN
  117501.        1963.99                 NaN   57.0682        14.7735        12.9653                 NaN   15.1930                 NaN            NaN            NaN            NaN            NaN            NaN
  117601.        1964.31                 NaN   57.0698        14.7439        12.9511                 NaN   15.2353                 NaN            NaN            NaN            NaN            NaN            NaN
  117701.        1964.63                 NaN   57.0713        14.7142        12.9369                 NaN   15.2776                 NaN            NaN            NaN            NaN            NaN            NaN
  117801.        1964.95                 NaN   57.0728        14.6846        12.9227                 NaN   15.3199                 NaN            NaN            NaN            NaN            NaN            NaN
  117901.        1965.27                 NaN   57.0744        14.6549        12.9086                 NaN   15.3622                 NaN            NaN            NaN            NaN            NaN            NaN
  118001.        1965.59                 NaN   57.0759        14.6253        12.8944                 NaN   15.4044                 NaN            NaN            NaN            NaN            NaN            NaN
  118101.        1965.90                 NaN   57.0774        14.5956        12.8802                 NaN   15.4467                 NaN            NaN            NaN            NaN            NaN            NaN
  118201.        1966.22                 NaN   57.0790        14.5660        12.8660                 NaN   15.4890                 NaN            NaN            NaN            NaN            NaN            NaN
  118301.        1966.54                 NaN   57.0805        14.5363        12.8518                 NaN   15.5313                 NaN            NaN            NaN            NaN            NaN            NaN
  118401.        1966.86                 NaN   57.0821        14.5066        12.8377                 NaN   15.5736                 NaN            NaN            NaN            NaN            NaN            NaN
  118501.        1967.17                 NaN   57.0836        14.4770        12.8235                 NaN   15.6159                 NaN            NaN            NaN            NaN            NaN            NaN
  118601.        1967.49                 NaN   57.0851        14.4473        12.8093                 NaN   15.6582                 NaN            NaN            NaN            NaN            NaN            NaN
  118701.        1967.80                 NaN   57.0867        14.4177        12.7951                 NaN   15.7006                 NaN            NaN            NaN            NaN            NaN            NaN
  118801.        1968.12                 NaN   57.0882        14.3880        12.7809                 NaN   15.7429                 NaN            NaN            NaN            NaN            NaN            NaN
  118901.        1968.43                 NaN   57.0897        14.3583        12.7668                 NaN   15.7852                 NaN            NaN            NaN            NaN            NaN            NaN
  119001.        1968.74                 NaN   57.0913        14.3287        12.7526                 NaN   15.8275                 NaN            NaN            NaN            NaN            NaN            NaN
  119101.        1969.06                 NaN   57.0928        14.2990        12.7384                 NaN   15.8698                 NaN            NaN            NaN            NaN            NaN            NaN
  119201.        1969.37                 NaN   57.0943        14.2693        12.7242                 NaN   15.9122                 NaN            NaN            NaN            NaN            NaN            NaN
  119301.        1969.68                 NaN   57.0958        14.2397        12.7100                 NaN   15.9545                 NaN            NaN            NaN            NaN            NaN            NaN
  119401.        1969.99                 NaN   57.0974        14.2100        12.6958                 NaN   15.9968                 NaN            NaN            NaN            NaN            NaN            NaN
  119501.        1970.30                 NaN   57.0989        14.1803        12.6816                 NaN   16.0392                 NaN            NaN            NaN            NaN            NaN            NaN
  119601.        1970.61                 NaN   57.1004        14.1506        12.6674                 NaN   16.0815                 NaN            NaN            NaN            NaN            NaN            NaN
  119701.        1970.92                 NaN   57.1020        14.1210        12.6532                 NaN   16.1238                 NaN            NaN            NaN            NaN            NaN            NaN
  119801.        1971.23                 NaN   57.1035        14.0913        12.6390                 NaN   16.1662                 NaN            NaN            NaN            NaN            NaN            NaN
  119901.        1971.54                 NaN   57.1050        14.0616        12.6248                 NaN   16.2085                 NaN            NaN            NaN            NaN            NaN            NaN
  120001.        1971.84                 NaN   57.1065        14.0319        12.6106                 NaN   16.2509                 NaN            NaN            NaN            NaN            NaN            NaN
  120101.        1972.15                 NaN   57.1081        14.0023        12.5964                 NaN   16.2933                 NaN            NaN            NaN            NaN            NaN            NaN
  120201.        1972.46                 NaN   57.1096        13.9726        12.5822                 NaN   16.3356                 NaN            NaN            NaN            NaN            NaN            NaN
  120301.        1972.76                 NaN   57.1111        13.9429        12.5680                 NaN   16.3780                 NaN            NaN            NaN            NaN            NaN            NaN
  120401.        1973.07                 NaN   57.1126        13.9132        12.5538                 NaN   16.4203                 NaN            NaN            NaN            NaN            NaN            NaN
  120501.        1973.37                 NaN   57.1141        13.8835        12.5396                 NaN   16.4627                 NaN            NaN            NaN            NaN            NaN            NaN
  120601.        1973.68                 NaN   57.1157        13.8538        12.5254                 NaN   16.5051                 NaN            NaN            NaN            NaN            NaN            NaN
  120701.        1973.98                 NaN   57.1172        13.8241        12.5112                 NaN   16.5475                 NaN            NaN            NaN            NaN            NaN            NaN
  120801.        1974.29                 NaN   57.1187        13.7944        12.4970                 NaN   16.5898                 NaN            NaN            NaN            NaN            NaN            NaN
  120901.        1974.59                 NaN   57.1202        13.7647        12.4828                 NaN   16.6322                 NaN            NaN            NaN            NaN            NaN            NaN
  121001.        1974.89                 NaN   57.1217        13.7350        12.4686                 NaN   16.6746                 NaN            NaN            NaN            NaN            NaN            NaN
  121101.        1975.19                 NaN   57.1232        13.7053        12.4544                 NaN   16.7170                 NaN            NaN            NaN            NaN            NaN            NaN
  121201.        1975.49                 NaN   57.1248        13.6757        12.4402                 NaN   16.7594                 NaN            NaN            NaN            NaN            NaN            NaN
  121301.        1975.79                 NaN   57.1263        13.6460        12.4260                 NaN   16.8018                 NaN            NaN            NaN            NaN            NaN            NaN
  121401.        1976.09                 NaN   57.1384        13.3997        12.3449                 NaN   17.1170                 NaN            NaN            NaN            NaN            NaN            NaN
  121501.        1976.39                 NaN   57.1409        13.3485        12.3241                 NaN   17.1865                 NaN            NaN            NaN            NaN            NaN            NaN
  121601.        1976.69                 NaN   57.1435        13.2973        12.3032                 NaN   17.2560                 NaN            NaN            NaN            NaN            NaN            NaN
  121701.        1976.99                 NaN   57.1460        13.2461        12.2824                 NaN   17.3255                 NaN            NaN            NaN            NaN            NaN            NaN
  121801.        1977.29                 NaN   57.1339        13.4964        12.3546                 NaN   17.0151                 NaN            NaN            NaN            NaN            NaN            NaN
  121901.        1977.59                 NaN   57.1363        13.4481        12.3347                 NaN   17.0809                 NaN            NaN            NaN            NaN            NaN            NaN
  122001.        1977.88                 NaN   57.1387        13.3998        12.3147                 NaN   17.1468                 NaN            NaN            NaN            NaN            NaN            NaN
  122101.        1978.18                 NaN   57.1411        13.3515        12.2947                 NaN   17.2126                 NaN            NaN            NaN            NaN            NaN            NaN
  122201.        1978.47                 NaN   57.1436        13.3032        12.2748                 NaN   17.2785                 NaN            NaN            NaN            NaN            NaN            NaN
  122301.        1978.77                 NaN   57.1460        13.2548        12.2548                 NaN   17.3444                 NaN            NaN            NaN            NaN            NaN            NaN
  122401.        1979.06                 NaN   57.1484        13.2065        12.2349                 NaN   17.4102                 NaN            NaN            NaN            NaN            NaN            NaN
  122501.        1979.36                 NaN   57.1508        13.1582        12.2149                 NaN   17.4761                 NaN            NaN            NaN            NaN            NaN            NaN
  122601.        1979.65                 NaN   57.1532        13.1099        12.1949                 NaN   17.5420                 NaN            NaN            NaN            NaN            NaN            NaN
  122701.        1979.94                 NaN   57.1556        13.0615        12.1749                 NaN   17.6079                 NaN            NaN            NaN            NaN            NaN            NaN
  122801.        1980.23                 NaN   57.1580        13.0132        12.1550                 NaN   17.6738                 NaN            NaN            NaN            NaN            NaN            NaN
  122901.        1980.53                 NaN   57.1604        12.9649        12.1350                 NaN   17.7397                 NaN            NaN            NaN            NaN            NaN            NaN
  123001.        1980.82                 NaN   57.2135        11.9501        11.7156                 NaN   19.1208                 NaN            NaN            NaN            NaN            NaN            NaN
  123101.        1981.11                 NaN   57.2134        11.9501        11.7156                 NaN   19.1210                 NaN            NaN            NaN            NaN            NaN            NaN
  123201.        1981.40                 NaN   57.2132        11.9500        11.7155                 NaN   19.1212                 NaN            NaN            NaN            NaN            NaN            NaN
  123301.        1981.69                 NaN   57.2131        11.9499        11.7155                 NaN   19.1214                 NaN            NaN            NaN            NaN            NaN            NaN
  123401.        1981.98                 NaN   57.2130        11.9499        11.7155                 NaN   19.1216                 NaN            NaN            NaN            NaN            NaN            NaN
  123501.        1982.27                 NaN   57.1842        12.4826        11.9558                 NaN   18.3774                 NaN            NaN            NaN            NaN            NaN            NaN
  123601.        1982.55                 NaN   57.1932        12.2962        11.8934                 NaN   18.6172                 NaN            NaN            NaN            NaN            NaN            NaN
  123701.        1982.84                 NaN   57.1950        12.2607        11.8774                 NaN   18.6669                 NaN            NaN            NaN            NaN            NaN            NaN
  123801.        1983.13                 NaN   57.1968        12.2253        11.8614                 NaN   18.7166                 NaN            NaN            NaN            NaN            NaN            NaN
  123901.        1983.41                 NaN   57.1985        12.1898        11.8454                 NaN   18.7663                 NaN            NaN            NaN            NaN            NaN            NaN
  124001.        1983.70                 NaN   57.2003        12.1544        11.8293                 NaN   18.8160                 NaN            NaN            NaN            NaN            NaN            NaN
  124101.        1983.98                 NaN   57.2021        12.1189        11.8133                 NaN   18.8657                 NaN            NaN            NaN            NaN            NaN            NaN
  124201.        1984.27                 NaN   57.2039        12.0835        11.7973                 NaN   18.9154                 NaN            NaN            NaN            NaN            NaN            NaN
  124301.        1984.55                 NaN   57.1942        12.2837        11.8539                 NaN   18.6681                 NaN            NaN            NaN            NaN            NaN            NaN
  124401.        1984.84                 NaN   57.1969        12.2300        11.8323                 NaN   18.7408                 NaN            NaN            NaN            NaN            NaN            NaN
  124501.        1985.12                 NaN   57.1995        12.1763        11.8107                 NaN   18.8135                 NaN            NaN            NaN            NaN            NaN            NaN
  124601.        1985.40                 NaN   57.2041        12.0827        11.7768                 NaN   18.9364                 NaN            NaN            NaN            NaN            NaN            NaN
  124701.        1985.68                 NaN   57.2037        12.0935        11.7749                 NaN   18.9280                 NaN            NaN            NaN            NaN            NaN            NaN
  124801.        1985.96                 NaN   57.2067        12.0315        11.7508                 NaN   19.0111                 NaN            NaN            NaN            NaN            NaN            NaN
  124901.        1986.25                 NaN   57.2097        11.9695        11.7266                 NaN   19.0942                 NaN            NaN            NaN            NaN            NaN            NaN
  125001.        1986.53                 NaN   57.2108        11.9487        11.7150                 NaN   19.1255                 NaN            NaN            NaN            NaN            NaN            NaN
  125101.        1986.81                 NaN   57.2138        11.8879        11.6912                 NaN   19.2071                 NaN            NaN            NaN            NaN            NaN            NaN
  125201.        1987.08                 NaN   57.2168        11.8271        11.6674                 NaN   19.2887                 NaN            NaN            NaN            NaN            NaN            NaN
  125301.        1987.36                 NaN   57.2197        11.7663        11.6436                 NaN   19.3703                 NaN            NaN            NaN            NaN            NaN            NaN
  125401.        1987.64                 NaN   57.2227        11.7055        11.6198                 NaN   19.4519                 NaN            NaN            NaN            NaN            NaN            NaN
  125501.        1987.92                 NaN   57.2257        11.6447        11.5960                 NaN   19.5336                 NaN            NaN            NaN            NaN            NaN            NaN
  125601.        1988.20                 NaN   57.2287        11.5839        11.5722                 NaN   19.6153                 NaN            NaN            NaN            NaN            NaN            NaN
  125701.        1988.47                 NaN   57.2316        11.5231        11.5484                 NaN   19.6969                 NaN            NaN            NaN            NaN            NaN            NaN
  125801.        1988.75                 NaN   57.2346        11.4623        11.5245                 NaN   19.7786                 NaN            NaN            NaN            NaN            NaN            NaN
  125901.        1989.02                 NaN   57.2345        11.4617        11.5243                 NaN   19.7795                 NaN            NaN            NaN            NaN            NaN            NaN
  126001.        1989.30                 NaN   57.2343        11.4617        11.5243                 NaN   19.7797                 NaN            NaN            NaN            NaN            NaN            NaN
  126101.        1989.57                 NaN   57.2342        11.4616        11.5243                 NaN   19.7799                 NaN            NaN            NaN            NaN            NaN            NaN
  126201.        1989.85                 NaN   57.2340        11.4616        11.5243                 NaN   19.7801                 NaN            NaN            NaN            NaN            NaN            NaN
  126301.        1990.12                 NaN   55.9388        10.9381        11.3573                 NaN   20.4744        1.29131                 NaN            NaN            NaN            NaN            NaN
  126401.        1990.39                 NaN   55.9387        10.9381        11.3573                 NaN   20.4746        1.29132                 NaN            NaN            NaN            NaN            NaN
  126501.        1990.66                 NaN   55.9385        10.9380        11.3572                 NaN   20.4749        1.29133                 NaN            NaN            NaN            NaN            NaN
  126601.        1990.94                 NaN   55.9384        10.9380        11.3572                 NaN   20.4751        1.29134                 NaN            NaN            NaN            NaN            NaN
  126701.        1991.21                 NaN   55.2958        10.8719        11.3466                 NaN   20.5634        1.92235                 NaN            NaN            NaN            NaN            NaN
  126801.        1991.48                 NaN   54.6391        10.8043        11.3358                 NaN   20.6536        2.56717                 NaN            NaN            NaN            NaN            NaN
  126901.        1991.75                 NaN   53.9819        10.7367        11.3250                 NaN   20.7439        3.21256                 NaN            NaN            NaN            NaN            NaN
  127001.        1992.02                 NaN   53.3241        10.6690        11.3142                 NaN   20.8343        3.85851                 NaN            NaN            NaN            NaN            NaN
  127101.        1992.29                 NaN   52.6657        10.6013        11.3033                 NaN   20.9247        4.50502                 NaN            NaN            NaN            NaN            NaN
  127201.        1992.55                 NaN   52.0068        10.5335        11.2924                 NaN   21.0152        5.15209                 NaN            NaN            NaN            NaN            NaN
  127301.        1992.82                 NaN   51.3472        10.4656        11.2816                 NaN   21.1058        5.79973                 NaN            NaN            NaN            NaN            NaN
  127401.        1993.09                 NaN   50.6872        10.3977        11.2707                 NaN   21.1965        6.44794                 NaN            NaN            NaN            NaN            NaN
  127501.        1993.36                 NaN   49.6167        10.2830        11.2471                 NaN   21.3535        7.49955                 NaN            NaN            NaN            NaN            NaN
  127601.        1993.62                 NaN   48.9095        10.2098        11.2348                 NaN   21.4518        8.19414                 NaN            NaN            NaN            NaN            NaN
  127701.        1993.89                 NaN   48.2015        10.1364        11.2225                 NaN   21.5502        8.88937                 NaN            NaN            NaN            NaN            NaN
  127801.        1994.15                 NaN   47.4930        10.0630        11.2101                 NaN   21.6486        9.58525                 NaN            NaN            NaN            NaN            NaN
  127901.        1994.42                 NaN   47.3782        10.0573        11.2161                 NaN   21.6510        9.69744                 NaN            NaN            NaN            NaN            NaN
  128001.        1994.68                 NaN   46.7147        9.98898        11.2052                 NaN   21.7421        10.3490                 NaN            NaN            NaN            NaN            NaN
  128101.        1994.95                 NaN   46.0506        9.92065        11.1942                 NaN   21.8333        11.0012                 NaN            NaN            NaN            NaN            NaN
  128201.        1995.21                 NaN   45.3860        9.85226        11.1832                 NaN   21.9246        11.6539                 NaN            NaN            NaN            NaN            NaN
  128301.        1995.47                 NaN   44.1289        9.71640        11.1540                 NaN   22.1117        12.8891                 NaN            NaN            NaN            NaN            NaN
  128401.        1995.73                 NaN   43.4542        9.64689        11.1427                 NaN   22.2045        13.5517                 NaN            NaN            NaN            NaN            NaN
  128501.        1995.99                 NaN   42.7789        9.57732        11.1315                 NaN   22.2975        14.2148                 NaN            NaN            NaN            NaN            NaN
  128601.        1996.25                 NaN   41.9905        9.49486        11.1167                 NaN   22.4087        14.9893                 NaN            NaN            NaN            NaN            NaN
  128701.        1996.52                 NaN   41.3916        9.43399        11.1078                 NaN   22.4892        15.5774                 NaN            NaN            NaN            NaN            NaN
  128801.        1996.77                 NaN   40.6697        9.35912        11.0951                 NaN   22.5897        16.2864                 NaN            NaN            NaN            NaN            NaN
  128901.        1997.03                 NaN   39.9471        9.28418        11.0824                 NaN   22.6902        16.9961                 NaN            NaN            NaN            NaN            NaN
  129001.        1997.29                 NaN   39.2239        9.20917        11.0697                 NaN   22.7908        17.7065                 NaN            NaN            NaN            NaN            NaN
  129101.        1997.55                 NaN   38.4999        9.13408        11.0569                 NaN   22.8915        18.4176                 NaN            NaN            NaN            NaN            NaN
  129201.        1997.81                 NaN   37.7753        9.05893        11.0442                 NaN   22.9923        19.1293                 NaN            NaN            NaN            NaN            NaN
  129301.        1998.07                 NaN   37.0213        8.98044        11.0305                 NaN   23.0978        19.8699                 NaN            NaN            NaN            NaN            NaN
  129401.        1998.32                 NaN   36.2560        8.90067        11.0165                 NaN   23.2051        20.6216                 NaN            NaN            NaN            NaN            NaN
  129501.        1998.58                 NaN   35.1873        8.78930        10.9945                 NaN   23.3574        21.6715                 NaN            NaN            NaN            NaN            NaN
  129601.        1998.83                 NaN   33.9929        8.66177        10.9677                 NaN   23.5326        22.8450                 NaN            NaN            NaN            NaN            NaN
  129701.        1999.09                 NaN   33.1013        8.56872        10.9503                 NaN   23.6588        23.7208                 NaN            NaN            NaN            NaN            NaN
  129801.        1999.34                 NaN   32.5373        8.51089        10.9421                 NaN   23.7349        24.2748                 NaN            NaN            NaN            NaN            NaN
  129901.        1999.60                 NaN   32.3369        8.49216        10.9442                 NaN   23.7554        24.4714                 NaN            NaN            NaN            NaN            NaN
  130001.        1999.85                 NaN   31.4792        8.40275        10.9278                 NaN   23.8763        25.3139                 NaN            NaN            NaN            NaN            NaN
  130101.        2000.10                 NaN   30.6206        8.31326        10.9113                 NaN   23.9974        26.1574                 NaN            NaN            NaN            NaN            NaN
