|6.6.6
mars_t13_2.tab                                                                                      
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          14
P(bar)         T(K)           Pl             O              Opx            Cpx            Sp             Gt             Wad            C2/c           Ring           ca-pv          Wus            Pv            
  3901.00        1271.61        11.0560        60.0416        22.8838        6.01856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4001.00        1272.41        10.9735        60.0145        22.9308        6.08133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4101.00        1273.22        10.8909        59.9872        22.9777        6.14410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4201.00        1274.02        10.8084        59.9600        23.0247        6.20690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4301.00        1274.83        10.7258        59.9328        23.0717        6.26971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4401.00        1275.64        10.6432        59.9055        23.1187        6.33253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4501.00        1276.44        10.5607        59.8783        23.1657        6.39538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4601.00        1277.25        10.4781        59.8510        23.2127        6.45823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4701.00        1278.05        10.3955        59.8237        23.2597        6.52111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4801.00        1278.86        10.3128        59.7964        23.3067        6.58399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  4901.00        1279.67        10.2302        59.7691        23.3538        6.64690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5001.00        1280.47        10.1476        59.7418        23.4008        6.70982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5101.00        1281.28        10.0649        59.7145        23.4479        6.77275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5201.00        1282.08        9.98224        59.6871        23.4949        6.83570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5301.00        1282.89        9.89956        59.6598        23.5420        6.89867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5401.00        1283.69        9.81688        59.6324        23.5891        6.96165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5501.00        1284.50        9.73418        59.6050        23.6362        7.02464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5601.00        1285.30        9.65146        59.5776        23.6833        7.08766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5701.00        1286.11        9.56874        59.5502        23.7304        7.15068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5801.00        1286.91        9.48601        59.5228        23.7775        7.21372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  5901.00        1287.72        9.40326        59.4954        23.8246        7.27678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6001.00        1288.52        10.0684        59.7255        23.4386        6.76747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6101.00        1289.33        9.42976        59.5066        23.8077        7.25598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6201.00        1290.13        9.28514        59.4578        23.8906        7.36641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6301.00        1290.94        9.83973        59.6499        23.5687        6.94168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6401.00        1291.74        9.72121        59.6102        23.6365        7.03211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6501.00        1292.54        10.3523        59.8287        23.2702        6.54874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6601.00        1293.35        10.2599        59.7979        23.3230        6.61923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6701.00        1294.15        10.1674        59.7671        23.3757        6.68974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        1294.96        10.0749        59.7363        23.4285        6.76027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        1295.76        9.98234        59.7055        23.4813        6.83084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        1296.56        9.88978        59.6747        23.5341        6.90142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        1297.37        9.79720        59.6438        23.5870        6.97203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        1298.17        9.70460        59.6129        23.6398        7.04267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        1298.97        9.61198        59.5820        23.6927        7.11333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        1299.78        9.51933        59.5511        23.7456        7.18401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        1300.58        9.42666        59.5202        23.7984        7.25472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        1301.38        9.33397        59.4892        23.8513        7.32545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        1302.19        9.24125        59.4583        23.9043        7.39621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        1302.99        9.14851        59.4273        23.9572        7.46699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        1303.79        9.05575        59.3963        24.0102        7.53780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        1304.59        8.96297        59.3653        24.0631        7.60863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        1305.40        8.87016        59.3342        24.1161        7.67949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        1306.20        8.77733        59.3032        24.1691        7.75037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        1307.00        8.68448        59.2721        24.2221        7.82127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        1307.80        8.59160        59.2410        24.2752        7.89220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        1308.61        8.49871        59.2099        24.3282        7.96316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        1309.41        8.40579        59.1788        24.3813        8.03414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        1310.21        8.31284        59.1477        24.4343        8.10514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        1311.01        8.21988        59.1165        24.4874        8.17617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        1311.81        8.12689        59.0854        24.5405        8.24722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        1312.61        8.03388        59.0542        24.5936        8.31830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        1313.41        7.94084        59.0230        24.6468        8.38940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        1314.22        7.84778        58.9918        24.6999        8.46052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        1315.02        7.75470        58.9605        24.7531        8.53167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        1315.82        7.66160        58.9293        24.8063        8.60285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        1316.62        7.56848        58.8980        24.8595        8.67405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        1317.42        7.47533        58.8667        24.9127        8.74527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        1318.22        7.46066        58.8626        24.9205        8.75625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        1319.02        7.46023        58.8634        24.9201        8.75631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        1319.82        7.45979        58.8642        24.9197        8.75637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        1320.62        7.45936        58.8649        24.9193        8.75643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10101.0        1321.42        6.06390        58.3115        25.7381        9.82058       0.659052E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10201.0        1322.22        6.06353        58.3122        25.7377        9.82064       0.659076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10301.0        1323.02        6.06316        58.3130        25.7372        9.82071       0.659100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10401.0        1323.82        6.06279        58.3137        25.7368        9.82077       0.659124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10501.0        1324.62        5.92738        58.2595        25.8137        9.92512       0.742300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10601.0        1325.42        5.76498        58.1943        25.9061        10.0503       0.842121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10701.0        1326.22        5.58791        58.1074        26.0111        10.1849       0.108750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10801.0        1327.02        5.43992        58.0638        26.0911        10.3010       0.104197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10901.0        1327.81        5.27727        57.9984        26.1836        10.4265       0.114200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11001.0        1328.61        5.11453        57.9330        26.2762        10.5520       0.124210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11101.0        1329.41        4.95171        57.8675        26.3689        10.6776       0.134227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11201.0        1330.21        4.58423        57.6216        26.6066        10.9463       0.241238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11301.0        1331.01        4.62582        57.7365        26.5544        10.9291       0.154281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11401.0        1331.81        4.46275        57.6708        26.6472        11.0549       0.164319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11501.0        1332.60        4.35134        57.4329        26.7657        11.1109       0.339257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11601.0        1333.40        4.35106        57.4335        26.7652        11.1110       0.339269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11701.0        1334.20        3.97305        57.4736        26.9259        11.4330       0.194474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11801.0        1335.00        3.80965        57.4078        27.0189        11.5591       0.204540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  11901.0        1335.79        3.64616        57.3419        27.1120        11.6854       0.214612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12001.0        1336.59        3.48259        57.2759        27.2051        11.8117       0.224692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12101.0        1337.39        3.31894        57.2099        27.2983        11.9381       0.234778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12201.0        1338.18        2.91446        56.9219        27.5644        12.2319       0.367309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12301.0        1338.98        2.99139        57.0777        27.4848        12.1912       0.254972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12401.0        1339.78        2.82749        57.0115        27.5781        12.3178       0.265079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12501.0        1340.57        2.64786        56.9221        27.6848        12.4544       0.290753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12601.0        1341.37        2.49944        56.8790        27.7649        12.5713       0.285314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12701.0        1342.17        2.33530        56.8127        27.8583        12.6982       0.295443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12801.0        1342.96        2.17106        56.7463        27.9519        12.8252       0.305578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  12901.0        1343.76        2.00675        56.6799        28.0454        12.9522       0.315720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13001.0        1344.55        1.84235        56.6134        28.1391        13.0794       0.325869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13101.0        1345.35        1.67787        56.5468        28.2327        13.2066       0.336025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13201.0        1346.14        1.51330        56.4802        28.3265        13.3338       0.346188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13301.0        1346.94        1.34865        56.4135        28.4203        13.4612       0.356358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13401.0        1347.73        1.14916        56.2954        28.5437        13.6106       0.401024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13501.0        1348.53        1.00001        56.2518        28.6242        13.7282       0.395660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13601.0        1349.32       0.818360        56.1986        28.7224        13.8715       0.389123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13701.0        1350.12       0.818301        56.1991        28.7219        13.8716       0.389136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13801.0        1350.91       0.818242        56.1996        28.7214        13.8716       0.389149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  13901.0        1351.71       0.818183        56.2001        28.7208        13.8717       0.389161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14001.0        1352.50       0.818124        56.2006        28.7203        13.8718       0.389174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14101.0        1353.29                 NaN   55.9885        29.1517        14.5265       0.333337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14201.0        1354.09                 NaN   55.9890        29.1511        14.5265       0.333347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14301.0        1354.88                 NaN   55.9895        29.1506        14.5266       0.333358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14401.0        1355.67                 NaN   55.9899        29.1500        14.5267       0.333368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14501.0        1356.47                 NaN   55.9904        29.1495        14.5267       0.333379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14601.0        1357.26                 NaN   55.9909        29.1489        14.5268       0.333390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14701.0        1358.05                 NaN   55.9914        29.1484        14.5269       0.333400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14801.0        1358.85                 NaN   55.9919        29.1478        14.5269       0.333411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  14901.0        1359.64                 NaN   56.4317        27.5781        14.3247                 NaN   1.66551                 NaN            NaN            NaN            NaN            NaN            NaN
  15001.0        1360.43                 NaN   56.4321        27.5775        14.3248                 NaN   1.66555                 NaN            NaN            NaN            NaN            NaN            NaN
  15101.0        1361.22                 NaN   56.4326        27.5770        14.3248                 NaN   1.66560                 NaN            NaN            NaN            NaN            NaN            NaN
  15201.0        1362.01                 NaN   56.4330        27.5765        14.3249                 NaN   1.66564                 NaN            NaN            NaN            NaN            NaN            NaN
  15301.0        1362.81                 NaN   56.4354        27.5332        14.3209                 NaN   1.71054                 NaN            NaN            NaN            NaN            NaN            NaN
  15401.0        1363.60                 NaN   56.4385        27.4762        14.3155                 NaN   1.76985                 NaN            NaN            NaN            NaN            NaN            NaN
  15501.0        1364.39                 NaN   56.4403        27.4431        14.3156                 NaN   1.80093                 NaN            NaN            NaN            NaN            NaN            NaN
  15601.0        1365.18                 NaN   56.4429        27.3948        14.3122                 NaN   1.85001                 NaN            NaN            NaN            NaN            NaN            NaN
  15701.0        1365.97                 NaN   56.4476        27.3051        14.2994                 NaN   1.94782                 NaN            NaN            NaN            NaN            NaN            NaN
  15801.0        1366.76                 NaN   56.4507        27.2481        14.2941                 NaN   2.00716                 NaN            NaN            NaN            NaN            NaN            NaN
  15901.0        1367.55                 NaN   56.4537        27.1911        14.2887                 NaN   2.06651                 NaN            NaN            NaN            NaN            NaN            NaN
  16001.0        1368.34                 NaN   56.4567        27.1341        14.2833                 NaN   2.12587                 NaN            NaN            NaN            NaN            NaN            NaN
  16101.0        1369.13                 NaN   56.4583        27.1057        14.2845                 NaN   2.15146                 NaN            NaN            NaN            NaN            NaN            NaN
  16201.0        1369.92                 NaN   56.4612        27.0517        14.2798                 NaN   2.20732                 NaN            NaN            NaN            NaN            NaN            NaN
  16301.0        1370.71                 NaN   56.4641        26.9976        14.2751                 NaN   2.26319                 NaN            NaN            NaN            NaN            NaN            NaN
  16401.0        1371.50                 NaN   56.4576        27.1289        14.3098                 NaN   2.10377                 NaN            NaN            NaN            NaN            NaN            NaN
  16501.0        1372.29                 NaN   56.4681        26.9239        14.2736                 NaN   2.33442                 NaN            NaN            NaN            NaN            NaN            NaN
  16601.0        1373.08                 NaN   56.4688        26.9116        14.2784                 NaN   2.34115                 NaN            NaN            NaN            NaN            NaN            NaN
  16701.0        1373.87                 NaN   56.4714        26.8633        14.2750                 NaN   2.39030                 NaN            NaN            NaN            NaN            NaN            NaN
  16801.0        1374.66                 NaN   56.4740        26.8149        14.2717                 NaN   2.43946                 NaN            NaN            NaN            NaN            NaN            NaN
  16901.0        1375.45                 NaN   56.4765        26.7666        14.2683                 NaN   2.48862                 NaN            NaN            NaN            NaN            NaN            NaN
  17001.0        1376.23                 NaN   56.4791        26.7182        14.2649                 NaN   2.53779                 NaN            NaN            NaN            NaN            NaN            NaN
  17101.0        1377.02                 NaN   56.4817        26.6699        14.2615                 NaN   2.58696                 NaN            NaN            NaN            NaN            NaN            NaN
  17201.0        1377.81                 NaN   56.4842        26.6215        14.2581                 NaN   2.63614                 NaN            NaN            NaN            NaN            NaN            NaN
  17301.0        1378.60                 NaN   56.4889        26.5311        14.2451                 NaN   2.73485                 NaN            NaN            NaN            NaN            NaN            NaN
  17401.0        1379.39                 NaN   56.4913        26.4850        14.2422                 NaN   2.78148                 NaN            NaN            NaN            NaN            NaN            NaN
  17501.0        1380.17                 NaN   56.4938        26.4388        14.2393                 NaN   2.82812                 NaN            NaN            NaN            NaN            NaN            NaN
  17601.0        1380.96                 NaN   56.4946        26.4248        14.2438                 NaN   2.83685                 NaN            NaN            NaN            NaN            NaN            NaN
  17701.0        1381.75                 NaN   56.4971        26.3764        14.2404                 NaN   2.88613                 NaN            NaN            NaN            NaN            NaN            NaN
  17801.0        1382.53                 NaN   56.4997        26.3280        14.2370                 NaN   2.93541                 NaN            NaN            NaN            NaN            NaN            NaN
  17901.0        1383.32                 NaN   56.5022        26.2795        14.2336                 NaN   2.98470                 NaN            NaN            NaN            NaN            NaN            NaN
  18001.0        1384.11                 NaN   56.5047        26.2311        14.2301                 NaN   3.03399                 NaN            NaN            NaN            NaN            NaN            NaN
  18101.0        1384.89                 NaN   56.5083        26.1617        14.2219                 NaN   3.10807                 NaN            NaN            NaN            NaN            NaN            NaN
  18201.0        1385.68                 NaN   56.5108        26.1155        14.2190                 NaN   3.15475                 NaN            NaN            NaN            NaN            NaN            NaN
  18301.0        1386.46                 NaN   56.5132        26.0693        14.2161                 NaN   3.20143                 NaN            NaN            NaN            NaN            NaN            NaN
  18401.0        1387.25                 NaN   56.5156        26.0231        14.2132                 NaN   3.24812                 NaN            NaN            NaN            NaN            NaN            NaN
  18501.0        1388.04                 NaN   56.5180        25.9769        14.2103                 NaN   3.29482                 NaN            NaN            NaN            NaN            NaN            NaN
  18601.0        1388.82                 NaN   56.5199        25.9406        14.2097                 NaN   3.32986                 NaN            NaN            NaN            NaN            NaN            NaN
  18701.0        1389.61                 NaN   56.5224        25.8921        14.2063                 NaN   3.37919                 NaN            NaN            NaN            NaN            NaN            NaN
  18801.0        1390.39                 NaN   56.5249        25.8437        14.2028                 NaN   3.42852                 NaN            NaN            NaN            NaN            NaN            NaN
  18901.0        1391.17                 NaN   56.5276        25.7920        14.1987                 NaN   3.48165                 NaN            NaN            NaN            NaN            NaN            NaN
  19001.0        1391.96                 NaN   56.5300        25.7458        14.1958                 NaN   3.52838                 NaN            NaN            NaN            NaN            NaN            NaN
  19101.0        1392.74                 NaN   56.5324        25.6996        14.1929                 NaN   3.57511                 NaN            NaN            NaN            NaN            NaN            NaN
  19201.0        1393.53                 NaN   56.5348        25.6534        14.1900                 NaN   3.62184                 NaN            NaN            NaN            NaN            NaN            NaN
  19301.0        1394.31                 NaN   56.5361        25.6294        14.1915                 NaN   3.64301                 NaN            NaN            NaN            NaN            NaN            NaN
  19401.0        1395.09                 NaN   56.5361        25.6384        14.1891                 NaN   3.63634                 NaN            NaN            NaN            NaN            NaN            NaN
  19501.0        1395.88                 NaN   56.5365        25.6379        14.1892                 NaN   3.63643                 NaN            NaN            NaN            NaN            NaN            NaN
  19601.0        1396.66                 NaN   56.5408        25.5408        14.1929                 NaN   3.72558                 NaN            NaN            NaN            NaN            NaN            NaN
  19701.0        1397.44                 NaN   56.5388        25.5824        14.2076                 NaN   3.67116                 NaN            NaN            NaN            NaN            NaN            NaN
  19801.0        1398.22                 NaN   56.5398        25.5651        14.2105                 NaN   3.68458                 NaN            NaN            NaN            NaN            NaN            NaN
  19901.0        1399.01                 NaN   56.5407        25.5478        14.2134                 NaN   3.69799                 NaN            NaN            NaN            NaN            NaN            NaN
  20001.0        1399.79                 NaN   56.5417        25.5305        14.2164                 NaN   3.71142                 NaN            NaN            NaN            NaN            NaN            NaN
  20101.0        1400.57                 NaN   56.5426        25.5133        14.2193                 NaN   3.72485                 NaN            NaN            NaN            NaN            NaN            NaN
  20201.0        1401.35                 NaN   56.5436        25.4960        14.2222                 NaN   3.73828                 NaN            NaN            NaN            NaN            NaN            NaN
  20301.0        1402.13                 NaN   56.5445        25.4787        14.2251                 NaN   3.75172                 NaN            NaN            NaN            NaN            NaN            NaN
  20401.0        1402.91                 NaN   56.5455        25.4614        14.2280                 NaN   3.76516                 NaN            NaN            NaN            NaN            NaN            NaN
  20501.0        1403.70                 NaN   56.5464        25.4441        14.2309                 NaN   3.77861                 NaN            NaN            NaN            NaN            NaN            NaN
  20601.0        1404.48                 NaN   56.5474        25.4268        14.2338                 NaN   3.79207                 NaN            NaN            NaN            NaN            NaN            NaN
  20701.0        1405.26                 NaN   56.5483        25.4094        14.2367                 NaN   3.80553                 NaN            NaN            NaN            NaN            NaN            NaN
  20801.0        1406.04                 NaN   56.5493        25.3921        14.2396                 NaN   3.81899                 NaN            NaN            NaN            NaN            NaN            NaN
  20901.0        1406.82                 NaN   56.5502        25.3748        14.2425                 NaN   3.83246                 NaN            NaN            NaN            NaN            NaN            NaN
  21001.0        1407.60                 NaN   56.5574        25.2305        14.2198                 NaN   3.99228                 NaN            NaN            NaN            NaN            NaN            NaN
  21101.0        1408.38                 NaN   56.5586        25.2067        14.2214                 NaN   4.01323                 NaN            NaN            NaN            NaN            NaN            NaN
