|6.6.6
mars_t13_atm_1.tab                                                                                  
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  21901.0        1067.04        3486.44        7.79138        4.36164     
  22001.0        1069.53        3486.41        7.79073        4.36093     
  22101.0        1072.02        3486.38        7.79009        4.36023     
  22201.0        1074.50        3485.87        7.78715        4.35870     
  22301.0        1076.97        3485.84        7.78646        4.35799     
  22401.0        1079.43        3485.80        7.78579        4.35728     
  22501.0        1081.89        3487.55        7.79379        4.35968     
  22601.0        1084.34        3485.75        7.78451        4.35589     
  22701.0        1086.78        3485.62        7.78340        4.35503     
  22801.0        1089.21        3488.26        7.79558        4.35883     
  22901.0        1091.64        3488.24        7.79501        4.35817     
  23001.0        1094.06        3486.35        7.78537        4.35428     
  23101.0        1096.47        3488.31        7.79437        4.35702     
  23201.0        1098.87        3488.31        7.79383        4.35636     
  23301.0        1101.27        3488.30        7.79330        4.35572     
  23401.0        1103.66        3488.29        7.79278        4.35507     
  23501.0        1106.04        3488.19        7.79176        4.35424     
  23601.0        1108.42        3487.11        7.78604        4.35174     
  23701.0        1110.78        3486.02        7.78028        4.34926     
  23801.0        1113.15        3487.03        7.78476        4.35044     
  23901.0        1115.50        3487.03        7.78425        4.34980     
  24001.0        1117.85        3485.92        7.77833        4.34720     
  24101.0        1120.18        3487.02        7.78324        4.34854     
  24201.0        1122.52        3487.74        7.78616        4.34910     
  24301.0        1124.84        3487.74        7.78569        4.34848     
  24401.0        1127.16        3487.14        7.78224        4.34678     
  24501.0        1129.47        3487.14        7.78173        4.34615     
  24601.0        1131.78        3487.13        7.78119        4.34551     
  24701.0        1134.07        3487.12        7.78066        4.34488     
  24801.0        1136.36        3487.11        7.78013        4.34424     
  24901.0        1138.64        3487.10        7.77960        4.34361     
  25001.0        1140.92        3489.79        7.79222        4.34770     
  25101.0        1143.19        3487.00        7.77824        4.34231     
  25201.0        1145.45        3487.08        7.77817        4.34184     
  25301.0        1147.71        3485.40        7.76930        4.33818     
  25401.0        1149.95        3489.84        7.79064        4.34543     
  25501.0        1152.20        3490.05        7.79102        4.34509     
  25601.0        1154.43        3490.10        7.79078        4.34457     
  25701.0        1156.66        3490.14        7.79050        4.34404     
  25801.0        1158.88        3490.17        7.79019        4.34350     
  25901.0        1161.09        3490.21        7.78988        4.34296     
  26001.0        1163.30        3490.25        7.78958        4.34242     
  26101.0        1165.50        3490.29        7.78928        4.34188     
  26201.0        1167.69        3490.33        7.78898        4.34135     
  26301.0        1169.88        3490.37        7.78869        4.34082     
  26401.0        1172.06        3490.41        7.78841        4.34029     
  26501.0        1174.23        3490.45        7.78813        4.33977     
  26601.0        1176.39        3490.49        7.78785        4.33924     
  26701.0        1178.55        3490.53        7.78758        4.33872     
  26801.0        1180.71        3490.58        7.78731        4.33821     
  26901.0        1182.85        3490.62        7.78705        4.33769     
  27001.0        1184.99        3490.67        7.78679        4.33718     
  27101.0        1187.12        3490.71        7.78653        4.33667     
  27201.0        1189.25        3490.76        7.78628        4.33616     
  27301.0        1191.37        3490.81        7.78603        4.33566     
  27401.0        1193.48        3490.96        7.78626        4.33532     
  27501.0        1195.59        3491.01        7.78605        4.33483     
  27601.0        1197.68        3491.07        7.78584        4.33434     
  27701.0        1199.78        3491.12        7.78564        4.33386     
  27801.0        1201.86        3491.18        7.78544        4.33337     
  27901.0        1203.94        3491.24        7.78524        4.33289     
  28001.0        1206.02        3491.30        7.78505        4.33241     
  28101.0        1208.08        3491.36        7.78486        4.33194     
  28201.0        1210.14        3491.41        7.78464        4.33145     
  28301.0        1212.20        3491.46        7.78443        4.33097     
  28401.0        1214.24        3491.52        7.78422        4.33049     
  28501.0        1216.28        3491.58        7.78402        4.33001     
  28601.0        1218.32        3491.63        7.78382        4.32954     
  28701.0        1220.34        3491.69        7.78363        4.32906     
  28801.0        1222.37        3491.75        7.78344        4.32859     
  28901.0        1224.38        3491.81        7.78325        4.32813     
  29001.0        1226.39        3491.87        7.78307        4.32766     
  29101.0        1228.39        3491.93        7.78289        4.32720     
  29201.0        1230.39        3491.99        7.78272        4.32674     
  29301.0        1232.38        3492.05        7.78255        4.32628     
  29401.0        1234.36        3492.31        7.78333        4.32616     
  29501.0        1236.34        3492.38        7.78324        4.32574     
  29601.0        1238.31        3492.46        7.78315        4.32531     
  29701.0        1240.27        3492.54        7.78306        4.32489     
  29801.0        1242.23        3492.62        7.78298        4.32447     
  29901.0        1244.18        3492.70        7.78291        4.32405     
  30001.0        1246.13        3492.79        7.78283        4.32363     
  30101.0        1248.06        3492.87        7.78277        4.32322     
  30201.0        1250.00        3492.95        7.78270        4.32280     
  30301.0        1251.92        3493.04        7.78264        4.32239     
  30401.0        1253.85        3493.12        7.78257        4.32198     
  30501.0        1255.76        3493.19        7.78248        4.32156     
  30601.0        1257.67        3493.27        7.78239        4.32115     
  30701.0        1259.57        3493.35        7.78232        4.32074     
  30801.0        1261.47        3493.43        7.78224        4.32033     
  30901.0        1263.36        3493.52        7.78217        4.31992     
  31001.0        1265.24        3493.60        7.78210        4.31951     
  31101.0        1267.12        3493.68        7.78204        4.31911     
  31201.0        1268.99        3493.77        7.78198        4.31871     
  31301.0        1270.86        3493.84        7.78189        4.31830     
  31401.0        1272.71        3493.92        7.78180        4.31789     
  31501.0        1274.57        3494.05        7.78196        4.31757     
  31601.0        1276.42        3494.14        7.78196        4.31719     
  31701.0        1278.26        3494.24        7.78197        4.31682     
  31801.0        1280.09        3494.34        7.78198        4.31645     
  31901.0        1281.92        3494.43        7.78199        4.31608     
  32001.0        1283.75        3494.53        7.78201        4.31572     
  32101.0        1285.56        3494.62        7.78200        4.31534     
  32201.0        1287.38        3494.71        7.78196        4.31496     
  32301.0        1289.18        3494.80        7.78193        4.31458     
  32401.0        1290.98        3494.89        7.78190        4.31420     
  32501.0        1292.78        3494.98        7.78187        4.31382     
  32601.0        1294.57        3495.07        7.78184        4.31345     
  32701.0        1296.35        3495.16        7.78182        4.31307     
  32801.0        1298.12        3495.25        7.78181        4.31270     
  32901.0        1299.90        3495.34        7.78180        4.31233     
  33001.0        1301.66        3495.44        7.78179        4.31197     
  33101.0        1303.42        3495.53        7.78178        4.31160     
  33201.0        1305.17        3495.62        7.78178        4.31124     
  33301.0        1306.92        3495.72        7.78178        4.31088     
  33401.0        1308.66        3495.81        7.78178        4.31052     
  33501.0        1310.40        3495.91        7.78179        4.31017     
  33601.0        1312.13        3496.01        7.78181        4.30981     
  33701.0        1313.86        3496.11        7.78182        4.30946     
  33801.0        1315.57        3496.29        7.78224        4.30926     
  33901.0        1317.29        3496.39        7.78229        4.30892     
  34001.0        1319.00        3496.49        7.78233        4.30858     
  34101.0        1320.70        3496.60        7.78239        4.30825     
  34201.0        1322.39        3496.71        7.78244        4.30792     
  34301.0        1324.09        3496.81        7.78250        4.30758     
  34401.0        1325.77        3496.92        7.78256        4.30726     
  34501.0        1327.45        3497.03        7.78263        4.30693     
  34601.0        1329.13        3497.13        7.78270        4.30661     
  34701.0        1330.79        3497.24        7.78277        4.30628     
  34801.0        1332.46        3497.35        7.78283        4.30596     
  34901.0        1334.11        3497.45        7.78289        4.30563     
  35001.0        1335.77        3497.56        7.78296        4.30531     
  35101.0        1337.41        3497.67        7.78303        4.30499     
  35201.0        1339.05        3497.78        7.78310        4.30467     
  35301.0        1340.69        3497.88        7.78317        4.30436     
  35401.0        1342.32        3497.99        7.78325        4.30404     
  35501.0        1343.94        3498.10        7.78334        4.30373     
  35601.0        1345.56        3498.21        7.78342        4.30342     
  35701.0        1347.18        3498.32        7.78351        4.30311     
  35801.0        1348.79        3498.44        7.78360        4.30281     
  35901.0        1350.39        3498.55        7.78370        4.30250     
  36001.0        1351.99        3498.66        7.78380        4.30220     
  36101.0        1353.58        3498.91        7.78456        4.30214     
  36201.0        1355.17        3499.03        7.78471        4.30186     
  36301.0        1356.75        3499.16        7.78487        4.30158     
  36401.0        1358.32        3499.28        7.78502        4.30131     
