|6.6.6
mars_lf97_atm_3.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          27
P(bar)         T(K)           Pl             Pl             O              O              Cpx            Cpx            Gt             Gt             qtz            ky             Opx            Opx            Sp             Ring           Ring           C2/c           Wad            st             Wus            Wus            Wus            ca-pv          NaAl           Pv             Aki           
  6701.00        590.778        42.5140                 NaN   98.1591                 NaN   33.8582                 NaN            NaN            NaN   22.8470        22.8470        22.8470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6801.00        594.613        42.5346                 NaN   98.1599                 NaN   33.9378                 NaN            NaN            NaN   22.8888        22.8888        22.8888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  6901.00        598.438        42.5670                 NaN   98.1709                 NaN   34.0042                 NaN            NaN            NaN   22.9349        22.9349        22.9349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7001.00        602.253        42.5861                 NaN   98.1706                 NaN   34.0849                 NaN            NaN            NaN   22.9760        22.9760        22.9760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7101.00        606.058        42.6053                 NaN   98.1704                 NaN   34.1654                 NaN            NaN            NaN   23.0169        23.0169        23.0169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7201.00        609.853        42.4404                 NaN   98.1567                 NaN   33.6024                 NaN            NaN            NaN   22.7101        22.7101        22.7101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7301.00        613.637        42.4446                 NaN   98.1669                 NaN   33.5617                 NaN            NaN            NaN   22.6983        22.6983        22.6983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7401.00        617.411        42.4438                 NaN   98.1668                 NaN   33.5615                 NaN            NaN            NaN   22.6980        22.6980        22.6980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7501.00        621.175        42.5942                 NaN   98.1616                 NaN   34.1887                 NaN            NaN            NaN   23.0184        23.0184        23.0184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7601.00        624.929        42.6475                 NaN   98.1624                 NaN   34.3973                 NaN            NaN            NaN   23.1271        23.1271        23.1271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7701.00        628.673        42.7011                 NaN   98.1633                 NaN   34.6062                 NaN            NaN            NaN   23.2362        23.2362        23.2362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7801.00        632.407        42.7558                 NaN   98.1648                 NaN   34.8158                 NaN            NaN            NaN   23.3463        23.3463        23.3463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  7901.00        636.130        42.7821                 NaN   98.1643                 NaN   34.9252                 NaN            NaN            NaN   23.4017        23.4017        23.4017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8001.00        639.844        42.8191                 NaN   98.1648                 NaN   35.0710                 NaN            NaN            NaN   23.4772        23.4772        23.4772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8101.00        643.548        42.8068                 NaN   98.1738                 NaN   34.9729                 NaN            NaN            NaN   23.4339        23.4339        23.4339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8201.00        647.241        42.8060                 NaN   98.1737                 NaN   34.9727                 NaN            NaN            NaN   23.4336        23.4336        23.4336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8301.00        650.925        43.5236                 NaN   98.5692                 NaN   35.5387                 NaN  0.998921                 NaN   24.1780        24.1780        24.1780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8401.00        654.598        43.5228                 NaN   98.5692                 NaN   35.5385                 NaN  0.998938                 NaN   24.1778        24.1778        24.1778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8501.00        658.262        49.0193        49.0193        100.000                 NaN   42.8922        49.0193        4.91268                 NaN   32.8438        32.8438        32.8438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8601.00        661.916        49.0189        49.0189        100.000                 NaN   42.8918        49.0189        4.91273                 NaN   32.8433        32.8433        32.8433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8701.00        665.560        49.0185        49.0185        100.000                 NaN   42.9584        49.0185        4.89307                 NaN   32.8463        32.8463        32.8463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8801.00        669.194        49.0181        49.0181        100.000                 NaN   42.9579        49.0181        4.89313                 NaN   32.8459        32.8459        32.8459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  8901.00        672.818        49.0177        49.0177        100.000                 NaN   42.9575        49.0177        4.89318                 NaN   32.8454        32.8454        32.8454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9001.00        676.432        49.0174        49.0174        100.000                 NaN   38.8263        49.0174        4.87197                 NaN   32.8479        32.8479        32.8479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9101.00        680.037        49.0169        49.0169        100.000                 NaN   38.8258        49.0169        4.87203                 NaN   32.8474        32.8474        32.8474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9201.00        683.631        47.0614                 NaN   100.000                 NaN   41.3246                 NaN   4.75946                 NaN   28.8277        28.8277        28.8277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9301.00        687.216        49.0147        49.0147        100.000                 NaN   43.1766        49.0147        4.88069                 NaN   32.8419        32.8419        32.8419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9401.00        690.792        49.0143        49.0143        100.000                 NaN   43.1762        49.0143        4.88074                 NaN   32.8414        32.8414        32.8414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9501.00        694.357        49.0139        49.0139        100.000                 NaN   43.1758        49.0139        4.88080                 NaN   32.8410        32.8410        32.8410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9601.00        697.913        49.0134        49.0134        100.000                 NaN   43.1754        49.0134        4.88086                 NaN   32.8405        32.8405        32.8405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9701.00        701.458        49.0130        49.0130        100.000                 NaN   43.1749        49.0130        4.88091                 NaN   32.8400        32.8400        32.8400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9801.00        704.995        49.0126        49.0126        100.000                 NaN   43.1745        49.0126        4.88097                 NaN   32.8396        32.8396        32.8396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  9901.00        708.521        49.0121        49.0121        100.000                 NaN   43.1741        49.0121        4.88102                 NaN   32.8391        32.8391        32.8391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  10001.0        712.038        49.0130        49.0130        100.000                 NaN   37.4440        49.0130        4.78579                 NaN   32.8435        32.8435        32.8435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
