|6.6.6
mars_ma79_atl_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  19501.0        827.457        3542.03        8.18343        4.58440     
  19601.0        829.769        3542.04        8.18310        4.58380     
  19701.0        832.076        3542.06        8.18276        4.58321     
  19801.0        834.378        3542.07        8.18241        4.58258     
  19901.0        836.677        3542.09        8.18208        4.58199     
  20001.0        838.970        3542.11        8.18177        4.58141     
  20101.0        841.260        3542.13        8.18144        4.58082     
  20201.0        843.544        3542.14        8.18110        4.58024     
  20301.0        845.825        3542.16        8.18078        4.57966     
  20401.0        848.101        3542.18        8.18046        4.57909     
  20501.0        850.372        3542.19        8.18014        4.57851     
  20601.0        852.639        3542.21        8.17982        4.57794     
  20701.0        854.902        3542.23        8.17953        4.57740     
  20801.0        857.160        3542.25        8.17922        4.57684     
  20901.0        859.414        3542.28        8.17895        4.57628     
  21001.0        861.664        3542.31        8.17865        4.57571     
  21101.0        863.909        3542.33        8.17835        4.57515     
  21201.0        866.149        3542.35        8.17806        4.57460     
  21301.0        868.386        3542.37        8.17776        4.57404     
  21401.0        870.618        3542.40        8.17747        4.57348     
  21501.0        872.845        3542.42        8.17718        4.57293     
  21601.0        875.069        3542.44        8.17689        4.57237     
  21701.0        877.288        3542.48        8.17662        4.57180     
  21801.0        879.502        3542.50        8.17633        4.57125     
  21901.0        881.712        3542.53        8.17605        4.57070     
  22001.0        883.918        3542.55        8.17577        4.57015     
  22101.0        886.120        3542.58        8.17549        4.56961     
  22201.0        888.317        3542.61        8.17522        4.56906     
  22301.0        890.510        3542.64        8.17494        4.56852     
  22401.0        892.699        3542.66        8.17467        4.56798     
  22501.0        894.883        3542.69        8.17440        4.56744     
  22601.0        897.063        3542.72        8.17413        4.56690     
  22701.0        899.239        3542.75        8.17386        4.56636     
  22801.0        901.410        3542.78        8.17360        4.56583     
  22901.0        903.578        3542.81        8.17335        4.56532     
  23001.0        905.741        3542.84        8.17310        4.56480     
  23101.0        907.899        3542.87        8.17284        4.56429     
  23201.0        910.054        3542.90        8.17260        4.56377     
  23301.0        912.204        3542.94        8.17235        4.56326     
  23401.0        914.350        3542.97        8.17210        4.56275     
  23501.0        916.491        3543.00        8.17186        4.56224     
  23601.0        918.629        3543.03        8.17162        4.56173     
  23701.0        920.762        3543.08        8.17142        4.56122     
  23801.0        922.891        3543.11        8.17119        4.56071     
  23901.0        925.016        3543.15        8.17095        4.56021     
  24001.0        927.136        3543.19        8.17073        4.55971     
  24101.0        929.252        3543.22        8.17050        4.55920     
  24201.0        931.364        3543.26        8.17027        4.55871     
  24301.0        933.472        3543.30        8.17005        4.55821     
  24401.0        935.576        3543.34        8.16983        4.55771     
  24501.0        937.676        3543.37        8.16961        4.55721     
  24601.0        939.771        3543.41        8.16939        4.55672     
  24701.0        941.862        3543.45        8.16918        4.55623     
  24801.0        943.949        3543.49        8.16896        4.55574     
  24901.0        946.032        3543.53        8.16875        4.55525     
  25001.0        948.111        3543.57        8.16854        4.55476     
  25101.0        950.185        3543.61        8.16833        4.55427     
