|6.6.6
mars_ma79_1.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  26201.0        1447.80        3487.23        7.91457        4.37151     
  26301.0        1448.57        3487.44        7.91513        4.37157     
  26401.0        1449.33        3487.65        7.91568        4.37162     
  26501.0        1450.10        3487.87        7.91623        4.37168     
  26601.0        1450.87        3488.08        7.91679        4.37174     
  26701.0        1451.63        3488.29        7.91734        4.37179     
  26801.0        1452.40        3488.50        7.91790        4.37185     
  26901.0        1453.16        3488.71        7.91845        4.37191     
  27001.0        1453.93        3488.92        7.91900        4.37197     
  27101.0        1454.69        3489.13        7.91956        4.37202     
  27201.0        1455.45        3489.34        7.92011        4.37208     
  27301.0        1456.22        3489.55        7.92067        4.37214     
  27401.0        1456.98        3489.76        7.92122        4.37219     
  27501.0        1457.74        3489.98        7.92177        4.37225     
  27601.0        1458.51        3490.19        7.92233        4.37231     
  27701.0        1459.27        3490.40        7.92288        4.37237     
  27801.0        1460.03        3490.61        7.92343        4.37242     
  27901.0        1460.79        3490.82        7.92399        4.37248     
  28001.0        1461.55        3491.03        7.92454        4.37254     
  28101.0        1462.31        3491.24        7.92509        4.37260     
  28201.0        1463.07        3491.45        7.92565        4.37265     
  28301.0        1463.84        3491.66        7.92620        4.37271     
  28401.0        1464.60        3491.87        7.92676        4.37277     
  28501.0        1465.36        3492.08        7.92731        4.37283     
  28601.0        1466.12        3492.30        7.92786        4.37289     
  28701.0        1466.88        3492.51        7.92842        4.37294     
  28801.0        1467.63        3492.72        7.92897        4.37300     
  28901.0        1468.39        3492.93        7.92952        4.37306     
  29001.0        1469.15        3493.14        7.93008        4.37312     
  29101.0        1469.91        3493.35        7.93063        4.37317     
  29201.0        1470.67        3493.56        7.93118        4.37323     
  29301.0        1471.43        3493.77        7.93174        4.37329     
  29401.0        1472.18        3493.98        7.93229        4.37335     
  29501.0        1472.94        3494.19        7.93284        4.37341     
  29601.0        1473.70        3494.40        7.93340        4.37346     
  29701.0        1474.45        3494.61        7.93395        4.37352     
  29801.0        1475.21        3494.82        7.93450        4.37358     
  29901.0        1475.97        3495.04        7.93506        4.37364     
  30001.0        1476.72        3495.25        7.93561        4.37370     
  30101.0        1477.48        3495.46        7.93616        4.37375     
  30201.0        1478.23        3495.67        7.93672        4.37381     
  30301.0        1478.99        3495.88        7.93727        4.37387     
  30401.0        1479.74        3496.09        7.93782        4.37393     
  30501.0        1480.49        3496.30        7.93838        4.37399     
  30601.0        1481.25        3496.51        7.93893        4.37405     
  30701.0        1482.00        3496.72        7.93948        4.37410     
  30801.0        1482.75        3496.93        7.94004        4.37416     
  30901.0        1483.51        3497.14        7.94059        4.37422     
  31001.0        1484.26        3497.35        7.94114        4.37428     
  31101.0        1485.01        3497.56        7.94170        4.37434     
