|6.6.6
mars_lf97_2.tab                                                                                     
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
          13
P(bar)         T(K)           Pl             O              Opx            Cpx            Gt             C2/c           Wad            Ring           ca-pv          Wus            Pv            
  142201.        2026.89                 NaN            NaN            NaN   6.34823        42.5183                 NaN   51.1335                 NaN            NaN            NaN            NaN
  142301.        2027.08                 NaN            NaN            NaN   6.27756        42.5867                 NaN   51.1357                 NaN            NaN            NaN            NaN
  142401.        2027.27                 NaN            NaN            NaN   6.15170        42.7091                 NaN   51.1392                 NaN            NaN            NaN            NaN
  142501.        2027.46                 NaN            NaN            NaN   6.07871        42.7798                 NaN   51.1415                 NaN            NaN            NaN            NaN
  142601.        2027.65                 NaN            NaN            NaN   6.00572        42.8505                 NaN   51.1438                 NaN            NaN            NaN            NaN
  142701.        2027.84                 NaN            NaN            NaN   5.93272        42.9212                 NaN   51.1461                 NaN            NaN            NaN            NaN
  142801.        2028.02                 NaN            NaN            NaN   5.85971        42.9919                 NaN   51.1484                 NaN            NaN            NaN            NaN
  142901.        2028.21                 NaN            NaN            NaN   5.78670        43.0626                 NaN   51.1507                 NaN            NaN            NaN            NaN
  143001.        2028.40                 NaN            NaN            NaN   5.71368        43.1334                 NaN   51.1530                 NaN            NaN            NaN            NaN
  143101.        2028.59                 NaN            NaN            NaN   5.71022        43.1362                 NaN   51.1536                 NaN            NaN            NaN            NaN
  143201.        2028.77                 NaN            NaN            NaN   5.63949        43.2047                 NaN   51.1558                 NaN            NaN            NaN            NaN
  143301.        2028.96                 NaN            NaN            NaN   5.50907        43.3310                 NaN   51.1599                 NaN            NaN            NaN            NaN
  143401.        2029.14                 NaN            NaN            NaN   5.43583        43.4019                 NaN   51.1622                 NaN            NaN            NaN            NaN
  143501.        2029.33                 NaN            NaN            NaN   5.36259        43.4729                 NaN   51.1645                 NaN            NaN            NaN            NaN
  143601.        2029.51                 NaN            NaN            NaN   5.28934        43.5439                 NaN   51.1668                 NaN            NaN            NaN            NaN
  143701.        2029.70                 NaN            NaN            NaN   5.20241        43.6286                 NaN   51.1690                 NaN            NaN            NaN            NaN
  143801.        2029.88                 NaN            NaN            NaN   5.12934        43.6994                 NaN   51.1713                 NaN            NaN            NaN            NaN
  143901.        2030.06                 NaN            NaN            NaN   5.05994        43.7665                 NaN   51.1736                 NaN            NaN            NaN            NaN
  144001.        2030.24                 NaN            NaN            NaN   4.98645        43.8377                 NaN   51.1759                 NaN            NaN            NaN            NaN
  144101.        2030.43                 NaN            NaN            NaN   4.91296        43.9089                 NaN   51.1782                 NaN            NaN            NaN            NaN
  144201.        2030.61                 NaN            NaN            NaN   4.83946        43.9801                 NaN   51.1804                 NaN            NaN            NaN            NaN
  144301.        2030.79                 NaN            NaN            NaN   4.76595        44.0513                 NaN   51.1827                 NaN            NaN            NaN            NaN
  144401.        2030.97                 NaN            NaN            NaN   4.69244        44.1226                 NaN   51.1850                 NaN            NaN            NaN            NaN
  144501.        2031.15                 NaN            NaN            NaN   4.61776        44.1950                 NaN   51.1873                 NaN            NaN            NaN            NaN
  144601.        2031.33                 NaN            NaN            NaN   4.54465        44.2658                 NaN   51.1896                 NaN            NaN            NaN            NaN
  144701.        2031.51                 NaN            NaN            NaN   4.47154        44.3366                 NaN   51.1918                 NaN            NaN            NaN            NaN
  144801.        2031.69                 NaN            NaN            NaN   4.39842        44.4075                 NaN   51.1941                 NaN            NaN            NaN            NaN
  144901.        2031.87                 NaN            NaN            NaN   4.32530        44.4783                 NaN   51.1964                 NaN            NaN            NaN            NaN
  145001.        2032.04                 NaN            NaN            NaN   4.25217        44.5491                 NaN   51.1987                 NaN            NaN            NaN            NaN
  145101.        2032.22                 NaN            NaN            NaN   4.17904        44.6200                 NaN   51.2010                 NaN            NaN            NaN            NaN
  145201.        2032.40                 NaN            NaN            NaN   4.10590        44.6909                 NaN   51.2032                 NaN            NaN            NaN            NaN
  145301.        2032.57                 NaN            NaN            NaN   4.03275        44.7617                 NaN   51.2055                 NaN            NaN            NaN            NaN
  145401.        2032.75                 NaN            NaN            NaN   3.95960        44.8326                 NaN   51.2078                 NaN            NaN            NaN            NaN
  145501.        2032.92                 NaN            NaN            NaN   3.88645        44.9035                 NaN   51.2101                 NaN            NaN            NaN            NaN
  145601.        2033.10                 NaN            NaN            NaN   3.81329        44.9744                 NaN   51.2124                 NaN            NaN            NaN            NaN
  145701.        2033.27                 NaN            NaN            NaN   3.74012        45.0452                 NaN   51.2146                 NaN            NaN            NaN            NaN
  145801.        2033.45                 NaN            NaN            NaN   3.66695        45.1161                 NaN   51.2169                 NaN            NaN            NaN            NaN
  145901.        2033.62                 NaN            NaN            NaN   3.59377        45.1870                 NaN   51.2192                 NaN            NaN            NaN            NaN
  146001.        2033.79                 NaN            NaN            NaN   3.52059        45.2579                 NaN   51.2215                 NaN            NaN            NaN            NaN
  146101.        2033.97                 NaN            NaN            NaN   3.44740        45.3289                 NaN   51.2237                 NaN            NaN            NaN            NaN
  146201.        2034.14                 NaN            NaN            NaN   3.37420        45.3998                 NaN   51.2260                 NaN            NaN            NaN            NaN
  146301.        2034.31                 NaN            NaN            NaN   3.30100        45.4707                 NaN   51.2283                 NaN            NaN            NaN            NaN
  146401.        2034.48                 NaN            NaN            NaN   3.22780        45.5416                 NaN   51.2306                 NaN            NaN            NaN            NaN
  146501.        2034.65                 NaN            NaN            NaN   3.15117        45.6158                 NaN   51.2331                 NaN            NaN            NaN            NaN
  146601.        2034.82                 NaN            NaN            NaN   3.07804        45.6866                 NaN   51.2353                 NaN            NaN            NaN            NaN
  146701.        2034.99                 NaN            NaN            NaN   3.00490        45.7575                 NaN   51.2376                 NaN            NaN            NaN            NaN
  146801.        2035.16                 NaN            NaN            NaN   2.93175        45.8284                 NaN   51.2399                 NaN            NaN            NaN            NaN
  146901.        2035.33                 NaN            NaN            NaN   2.85860        45.8993                 NaN   51.2421                 NaN            NaN            NaN            NaN
  147001.        2035.50                 NaN            NaN            NaN   2.78544        45.9702                 NaN   51.2444                 NaN            NaN            NaN            NaN
  147101.        2035.67                 NaN            NaN            NaN   2.71962        46.0339                 NaN   51.2464                 NaN            NaN            NaN            NaN
  147201.        2035.83                 NaN            NaN            NaN   2.64018        46.1109                 NaN   51.2489                 NaN            NaN            NaN            NaN
  147301.        2036.00                 NaN            NaN            NaN   2.58636        46.1630                 NaN   51.2506                 NaN            NaN            NaN            NaN
  147401.        2036.17                 NaN            NaN            NaN   2.50706        46.2399                 NaN   51.2530                 NaN            NaN            NaN            NaN
  147501.        2036.33                 NaN            NaN            NaN   2.41958        46.3247                 NaN   51.2557                 NaN            NaN            NaN            NaN
  147601.        2036.50                 NaN            NaN            NaN   2.34639        46.3957                 NaN   51.2580                 NaN            NaN            NaN            NaN
  147701.        2036.66                 NaN            NaN            NaN   2.27319        46.4666                 NaN   51.2602                 NaN            NaN            NaN            NaN
  147801.        2036.83                 NaN            NaN            NaN   2.19999        46.5375                 NaN   51.2625                 NaN            NaN            NaN            NaN
  147901.        2036.99                 NaN            NaN            NaN   2.12679        46.6085                 NaN   51.2647                 NaN            NaN            NaN            NaN
  148001.        2037.16                 NaN            NaN            NaN   2.05357        46.6794                 NaN   51.2670                 NaN            NaN            NaN            NaN
  148101.        2037.32                 NaN            NaN            NaN   1.98036        46.7504                 NaN   51.2692                 NaN            NaN            NaN            NaN
  148201.        2037.48                 NaN            NaN            NaN   1.90713        46.8214                 NaN   51.2715                 NaN            NaN            NaN            NaN
  148301.        2037.64                 NaN            NaN            NaN   1.83391        46.8923                 NaN   51.2738                 NaN            NaN            NaN            NaN
  148401.        2037.81                 NaN            NaN            NaN   1.76067        46.9633                 NaN   51.2760                 NaN            NaN            NaN            NaN
  148501.        2037.97                 NaN            NaN            NaN   1.68743        47.0343                 NaN   51.2783                 NaN            NaN            NaN            NaN
  148601.        2038.13                 NaN            NaN            NaN   1.61419        47.1053                 NaN   51.2805                 NaN            NaN            NaN            NaN
  148701.        2038.29                 NaN            NaN            NaN   1.54094        47.1763                 NaN   51.2828                 NaN            NaN            NaN            NaN
  148801.        2038.45                 NaN            NaN            NaN   1.46768        47.2473                 NaN   51.2850                 NaN            NaN            NaN            NaN
  148901.        2038.61                 NaN            NaN            NaN   1.39442        47.3183                 NaN   51.2873                 NaN            NaN            NaN            NaN
  149001.        2038.77                 NaN            NaN            NaN   1.32115        47.3893                 NaN   51.2895                 NaN            NaN            NaN            NaN
  149101.        2038.93                 NaN            NaN            NaN   1.24788        47.4603                 NaN   51.2918                 NaN            NaN            NaN            NaN
  149201.        2039.08                 NaN            NaN            NaN   1.17461        47.5314                 NaN   51.2940                 NaN            NaN            NaN            NaN
  149301.        2039.24                 NaN            NaN            NaN   1.10132        47.6024                 NaN   51.2963                 NaN            NaN            NaN            NaN
  149401.        2039.40                 NaN            NaN            NaN   1.02803        47.6734                 NaN   51.2985                 NaN            NaN            NaN            NaN
  149501.        2039.56                 NaN            NaN            NaN  0.954740        47.7445                 NaN   51.3008                 NaN            NaN            NaN            NaN
  149601.        2039.71                 NaN            NaN            NaN  0.881441        47.8155                 NaN   51.3030                 NaN            NaN            NaN            NaN
  149701.        2039.87                 NaN            NaN            NaN  0.808136        47.8866                 NaN   51.3053                 NaN            NaN            NaN            NaN
  149801.        2040.02                 NaN            NaN            NaN  0.734826        47.9576                 NaN   51.3075                 NaN            NaN            NaN            NaN
  149901.        2040.18                 NaN            NaN            NaN  0.661511        48.0287                 NaN   51.3098                 NaN            NaN            NaN            NaN
  150001.        2040.33                 NaN            NaN            NaN  0.588189        48.0998                 NaN   51.3120                 NaN            NaN            NaN            NaN
  150101.        2040.49                 NaN            NaN            NaN  0.514863        48.1709                 NaN   51.3143                 NaN            NaN            NaN            NaN
  150201.        2040.64                 NaN            NaN            NaN  0.441531        48.2420                 NaN   51.3165                 NaN            NaN            NaN            NaN
  150301.        2040.79                 NaN            NaN            NaN  0.368194        48.3130                 NaN   51.3188                 NaN            NaN            NaN            NaN
  150401.        2040.95                 NaN            NaN            NaN  0.294851        48.3841                 NaN   51.3210                 NaN            NaN            NaN            NaN
  150501.        2041.10                 NaN            NaN            NaN  0.221502        48.4552                 NaN   51.3232                 NaN            NaN            NaN            NaN
  150601.        2041.25                 NaN            NaN            NaN  0.148149        48.5264                 NaN   51.3255                 NaN            NaN            NaN            NaN
  150701.        2041.40                 NaN            NaN            NaN  0.118495        48.5551                 NaN   51.3264                 NaN            NaN            NaN            NaN
  150801.        2041.55                 NaN            NaN            NaN  0.118493        48.5552                 NaN   51.3263                 NaN            NaN            NaN            NaN
  150901.        2041.70                 NaN            NaN            NaN  0.118492        48.5553                 NaN   51.3262                 NaN            NaN            NaN            NaN
  151001.        2041.85                 NaN            NaN            NaN  0.118491        48.5553                 NaN   51.3262                 NaN            NaN            NaN            NaN
  151101.        2042.00                 NaN            NaN            NaN            NaN   48.6706                 NaN   51.3294                 NaN            NaN            NaN            NaN
  151201.        2042.15                 NaN            NaN            NaN            NaN   48.6706                 NaN   51.3294                 NaN            NaN            NaN            NaN
  151301.        2042.30                 NaN            NaN            NaN            NaN   48.6707                 NaN   51.3293                 NaN            NaN            NaN            NaN
  151401.        2042.45                 NaN            NaN            NaN            NaN   48.6708                 NaN   51.3292                 NaN            NaN            NaN            NaN
  151501.        2042.60                 NaN            NaN            NaN            NaN   48.6708                 NaN   51.3292                 NaN            NaN            NaN            NaN
  151601.        2042.74                 NaN            NaN            NaN            NaN   48.6709                 NaN   51.3291                 NaN            NaN            NaN            NaN
  151701.        2042.89                 NaN            NaN            NaN            NaN   48.6709                 NaN   51.3291                 NaN            NaN            NaN            NaN
  151801.        2043.04                 NaN            NaN            NaN            NaN   48.6710                 NaN   51.3290                 NaN            NaN            NaN            NaN
  151901.        2043.18                 NaN            NaN            NaN            NaN   48.6710                 NaN   51.3290                 NaN            NaN            NaN            NaN
  152001.        2043.33                 NaN            NaN            NaN            NaN   48.6710                 NaN   51.3290                 NaN            NaN            NaN            NaN
  152101.        2043.47                 NaN            NaN            NaN            NaN   48.6711                 NaN   51.3289                 NaN            NaN            NaN            NaN
  152201.        2043.62                 NaN            NaN            NaN            NaN   48.6711                 NaN   51.3289                 NaN            NaN            NaN            NaN
  152301.        2043.76                 NaN            NaN            NaN            NaN   48.6713                 NaN   51.3287                 NaN            NaN            NaN            NaN
  152401.        2043.91                 NaN            NaN            NaN            NaN   48.6714                 NaN   51.3286                 NaN            NaN            NaN            NaN
  152501.        2044.05                 NaN            NaN            NaN            NaN   48.6714                 NaN   51.3286                 NaN            NaN            NaN            NaN
  152601.        2044.19                 NaN            NaN            NaN            NaN   48.6715                 NaN   51.3285                 NaN            NaN            NaN            NaN
  152701.        2044.33                 NaN            NaN            NaN            NaN   48.6715                 NaN   51.3285                 NaN            NaN            NaN            NaN
  152801.        2044.48                 NaN            NaN            NaN            NaN   48.6716                 NaN   51.3284                 NaN            NaN            NaN            NaN
  152901.        2044.62                 NaN            NaN            NaN            NaN   48.6716                 NaN   51.3284                 NaN            NaN            NaN            NaN
  153001.        2044.76                 NaN            NaN            NaN            NaN   48.6717                 NaN   51.3283                 NaN            NaN            NaN            NaN
  153101.        2044.90                 NaN            NaN            NaN            NaN   48.6718                 NaN   51.3282                 NaN            NaN            NaN            NaN
  153201.        2045.04                 NaN            NaN            NaN            NaN   48.6720                 NaN   51.3280                 NaN            NaN            NaN            NaN
  153301.        2045.18                 NaN            NaN            NaN            NaN   48.6720                 NaN   51.3280                 NaN            NaN            NaN            NaN
  153401.        2045.32                 NaN            NaN            NaN            NaN   48.6721                 NaN   51.3279                 NaN            NaN            NaN            NaN
  153501.        2045.46                 NaN            NaN            NaN            NaN   48.6722                 NaN   51.3278                 NaN            NaN            NaN            NaN
  153601.        2045.60                 NaN            NaN            NaN            NaN   48.6723                 NaN   51.3277                 NaN            NaN            NaN            NaN
  153701.        2045.74                 NaN            NaN            NaN            NaN   48.6723                 NaN   51.3277                 NaN            NaN            NaN            NaN
  153801.        2045.87                 NaN            NaN            NaN            NaN   48.6724                 NaN   51.3276                 NaN            NaN            NaN            NaN
  153901.        2046.01                 NaN            NaN            NaN            NaN   48.6725                 NaN   51.3275                 NaN            NaN            NaN            NaN
  154001.        2046.15                 NaN            NaN            NaN            NaN   48.6725                 NaN   51.3275                 NaN            NaN            NaN            NaN
  154101.        2046.28                 NaN            NaN            NaN            NaN   48.6727                 NaN   51.3273                 NaN            NaN            NaN            NaN
  154201.        2046.42                 NaN            NaN            NaN            NaN   48.6728                 NaN   51.3272                 NaN            NaN            NaN            NaN
  154301.        2046.56                 NaN            NaN            NaN            NaN   48.6727                 NaN   51.3273                 NaN            NaN            NaN            NaN
  154401.        2046.69                 NaN            NaN            NaN            NaN   48.6728                 NaN   51.3272                 NaN            NaN            NaN            NaN
  154501.        2046.83                 NaN            NaN            NaN            NaN   48.6730                 NaN   51.3270                 NaN            NaN            NaN            NaN
  154601.        2046.96                 NaN            NaN            NaN            NaN   48.6731                 NaN   51.3269                 NaN            NaN            NaN            NaN
  154701.        2047.09                 NaN            NaN            NaN            NaN   48.6731                 NaN   51.3269                 NaN            NaN            NaN            NaN
  154801.        2047.23                 NaN            NaN            NaN            NaN   48.6732                 NaN   51.3268                 NaN            NaN            NaN            NaN
  154901.        2047.36                 NaN            NaN            NaN            NaN   48.6733                 NaN   51.3267                 NaN            NaN            NaN            NaN
  155001.        2047.49                 NaN            NaN            NaN            NaN   48.6733                 NaN   51.3267                 NaN            NaN            NaN            NaN
  155101.        2047.62                 NaN            NaN            NaN            NaN   48.6734                 NaN   51.3266                 NaN            NaN            NaN            NaN
  155201.        2047.76                 NaN            NaN            NaN            NaN   48.6735                 NaN   51.3265                 NaN            NaN            NaN            NaN
  155301.        2047.89                 NaN            NaN            NaN            NaN   48.6736                 NaN   51.3264                 NaN            NaN            NaN            NaN
  155401.        2048.02                 NaN            NaN            NaN            NaN   48.6736                 NaN   51.3264                 NaN            NaN            NaN            NaN
  155501.        2048.15                 NaN            NaN            NaN            NaN   48.6737                 NaN   51.3263                 NaN            NaN            NaN            NaN
  155601.        2048.28                 NaN            NaN            NaN            NaN   48.6738                 NaN   51.3262                 NaN            NaN            NaN            NaN
  155701.        2048.41                 NaN            NaN            NaN            NaN   48.6738                 NaN   51.3262                 NaN            NaN            NaN            NaN
  155801.        2048.54                 NaN            NaN            NaN            NaN   48.6739                 NaN   51.3261                 NaN            NaN            NaN            NaN
  155901.        2048.67                 NaN            NaN            NaN            NaN   48.6739                 NaN   51.3261                 NaN            NaN            NaN            NaN
  156001.        2048.79                 NaN            NaN            NaN            NaN   48.6741                 NaN   51.3259                 NaN            NaN            NaN            NaN
  156101.        2048.92                 NaN            NaN            NaN            NaN   48.6741                 NaN   51.3259                 NaN            NaN            NaN            NaN
  156201.        2049.05                 NaN            NaN            NaN            NaN   48.6742                 NaN   51.3258                 NaN            NaN            NaN            NaN
  156301.        2049.18                 NaN            NaN            NaN            NaN   48.6743                 NaN   51.3257                 NaN            NaN            NaN            NaN
  156401.        2049.30                 NaN            NaN            NaN            NaN   48.6744                 NaN   51.3256                 NaN            NaN            NaN            NaN
  156501.        2049.43                 NaN            NaN            NaN            NaN   48.6744                 NaN   51.3256                 NaN            NaN            NaN            NaN
  156601.        2049.56                 NaN            NaN            NaN            NaN   48.6745                 NaN   51.3255                 NaN            NaN            NaN            NaN
  156701.        2049.68                 NaN            NaN            NaN            NaN   48.6745                 NaN   51.3255                 NaN            NaN            NaN            NaN
  156801.        2049.81                 NaN            NaN            NaN            NaN   48.6746                 NaN   51.3254                 NaN            NaN            NaN            NaN
  156901.        2049.93                 NaN            NaN            NaN            NaN   48.6747                 NaN   51.3253                 NaN            NaN            NaN            NaN
  157001.        2050.05                 NaN            NaN            NaN            NaN   48.6748                 NaN   51.3252                 NaN            NaN            NaN            NaN
  157101.        2050.18                 NaN            NaN            NaN            NaN   48.6748                 NaN   51.3252                 NaN            NaN            NaN            NaN
  157201.        2050.30                 NaN            NaN            NaN            NaN   48.6749                 NaN   51.3251                 NaN            NaN            NaN            NaN
  157301.        2050.42                 NaN            NaN            NaN            NaN   48.6750                 NaN   51.3250                 NaN            NaN            NaN            NaN
  157401.        2050.55                 NaN            NaN            NaN            NaN   48.6751                 NaN   51.3249                 NaN            NaN            NaN            NaN
  157501.        2050.67                 NaN            NaN            NaN            NaN   48.6751                 NaN   51.3249                 NaN            NaN            NaN            NaN
  157601.        2050.79                 NaN            NaN            NaN            NaN   48.6752                 NaN   51.3248                 NaN            NaN            NaN            NaN
  157701.        2050.91                 NaN            NaN            NaN            NaN   48.6753                 NaN   51.3247                 NaN            NaN            NaN            NaN
  157801.        2051.03                 NaN            NaN            NaN            NaN   48.6754                 NaN   51.3246                 NaN            NaN            NaN            NaN
  157901.        2051.15                 NaN            NaN            NaN            NaN   48.6754                 NaN   51.3246                 NaN            NaN            NaN            NaN
  158001.        2051.27                 NaN            NaN            NaN            NaN   48.6755                 NaN   51.3245                 NaN            NaN            NaN            NaN
  158101.        2051.39                 NaN            NaN            NaN            NaN   48.6756                 NaN   51.3244                 NaN            NaN            NaN            NaN
  158201.        2051.51                 NaN            NaN            NaN            NaN   48.6756                 NaN   51.3244                 NaN            NaN            NaN            NaN
  158301.        2051.63                 NaN            NaN            NaN            NaN   48.6796                 NaN   50.8741       0.446298                 NaN            NaN            NaN
  158401.        2051.75                 NaN            NaN            NaN            NaN   48.6797                 NaN   50.8740       0.446300                 NaN            NaN            NaN
  158501.        2051.87                 NaN            NaN            NaN            NaN   48.6797                 NaN   50.8740       0.446302                 NaN            NaN            NaN
  158601.        2051.98                 NaN            NaN            NaN            NaN   48.6798                 NaN   50.8739       0.446304                 NaN            NaN            NaN
  158701.        2052.10                 NaN            NaN            NaN            NaN   48.6816                 NaN   50.6790       0.639427                 NaN            NaN            NaN
  158801.        2052.22                 NaN            NaN            NaN            NaN   48.6855                 NaN   50.2623        1.05224                 NaN            NaN            NaN
  158901.        2052.33                 NaN            NaN            NaN            NaN   48.6893                 NaN   49.8456        1.46512                 NaN            NaN            NaN
  159001.        2052.45                 NaN            NaN            NaN            NaN   48.6931                 NaN   49.4288        1.87807                 NaN            NaN            NaN
  159101.        2052.57                 NaN            NaN            NaN            NaN   48.6970                 NaN   49.0119        2.29110                 NaN            NaN            NaN
  159201.        2052.68                 NaN            NaN            NaN            NaN   48.7008                 NaN   48.5950        2.70420                 NaN            NaN            NaN
  159301.        2052.80                 NaN            NaN            NaN            NaN   48.7046                 NaN   48.1780        3.11738                 NaN            NaN            NaN
  159401.        2052.91                 NaN            NaN            NaN            NaN   48.7085                 NaN   47.7609        3.53062                 NaN            NaN            NaN
  159501.        2053.02                 NaN            NaN            NaN            NaN   48.7123                 NaN   47.3438        3.94395                 NaN            NaN            NaN
  159601.        2053.14                 NaN            NaN            NaN            NaN   48.7161                 NaN   46.9265        4.35734                 NaN            NaN            NaN
  159701.        2053.25                 NaN            NaN            NaN            NaN   48.7199                 NaN   46.5093        4.77081                 NaN            NaN            NaN
  159801.        2053.36                 NaN            NaN            NaN            NaN   48.7238                 NaN   46.0919        5.18435                 NaN            NaN            NaN
  159901.        2053.48                 NaN            NaN            NaN            NaN   48.7216                 NaN   46.1458        5.13259                 NaN            NaN            NaN
  160001.        2053.59                 NaN            NaN            NaN            NaN   48.7254                 NaN   45.7280        5.54660                 NaN            NaN            NaN
  160101.        2053.70                 NaN            NaN            NaN            NaN   48.7292                 NaN   45.3101        5.96069                 NaN            NaN            NaN
  160201.        2053.81                 NaN            NaN            NaN            NaN   48.7331                 NaN   44.8921        6.37485                 NaN            NaN            NaN
  160301.        2053.92                 NaN            NaN            NaN            NaN   48.7429                 NaN   44.0040        7.25314                 NaN            NaN            NaN
  160401.        2054.03                 NaN            NaN            NaN            NaN   48.7467                 NaN   43.5862        7.66712                 NaN            NaN            NaN
  160501.        2054.14                 NaN            NaN            NaN            NaN   48.7505                 NaN   43.1683        8.08117                 NaN            NaN            NaN
  160601.        2054.25                 NaN            NaN            NaN            NaN   48.7543                 NaN   42.7504        8.49529                 NaN            NaN            NaN
  160701.        2054.36                 NaN            NaN            NaN            NaN   48.7581                 NaN   42.3324        8.90948                 NaN            NaN            NaN
  160801.        2054.47                 NaN            NaN            NaN            NaN   48.7619                 NaN   41.9143        9.32375                 NaN            NaN            NaN
  160901.        2054.58                 NaN            NaN            NaN            NaN   48.7657                 NaN   41.4962        9.73809                 NaN            NaN            NaN
  161001.        2054.68                 NaN            NaN            NaN            NaN   48.7695                 NaN   41.0780        10.1525                 NaN            NaN            NaN
  161101.        2054.79                 NaN            NaN            NaN            NaN   48.7733                 NaN   40.6597        10.5670                 NaN            NaN            NaN
  161201.        2054.90                 NaN            NaN            NaN            NaN   48.7771                 NaN   40.2413        10.9815                 NaN            NaN            NaN
  161301.        2055.01                 NaN            NaN            NaN            NaN   48.7809                 NaN   39.8229        11.3962                 NaN            NaN            NaN
  161401.        2055.11                 NaN            NaN            NaN            NaN   48.7847                 NaN   39.4044        11.8109                 NaN            NaN            NaN
  161501.        2055.22                 NaN            NaN            NaN            NaN   48.7885                 NaN   38.9858        12.2257                 NaN            NaN            NaN
  161601.        2055.32                 NaN            NaN            NaN            NaN   48.7923                 NaN   38.5672        12.6405                 NaN            NaN            NaN
  161701.        2055.43                 NaN            NaN            NaN            NaN   48.7961                 NaN   38.1485        13.0554                 NaN            NaN            NaN
  161801.        2055.53                 NaN            NaN            NaN            NaN   48.7999                 NaN   37.7297        13.4704                 NaN            NaN            NaN
  161901.        2055.64                 NaN            NaN            NaN            NaN   48.8037                 NaN   37.3108        13.8855                 NaN            NaN            NaN
  162001.        2055.74                 NaN            NaN            NaN            NaN   48.8075                 NaN   36.8919        14.3006                 NaN            NaN            NaN
  162101.        2055.85                 NaN            NaN            NaN            NaN   48.8113                 NaN   36.4729        14.7158                 NaN            NaN            NaN
  162201.        2055.95                 NaN            NaN            NaN            NaN   48.8151                 NaN   36.0539        15.1311                 NaN            NaN            NaN
  162301.        2056.05                 NaN            NaN            NaN            NaN   48.8188                 NaN   35.6347        15.5464                 NaN            NaN            NaN
  162401.        2056.16                 NaN            NaN            NaN            NaN   48.8226                 NaN   35.2155        15.9619                 NaN            NaN            NaN
  162501.        2056.26                 NaN            NaN            NaN            NaN   48.8264                 NaN   34.7962        16.3774                 NaN            NaN            NaN
  162601.        2056.36                 NaN            NaN            NaN            NaN   48.8302                 NaN   34.3769        16.7929                 NaN            NaN            NaN
  162701.        2056.46                 NaN            NaN            NaN            NaN   48.8340                 NaN   33.9575        17.2086                 NaN            NaN            NaN
  162801.        2056.56                 NaN            NaN            NaN            NaN   48.8377                 NaN   33.5380        17.6243                 NaN            NaN            NaN
  162901.        2056.66                 NaN            NaN            NaN            NaN   48.8415                 NaN   33.1184        18.0401                 NaN            NaN            NaN
  163001.        2056.76                 NaN            NaN            NaN            NaN   48.8453                 NaN   32.6988        18.4559                 NaN            NaN            NaN
  163101.        2056.86                 NaN            NaN            NaN            NaN   48.8490                 NaN   32.2791        18.8718                 NaN            NaN            NaN
  163201.        2056.96                 NaN            NaN            NaN            NaN   48.8528                 NaN   31.8593        19.2878                 NaN            NaN            NaN
  163301.        2057.06                 NaN            NaN            NaN            NaN   48.8566                 NaN   31.4395        19.7039                 NaN            NaN            NaN
  163401.        2057.16                 NaN            NaN            NaN            NaN   48.8603                 NaN   31.0196        20.1201                 NaN            NaN            NaN
  163501.        2057.26                 NaN            NaN            NaN            NaN   48.8641                 NaN   30.5996        20.5363                 NaN            NaN            NaN
  163601.        2057.36                 NaN            NaN            NaN            NaN   48.8679                 NaN   30.1796        20.9526                 NaN            NaN            NaN
  163701.        2057.45                 NaN            NaN            NaN            NaN   48.8716                 NaN   29.7595        21.3689                 NaN            NaN            NaN
  163801.        2057.55                 NaN            NaN            NaN            NaN   48.8754                 NaN   29.3393        21.7853                 NaN            NaN            NaN
  163901.        2057.65                 NaN            NaN            NaN            NaN   48.8791                 NaN   28.9190        22.2018                 NaN            NaN            NaN
  164001.        2057.75                 NaN            NaN            NaN            NaN   48.8829                 NaN   28.4987        22.6184                 NaN            NaN            NaN
  164101.        2057.84                 NaN            NaN            NaN            NaN   48.8867                 NaN   28.0783        23.0350                 NaN            NaN            NaN
  164201.        2057.94                 NaN            NaN            NaN            NaN   48.8904                 NaN   27.6578        23.4518                 NaN            NaN            NaN
  164301.        2058.03                 NaN            NaN            NaN            NaN   48.8942                 NaN   27.2373        23.8685                 NaN            NaN            NaN
  164401.        2058.13                 NaN            NaN            NaN            NaN   48.8979                 NaN   26.8167        24.2854                 NaN            NaN            NaN
  164501.        2058.22                 NaN            NaN            NaN            NaN   48.9017                 NaN   26.3960        24.7023                 NaN            NaN            NaN
  164601.        2058.32                 NaN            NaN            NaN            NaN   48.9054                 NaN   25.9753        25.1193                 NaN            NaN            NaN
  164701.        2058.41                 NaN            NaN            NaN            NaN   48.9091                 NaN   25.5545        25.5364                 NaN            NaN            NaN
  164801.        2058.50                 NaN            NaN            NaN            NaN   48.9129                 NaN   25.1336        25.9535                 NaN            NaN            NaN
  164901.        2058.60                 NaN            NaN            NaN            NaN   48.9166                 NaN   24.7126        26.3707                 NaN            NaN            NaN
  165001.        2058.69                 NaN            NaN            NaN            NaN   48.9204                 NaN   24.2916        26.7880                 NaN            NaN            NaN
  165101.        2058.78                 NaN            NaN            NaN            NaN   48.9241                 NaN   23.8705        27.2054                 NaN            NaN            NaN
  165201.        2058.87                 NaN            NaN            NaN            NaN   48.9278                 NaN   23.4494        27.6228                 NaN            NaN            NaN
