|6.6.6
mars_kc08_atm_1.tab                                                                                 
           1
P(bar)  
   0.0000000000000000     
   0.0000000000000000     
           0
           5
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s       
  30001.0        1246.13        3474.18        7.79002        4.34809     
  30101.0        1248.06        3474.26        7.78990        4.34765     
  30201.0        1250.00        3474.34        7.78979        4.34721     
  30301.0        1251.92        3474.43        7.78968        4.34677     
  30401.0        1253.85        3474.51        7.78956        4.34633     
  30501.0        1255.76        3474.59        7.78943        4.34588     
  30601.0        1257.67        3474.67        7.78931        4.34544     
  30701.0        1259.57        3474.75        7.78918        4.34500     
  30801.0        1261.47        3474.83        7.78907        4.34456     
  30901.0        1263.36        3474.91        7.78895        4.34412     
  31001.0        1265.24        3475.00        7.78884        4.34369     
  31101.0        1267.12        3475.08        7.78874        4.34326     
  31201.0        1268.99        3475.16        7.78864        4.34283     
  31301.0        1270.86        3475.24        7.78851        4.34239     
  31401.0        1272.71        3475.32        7.78838        4.34195     
  31501.0        1274.57        3475.44        7.78847        4.34159     
  31601.0        1276.42        3475.54        7.78842        4.34118     
  31701.0        1278.26        3475.63        7.78837        4.34078     
  31801.0        1280.09        3475.73        7.78833        4.34037     
  31901.0        1281.92        3475.83        7.78830        4.33997     
  32001.0        1283.75        3475.92        7.78826        4.33957     
  32101.0        1285.56        3476.02        7.78821        4.33917     
  32201.0        1287.38        3476.11        7.78812        4.33875     
  32301.0        1289.18        3476.19        7.78805        4.33834     
  32401.0        1290.98        3476.28        7.78797        4.33793     
  32501.0        1292.78        3476.37        7.78790        4.33753     
  32601.0        1294.57        3476.46        7.78784        4.33712     
  32701.0        1296.35        3476.56        7.78778        4.33672     
  32801.0        1298.12        3476.65        7.78772        4.33632     
  32901.0        1299.90        3476.74        7.78766        4.33592     
  33001.0        1301.66        3476.84        7.78761        4.33553     
  33101.0        1303.42        3476.93        7.78757        4.33513     
  33201.0        1305.17        3477.02        7.78753        4.33474     
  33301.0        1306.92        3477.12        7.78749        4.33435     
  33401.0        1308.66        3477.22        7.78745        4.33397     
  33501.0        1310.40        3477.31        7.78742        4.33358     
  33601.0        1312.13        3477.41        7.78739        4.33320     
  33701.0        1313.86        3477.51        7.78737        4.33282     
  33801.0        1315.57        3477.69        7.78773        4.33258     
  33901.0        1317.29        3477.79        7.78774        4.33222     
  34001.0        1319.00        3477.90        7.78775        4.33185     
  34101.0        1320.70        3478.00        7.78776        4.33149     
  34201.0        1322.39        3478.11        7.78778        4.33113     
  34301.0        1324.09        3478.22        7.78780        4.33077     
  34401.0        1325.77        3478.32        7.78782        4.33041     
  34501.0        1327.45        3478.43        7.78785        4.33006     
  34601.0        1329.13        3478.54        7.78788        4.32971     
  34701.0        1330.79        3478.65        7.78792        4.32936     
  34801.0        1332.46        3478.76        7.78793        4.32900     
  34901.0        1334.11        3478.86        7.78795        4.32864     
  35001.0        1335.77        3478.97        7.78797        4.32829     
  35101.0        1337.41        3479.08        7.78800        4.32794     
  35201.0        1339.05        3479.19        7.78803        4.32759     
  35301.0        1340.69        3479.30        7.78806        4.32724     
  35401.0        1342.32        3479.41        7.78810        4.32689     
  35501.0        1343.94        3479.52        7.78814        4.32655     
  35601.0        1345.56        3479.63        7.78818        4.32621     
  35701.0        1347.18        3479.74        7.78823        4.32587     
  35801.0        1348.79        3479.85        7.78828        4.32554     
  35901.0        1350.39        3479.97        7.78834        4.32520     
  36001.0        1351.99        3480.08        7.78840        4.32487     
  36101.0        1353.58        3480.32        7.78909        4.32478     
  36201.0        1355.17        3480.44        7.78920        4.32447     
  36301.0        1356.75        3480.57        7.78931        4.32416     
  36401.0        1358.32        3480.69        7.78943        4.32385     
  36501.0        1359.89        3480.82        7.78955        4.32355     
  36601.0        1361.46        3480.95        7.78967        4.32324     
  36701.0        1363.02        3481.07        7.78980        4.32294     
  36801.0        1364.57        3481.20        7.78993        4.32264     
  36901.0        1366.12        3481.33        7.79006        4.32235     
  37001.0        1367.67        3481.46        7.79020        4.32205     
  37101.0        1369.21        3481.59        7.79034        4.32176     
  37201.0        1370.74        3481.72        7.79048        4.32147     
  37301.0        1372.27        3481.85        7.79063        4.32118     
  37401.0        1373.79        3481.98        7.79078        4.32089     
  37501.0        1375.31        3482.11        7.79094        4.32061     
  37601.0        1376.83        3482.24        7.79109        4.32032     
  37701.0        1378.33        3482.38        7.79125        4.32004     
  37801.0        1379.84        3482.51        7.79142        4.31976     
  37901.0        1381.33        3482.64        7.79158        4.31949     
  38001.0        1382.83        3482.78        7.79175        4.31921     
  38101.0        1384.31        3482.91        7.79193        4.31894     
  38201.0        1385.80        3483.05        7.79210        4.31867     
  38301.0        1387.27        3483.19        7.79228        4.31840     
  38401.0        1388.75        3483.32        7.79247        4.31813     
  38501.0        1390.21        3482.09        7.78560        4.31523     
  38601.0        1391.68        3483.48        7.79210        4.31732     
  38701.0        1393.13        3483.73        7.79297        4.31732     
  38801.0        1394.59        3483.84        7.79303        4.31703     
  38901.0        1396.03        3483.75        7.79202        4.31618     
  39001.0        1397.48        3484.15        7.79355        4.31654     
  39101.0        1398.91        3484.28        7.79373        4.31627     
  39201.0        1400.35        3484.42        7.79391        4.31601     
  39301.0        1401.77        3484.56        7.79410        4.31575     
  39401.0        1403.20        3484.70        7.79429        4.31550     
  39501.0        1404.61        3484.84        7.79450        4.31525     
  39601.0        1406.03        3484.98        7.79470        4.31499     
  39701.0        1407.43        3485.12        7.79488        4.31473     
  39801.0        1408.84        3485.26        7.79509        4.31448     
  39901.0        1410.23        3485.40        7.79530        4.31424     
  40001.0        1411.63        3485.55        7.79553        4.31400     
  40101.0        1413.01        3485.69        7.79575        4.31376     
  40201.0        1414.40        3485.84        7.79597        4.31352     
  40301.0        1415.78        3485.98        7.79619        4.31328     
  40401.0        1417.15        3486.13        7.79642        4.31304     
  40501.0        1418.52        3486.26        7.79660        4.31279     
